;indice_original_upper_pivot;resist_slope;resist_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;resist_slope_rounded
0;52,0;-0,20921957390302992;88,99160650928467;78,11218866632711;1;52,0;133,0;3,0;43,0;137,0;10,0;-0,20922
1;52,0;-0,004009341117000531;78,32067440441114;78,11218866632711;1;41,0;133,0;3,0;52,0;141,0;16,0;-0,00401
2;52,0;0,10944426872623174;72,42108669256307;78,11218866632711;1;41,0;133,0;4,0;43,0;134,0;11,0;0,10944
3;52,0;0,6061536327466897;46,59219976349925;78,11218866632711;1;30,0;38,0;2,0;48,0;137,0;15,0;0,60615
4;83,0;0,2075636367981275;51,03393027463261;68,26171212887719;1;83,0;159,0;2,0;67,0;162,0;21,0;0,20756
5;83,0;1,2546983902390827;-35,87825426096667;68,26171212887719;1;67,0;148,0;2,0;67,0;156,0;22,0;1,2547
6;83,0;3,887111743931127;-254,36856261740633;68,26171212887719;1;77,0;159,0;2,0;69,0;162,0;24,0;3,88711
7;86,0;-0,9513323334410881;150,69898371520515;68,88440303927158;1;86,0;112,0;2,0;28,0;117,0;0,0;-0,95133
8;86,0;-0,27140545961928053;92,2252725665297;68,88440303927158;1;52,0;112,0;3,0;28,0;117,0;1,0;-0,27141
9;86,0;0,15833830225938378;55,26730904496457;68,88440303927158;1;83,0;163,0;3,0;58,0;166,0;17,0;0,15834
10;86,0;0,2075636367981275;51,03393027463261;68,88440303927158;1;83,0;163,0;2,0;58,0;166,0;18,0;0,20756
11;119,0;-3,1312551332300034;436,71383806919454;64,09447721482411;1;119,0;124,0;2,0;38,0;130,0;6,0;-3,13126
12;119,0;-0,20921957390302992;88,99160650928468;64,09447721482411;1;52,0;124,0;2,0;30,0;130,0;3,0;-0,20922
13;142,0;-0,6181345174410863;165,52644944243133;77,75134796579707;1;142,0;181,0;2,0;82,0;190,0;29,0;-0,61813
14;142,0;-0,513774275359456;150,70729506683983;77,75134796579707;1;142,0;200,0;4,0;104,0;201,0;41,0;-0,51377
15;142,0;-0,292919608344001;119,3459323506452;77,75134796579707;1;142,0;209,0;2,0;124,0;213,0;55,0;-0,29292
16;142,0;0,13405778571969737;58,71514239360004;77,75134796579707;1;83,0;231,0;4,0;141,0;231,0;61,0;0,13406
17;142,0;0,15833830225938378;55,26730904496457;77,75134796579707;1;83,0;172,0;3,0;82,0;175,0;30,0;0,15834
18;142,0;0,5937769891727372;-6,5649844967316255;77,75134796579707;1;119,0;205,0;2,0;91,0;208,0;36,0;0,59378
19;142,0;1,6285081342846095;-153,49680710261748;77,75134796579707;1;124,0;209,0;2,0;124,0;213,0;56,0;1,62851
20;148,0;0,2775525608935821;26,141828429128203;67,21960744137836;1;148,0;235,0;2,0;145,0;237,0;63,0;0,27755
21;159,0;0,3221058615098933;16,02822918922557;67,2430611692986;1;159,0;242,0;2,0;149,0;248,0;65,0;0,32211
22;163,0;0,42224313654982115;-6,702932244838053;62,12269901278279;1;163,0;242,0;2,0;163,0;252,0;68,0;0,42224
23;220,0;0,07786062776810135;66,69513882272668;83,82447693170897;1;142,0;220,0;2,0;133,0;222,0;59,0;0,07786
24;227,0;-0,36054417305235614;170,9897870348562;89,14625975197134;1;227,0;269,0;4,0;168,0;280,0;69,0;-0,36054
25;227,0;-0,14316703803900116;121,6451773868246;89,14625975197134;1;227,0;282,0;3,0;192,0;290,0;79,0;-0,14317
26;227,0;0,13405778571969737;58,71514239360004;89,14625975197134;1;83,0;220,0;3,0;137,0;226,0;60,0;0,13406
27;227,0;0,7602546886089101;-83,43155456225125;89,14625975197134;1;216,0;282,0;3,0;168,0;290,0;70,0;0,76025
28;231,0;-0,11047476702469097;112,42595696078914;86,90628577808552;1;227,0;313,0;6,0;231,0;320,0;101,0;-0,11047
29;235,0;-0,08647204797818693;105,65719018967499;85,33625891480106;1;231,0;321,0;4,0;235,0;324,0;102,0;-0,08647
30;239,0;-0,08250365152364629;104,53810238949453;84,81972967534307;1;231,0;321,0;4,0;239,0;328,0;103,0;-0,0825
31;242,0;0,02030757937176233;75,5453352769893;80,45976948495579;1;41,0;216,0;6,0;240,0;331,0;104,0;0,02031
32;282,0;-1,8936693603455157;615,2868322772617;81,27207265982628;1;282,0;291,0;2,0;205,0;298,0;89,0;-1,89367
33;282,0;-1,554292452063478;519,5825441417271;81,27207265982628;1;282,0;301,0;2,0;216,0;305,0;95,0;-1,55429
34;282,0;-0,14316703803900116;121,6451773868246;81,27207265982628;1;227,0;301,0;3,0;205,0;305,0;90,0;-0,14317
35;282,0;-0,008870500355910079;83,77355376019293;81,27207265982628;1;242,0;343,0;4,0;250,0;348,0;106,0;-0,00887
36;282,0;-0,004906868281975348;82,65580951534332;81,27207265982628;1;242,0;349,0;4,0;263,0;352,0;114,0;-0,00491
37;282,0;0,009242022444251223;78,66582233054743;81,27207265982628;1;41,0;367,0;5,0;266,0;371,0;116,0;0,00924
38;282,0;1,4400912178803313;-324,8336507824272;81,27207265982628;1;258,0;343,0;2,0;250,0;347,0;107,0;1,44009
39;282,0;1,669691161141325;-389,58083478202735;81,27207265982628;1;269,0;356,0;2,0;259,0;358,0;113,0;1,66969
40;308,0;-0,2956601888529518;164,6482459163587;73,58490774964953;1;282,0;308,0;2,0;220,0;309,0;98,0;-0,29566
41;313,0;-0,1602822022462995;126,47165369328273;76,303324390191;1;227,0;313,0;3,0;223,0;316,0;99,0;-0,16028
42;356,0;-2,148996113237338;846,9985986331932;81,95598232070087;1;356,0;367,0;2,0;291,0;380,0;123,0;-2,149
43;356,0;-1,327574892829468;554,5726441679915;81,95598232070087;1;356,0;383,0;2,0;301,0;390,0;127,0;-1,32757
44;356,0;-0,068903917618361;106,48577699283739;81,95598232070087;1;227,0;438,0;5,0;348,0;442,0;148,0;-0,0689
45;356,0;-0,047830012086792675;98,98346662359906;81,95598232070087;1;227,0;444,0;7,0;354,0;445,0;154,0;-0,04783
46;356,0;0,07489991759483594;55,291611656939274;81,95598232070087;1;340,0;383,0;4,0;291,0;390,0;124,0;0,0749
47;356,0;0,3440991029649467;-40,543298334820165;81,95598232070087;1;343,0;438,0;3,0;348,0;442,0;149,0;0,3441
48;397,0;-0,20426233461779303;154,6733734446352;73,58122660137136;1;353,0;397,0;3,0;307,0;397,0;129,0;-0,20426
49;401,0;-5,783154011607894;2395,3557756746536;76,31101701988815;1;401,0;406,0;2,0;321,0;410,0;135,0;-5,78315
50;401,0;-0,4007378858304378;237,0069092378937;76,31101701988815;1;401,0;427,0;2,0;340,0;429,0;143,0;-0,40074
51;401,0;-0,12544367335139364;126,613930033797;76,31101701988815;1;353,0;427,0;3,0;311,0;429,0;131,0;-0,12544
52;401,0;0,08747431449559287;41,233816907155415;76,31101701988815;1;401,0;451,0;2,0;363,0;457,0;158,0;0,08747
53;401,0;0,12999971903586;24,1811296865083;76,31101701988815;1;194,0;205,0;2,0;373,0;490,0;164,0;0,13
54;401,0;0,5292350571999413;-135,91224091728833;76,31101701988815;1;367,0;451,0;3,0;361,0;456,0;157,0;0,52924
55;401,0;0,6824476046291998;-197,350472436421;76,31101701988815;1;397,0;484,0;2,0;368,0;486,0;163,0;0,68245
56;431,0;-0,1491360073279367;136,11455595839078;71,83693680005005;1;356,0;431,0;3,0;341,0;432,0;145,0;-0,14914
