;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ind;start_date;end_date;final_balance;return_%;return_ann_%;sharpe_ratio;sortino_ratio;volatility;max_drawdown_%;trades;win_rate_%;profit_factor;avg_trade_return
0;21;2;90;2;2;2;6;0,02;0,05;4;2016-04-29;2019-09-18;17621785,58434321;76,2178558434321;16,535222880757505;1,0478016974539082;1,9500107170484506;15,780870484307336;-16,69341191351107;46;58,69565217391305;2,3327422952261614;1,2392543984385052
