Date;Open;High;Low;Close;Volume;Evento
2015-01-02;66,38999938964844;67,91000366210938;66,18000030517578;66,9800033569336;978500;0
2015-01-05;66,29000091552734;66,38999938964844;64,81999969482422;65,12999725341797;897200;0
2015-01-06;65,0199966430664;66,12999725341797;64,27999877929688;64,9800033569336;686300;0
2015-01-07;65,30000305175781;66,33000183105469;65,05999755859375;66,20999908447266;532400;0
2015-01-08;66,86000061035156;68,63999938964844;66,80999755859375;68,27999877929688;1380500;0
2015-01-09;68,4000015258789;68,58000183105469;67,61000061035156;68,29000091552734;845700;0
2015-01-12;68,08000183105469;68,44000244140625;67,27999877929688;68,25;1132900;0
2015-01-13;69,0199966430664;69,08999633789062;66,31999969482422;67,36000061035156;972500;0
2015-01-14;66,3499984741211;67,88999938964844;65,37000274658203;67,73999786376953;808600;0
2015-01-15;68,13999938964844;68,27999877929688;65,94000244140625;66,22000122070312;1019000;0
2015-01-16;66,26000213623047;67,33999633789062;66,16999816894531;66,88999938964844;1486800;0
2015-01-20;67,19000244140625;67,45999908447266;66,12000274658203;66,98999786376953;1023500;0
2015-01-21;66,70999908447266;68,04000091552734;66,3499984741211;67,9800033569336;857100;0
2015-01-22;68,75;70,0;67,75;69,91999816894531;1791600;0
2015-01-23;69,87000274658203;70,37000274658203;69,18000030517578;69,73999786376953;1107400;0
2015-01-26;69,83000183105469;70,56999969482422;69,05000305175781;70,5199966430664;826900;0
2015-01-27;69,41000366210938;70,43000030517578;68,94000244140625;70,2300033569336;1172900;0
2015-01-28;70,91999816894531;70,94999694824219;69,98999786376953;70,02999877929688;1372600;0
2015-01-29;69,98999786376953;71,55999755859375;69,52999877929688;71,33999633789062;1328700;0
2015-01-30;70,68000030517578;71,75;69,8499984741211;70,51000213623047;1148200;0
2015-02-02;71,16999816894531;71,88999938964844;70,0999984741211;71,44000244140625;1308200;0
2015-02-03;72,0;72,0;71,19000244140625;71,81999969482422;1256400;0
2015-02-04;71,25;72,91999816894531;71,08000183105469;71,47000122070312;1541600;0
2015-02-05;73,37000274658203;75,36000061035156;73,11000061035156;74,01000213623047;2129900;0
2015-02-06;74,52999877929688;76,98999786376953;74,30000305175781;75,2300033569336;2654900;0
2015-02-09;75,20999908447266;76,80999755859375;75,16000366210938;76,16999816894531;1603000;0
2015-02-10;76,91000366210938;78,1500015258789;76,81999969482422;77,76000213623047;1778100;0
2015-02-11;77,5199966430664;79,30999755859375;77,48999786376953;78,0;1740100;0
2015-02-12;78,4800033569336;79,87999725341797;78,26000213623047;79,41000366210938;1256100;0
2015-02-13;79,66000366210938;79,98999786376953;79,0;79,87000274658203;1095800;0
2015-02-17;79,9000015258789;80,88999938964844;79,66999816894531;80,76000213623047;910600;0
2015-02-18;80,63999938964844;81,19999694824219;80,33000183105469;81,06999969482422;575800;0
2015-02-19;80,9800033569336;82,23999786376953;80,68000030517578;81,26000213623047;850100;0
2015-02-20;81,25;81,41000366210938;79,91999816894531;80,9800033569336;998600;0
2015-02-23;81,01000213623047;81,19000244140625;79,87999725341797;80,22000122070312;1051900;0
2015-02-24;80,37000274658203;81,0999984741211;80,06999969482422;80,7300033569336;966600;0
2015-02-25;80,77999877929688;82,58999633789062;80,52999877929688;82,37999725341797;1801600;0
2015-02-26;83,0;83,48999786376953;82,2300033569336;82,38999938964844;1291900;0
2015-02-27;82,38999938964844;83,19000244140625;82,20999908447266;83,0;852700;0
2015-03-02;83,5199966430664;84,54000091552734;82,76000213623047;84,5;1185900;0
2015-03-03;84,0999984741211;84,80000305175781;83,44999694824219;84,7699966430664;1344700;0
2015-03-04;84,27999877929688;84,98999786376953;84,0;84,5999984741211;1835400;0
2015-03-05;84,73999786376953;85,36000061035156;84,44999694824219;84,97000122070312;1161200;0
2015-03-06;84,5199966430664;85,80000305175781;84,33999633789062;84,75;1669400;0
2015-03-09;85,06999969482422;85,06999969482422;84,12000274658203;84,3499984741211;1791900;0
