;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;NEM;cenario_in_sample_1x;janela_rsi;28;4,660322524184755
1;NEM;cenario_in_sample_1x;ordem;2;4,660322524184755
2;NEM;cenario_in_sample_1x;lookback;50;6,405479127519172
3;NEM;cenario_in_sample_1x;break_min;3;6,883961576236141
