;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;ADBE;cenario_in_sample_1x;janela_rsi;56;4,07572411920345
1;ADBE;cenario_in_sample_1x;ordem;2;5,067537040565595
2;ADBE;cenario_in_sample_1x;lookback;50;4,495706123046631
3;ADBE;cenario_in_sample_1x;break_min;3;4,461492211786128
