;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;NEE;cenario_in_sample_1x;janela_rsi;35;6,0450777545010626
1;NEE;cenario_in_sample_1x;ordem;1;5,23026310566292
2;NEE;cenario_in_sample_1x;lookback;50;6,430543279697595
3;NEE;cenario_in_sample_1x;break_min;3;5,647076189841077
