;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;42;3;50;2;3;3;6;0,02;0,05;AAPL;8,797466840350879
1;49;3;50;2;3;3;6;0,02;0,05;ADBE;8,097980040239205
2;42;3;50;2;3;4;6;0,02;0,05;AEE;6,741363075959147
3;49;3;50;2;3;3;6;0,02;0,05;AEP;7,786257662208912
4;42;3;50;2;3;3;6;0,02;0,05;AES;8,362587373043597
5;49;3;50;2;3;3;6;0,02;0,05;AFL;7,896293533151831
6;49;3;100;2;3;3;6;0,02;0,05;AIG;8,169392523662474
7;42;3;50;2;3;3;6;0,02;0,05;BA;8,040120504861413
8;28;3;100;2;3;3;6;0,02;0,05;BAC;7,253172101852599
9;21;3;50;2;3;4;6;0,02;0,05;BEN;8,510109475301332
10;35;3;50;2;3;4;6;0,02;0,05;BSX;8,649203932380178
11;49;3;50;2;3;3;6;0,02;0,05;CI;7,837000959144522
12;42;3;50;2;3;3;6;0,02;0,05;CINF;8,367207845411567
13;49;3;50;2;3;3;6;0,02;0,05;CL;7,413942301375035
14;35;3;50;2;3;4;6;0,02;0,05;CMI;8,169805599213253
15;42;3;50;2;3;3;6;0,02;0,05;COF;7,185360839931634
16;49;3;50;2;3;4;6;0,02;0,05;COST;8,055179816031652
17;35;3;50;2;3;3;6;0,02;0,05;CSCO;7,158763854695351
18;42;3;50;2;3;3;6;0,02;0,05;CVS;8,022746905491836
19;28;3;50;2;3;3;6;0,02;0,05;DHR;7,845200339973167
20;42;3;100;2;3;3;6;0,02;0,05;ED;7,563886205289063
21;28;3;50;2;3;3;6;0,02;0,05;FDX;7,769238302601685
22;28;3;50;2;3;3;6;0,02;0,05;GE;7,382490247781501
23;21;3;50;2;3;4;6;0,02;0,05;HAS;7,751142268464741
24;49;3;50;2;3;3;6;0,02;0,05;HES;8,853522255998428
25;42;3;100;2;3;3;6;0,02;0,05;HPQ;7,098684268153331
26;28;3;100;2;3;4;6;0,02;0,05;HSY;7,939345641559572
27;42;3;50;2;3;3;6;0,02;0,05;ITW;6,958321187110459
28;14;3;50;2;3;3;6;0,02;0,05;JNJ;7,068692217272772
29;42;3;50;2;3;4;6;0,02;0,05;K;7,4028322634974435
30;42;3;50;2;3;3;6;0,02;0,05;LLY;8,055519881844274
31;42;3;50;2;3;4;6;0,02;0,05;MAR;7,307195147789897
32;35;3;50;2;3;3;6;0,02;0,05;MCO;8,619101856762041
33;21;3;50;2;3;3;6;0,02;0,05;MMC;7,4563268469561885
34;49;3;50;2;3;3;6;0,02;0,05;MMM;9,025267212400074
35;42;3;50;2;3;3;6;0,02;0,05;MSFT;8,853856361222087
36;42;3;50;2;3;3;6;0,02;0,05;MU;8,007457197895894
37;42;3;50;2;3;4;6;0,02;0,05;NEE;7,859920291471941
38;49;3;50;2;3;4;6;0,02;0,05;NEM;7,551603362798791
39;42;3;50;2;3;3;6;0,02;0,05;NOC;7,848508357342795
40;49;3;50;2;3;3;6;0,02;0,05;ORCL;7,423194126711888
41;49;3;50;2;3;3;6;0,02;0,05;PFE;8,857020680832884
42;42;3;100;2;3;3;6;0,02;0,05;PHM;7,996986365158509
43;42;3;100;2;3;3;6;0,02;0,05;PNC;7,724130742703584
44;49;3;50;2;3;3;6;0,02;0,05;SO;8,57159015620231
45;35;3;50;2;3;4;6;0,02;0,05;TJX;7,611421825187613
46;49;3;50;2;3;3;6;0,02;0,05;VMC;6,818010452033897
47;49;4;100;2;3;3;6;0,02;0,05;WM;8,156559729034724
48;42;3;100;2;3;3;6;0,02;0,05;WY;7,26450357925432
49;42;3;50;2;3;4;6;0,02;0,05;YUM;7,370388869406606
