;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;return_ann;sharpe_ratio;max_drawdown;trades;cenario
0;21;1;110;2;2;3;6;0,03;0,05;AFL;11,795184846033656;0,6764653616134132;-16,309864947717223;39,5;Media_dos_resultados_por_ativo
