top_bottom_idx;top_bottom_value
33;56,05131736862003
37;50,22882728390274
45;62,12014111412872
48;61,240308931345055
59;65,47884243848479
64;67,67504021591802
73;67,63992706579995
88;37,56613726101922
92;35,91445286653733
102;63,54978011833811
114;49,387760980578925
118;54,91804848496692
126;47,47555703007586
134;66,5565832388846
137;69,4149077154589
142;85,40146747568913
149;83,03213424370335
157;76,38725251760975
163;71,42857142857143
177;47,8849393585366
181;50,631137695717435
188;50,80275008618081
194;61,28239911495101
197;54,34211166942982
200;54,912526152305894
205;71,4136492893267
216;64,87025651744044
222;61,358656156792115
229;55,54546009410512
234;54,798767368753914
240;68,65794738651039
244;64,2538155512905
247;64,171667591154
252;68,65344040878762
255;66,82188953271493
263;50,0
269;66,14985933929884
280;61,814112756125084
284;63,27231715551334
298;62,6391014059787
306;53,770962221649185
313;67,16147068190665
321;58,6134383069163
329;73,18600864742317
333;75,41204371797734
340;75,8196379584928
344;74,05139238685952
353;60,79735987651035
358;66,69827484493294
363;58,874131180163346
367;63,957604317749244
371;59,760009765625
386;61,85565712931375
389;65,85724326715575
400;71,56348969991578
406;54,24083033483099
412;47,977961672046284
419;61,50321120677598
425;64,35308461988552
431;65,74180000504828
437;54,8204096084411
443;62,735394305546635
449;66,03775112686574
456;93,61365589084984
459;94,29584211925645
463;91,19712823543634
476;69,8942313303213
479;69,25397453263452
483;54,95413961379843
490;55,12282689040136
493;60,46510860236351
502;57,74649249445123
506;76,96079714670745
513;72,42798224704934
520;83,61800419024445
536;54,05970146534412
540;54,27148906657757
550;77,5797149785146
560;49,47487077814707
563;45,822190127068254
567;48,63767701861706
576;54,78824557980554
585;61,83346239401953
589;61,71294081982723
592;62,39245875098064
602;65,4479689418886
608;76,46234692755328
618;66,2726050036741
627;49,351393731071745
638;65,2037675034689
644;77,61993103723975
650;67,4019732353811
655;66,45272561014825
661;57,36111753762512
669;68,53933119373494
680;65,90528587270262
684;67,28927589265604
694;61,957742139982024
702;48,07041359385887
709;42,9388348952855
719;56,818733434587095
725;49,73384139248382
729;50,960799415138375
732;59,91815209164101
735;58,717149301152624
742;53,43999156901213
747;45,9683691732167
750;47,387047885364986
759;49,347873991416435
770;70,07390039079522
773;59,26957994376771
776;62,44033840670259
783;57,82893990545572
796;74,39822570803481
805;79,88793983337578
808;85,5742702347999
819;74,23466746385968
833;88,45248247946975
843;64,35069215141036
847;62,59259180767513
857;42,6573378071169
865;62,281244784142636
873;70,56736984241516
879;79,85023092256381
886;70,03785406174
896;72,99821364637775
905;51,7808143299156
908;49,559618198385955
912;52,19740739269961
920;52,14865203501756
923;56,9344798490991
