;Size;EntryBar;ExitBar;EntryPrice;ExitPrice;PnL;ReturnPct;EntryTime;ExitTime;Tag;Duration
0;197702;96;103;50,5809595413208;52,439998626708984;367535,74525941454;0,036753733069644356;2016-05-20;2016-06-01;;12 days
1;-208558;120;122;49,71038137054443;48,91999816894531;164840,73975910924;0,015899761373938226;2016-06-24;2016-06-28;;4 days
2;203196;129;136;51,8334595413208;53,709999084472656;381305,32901028474;0,03620324708706568;2016-07-08;2016-07-19;;11 days
3;193978;137;138;56,262301528930664;55,97999954223633;-54760,374774993805;-0,00501760466640655;2016-07-20;2016-07-21;;1 days
4;191741;141;149;56,6330404586792;57,650001525878906;194993,13198593943;0,017957027540163706;2016-07-26;2016-08-05;;10 days
5;-192126;167;185;57,53470152282715;56,93000030517578;116178,82614248664;0,010510199960131028;2016-08-31;2016-09-27;;27 days
6;193068;192;195;57,85548168182373;57,88999938964844;6664,264814300098;0,0005966194874071906;2016-10-06;2016-10-11;;5 days
7;193889;200;202;57,64505877685547;57,5;-28125,301185730455;-0,0025164130271251306;2016-10-18;2016-10-20;;2 days
8;184578;203;205;60,40055877685547;60,849998474121094;82956,68044189448;0,007440985751903995;2016-10-21;2016-10-25;;4 days
9;-191885;213;215;58,532701522827146;60,54999923706055;-387089,17189567606;-0,03446445596649372;2016-11-04;2016-11-08;;4 days
10;-184111;219;223;58,901960456848144;60,779998779296875;-345767,5135843583;-0,0318841394731606;2016-11-14;2016-11-18;;4 days
11;-172511;225;237;60,858039543151854;61,18000030517578;-55541,773017509724;-0,0052903571071434285;2016-11-22;2016-12-09;;17 days
12;-164971;245;252;63,30314030456543;62,790000915527344;84653,11814900237;0,008106065300540588;2016-12-21;2017-01-03;;13 days
13;-168083;256;269;62,63447832489014;65,38999938964844;-463156,24712776905;-0,04399367789838027;2017-01-09;2017-01-27;;18 days
14;-158218;276;292;63,61252167510986;64,69000244140625;-170476,85188188215;-0,01693818666393132;2017-02-07;2017-03-02;;23 days
15;151658;298;305;65,24022061157227;65,19000244140625;-7615,987251038132;-0,0007697424946645492;2017-03-10;2017-03-21;;11 days
16;150294;313;322;65,78130152893067;65,29000091552734;-73839,53439083937;-0,007468697061082774;2017-03-31;2017-04-13;;13 days
17;145126;328;338;67,61496336364746;68,97000122070312;196651,22404306018;0,020040502717837638;2017-04-24;2017-05-08;;14 days
18;-146715;341;357;68,22328060913085;71,97000122070312;-549700,1145268258;-0,05491850550310273;2017-05-11;2017-06-05;;25 days
19;-131575;361;378;71,89592091369629;68,26000213623047;478396,01314506505;0,05057197586814932;2017-06-09;2017-07-05;;26 days
20;140306;383;389;70,83138244628907;74,18000030517578;469831,177308959;0,04727590713658514;2017-07-12;2017-07-20;;8 days
21;-141984;390;396;73,3030969543457;73,30000305175781;439,2846650392885;4,220698328505357e-05;2017-07-21;2017-07-31;;10 days
22;-144469;399;415;72,04562243652343;72,86000061035156;-117652,4003947764;-0,011303645471945956;2017-08-03;2017-08-25;;22 days
23;138207;425;440;74,45861755371094;74,70999908447266;34742,68722198494;0,0033761240675787008;2017-09-11;2017-10-02;;21 days
24;132811;449;460;77,74517633056641;83,69999694824219;790865,6810541379;0,07659408465878759;2017-10-13;2017-10-30;;17 days
25;-131397;466;494;84,60045664978027;87,12000274658203;-331060,798481461;-0,029781708002261764;2017-11-07;2017-12-18;;41 days
26;-125588;497;499;85,87790304565429;85,30999755859375;71322,11430895943;0,006612940778940923;2017-12-21;2017-12-26;;5 days
27;125129;505;517;86,76317633056641;91,9000015258789;642765,7998642575;0,0592051307082313;2018-01-04;2018-01-23;;19 days
28;-123049;525;527;93,45271939086913;86,88999938964844;807536,1334302055;0,07022502976903111;2018-02-02;2018-02-06;;4 days
29;-137460;529;530;89,53057908630372;86,30000305175781;444074,9817086801;0,036083493120621535;2018-02-08;2018-02-09;;1 days
30;-138199;535;541;92,26509695434571;95,73999786376953;-480227,83078146295;-0,03766213903339044;2018-02-16;2018-02-27;;11 days
31;-129642;542;545;94,65031634521485;92,33999633789062;299514,50638952677;0,02440900460277251;2018-02-28;2018-03-05;;5 days
32;-138002;558;560;91,08745664978028;90,61000061035156;65889,88835324172;0,005241732034131474;2018-03-22;2018-03-26;;4 days
33;136437;572;592;92,61486030578614;97,45999908447266;661056,1995476525;0,052314917527158666;2018-04-12;2018-05-10;;28 days
34;137221;601;611;96,9034190826416;102,6500015258789;788551,7894434656;0,059302163924024986;2018-05-23;2018-06-07;;15 days
35;-139728;613;634;100,80798213195801;101,1500015258789;-47789,685873778515;-0,0033927808759546263;2018-06-11;2018-07-11;;30 days
36;129040;643;647;108,78713969421386;107,19000244140625;-206094,5911022944;-0,014681305688309831;2018-07-24;2018-07-30;;6 days
37;127157;653;654;108,77711755371094;109,33000183105469;70303,10605419926;0,005082725942528787;2018-08-07;2018-08-08;;1 days
38;-127307;656;668;109,20115817260742;109,94000244140625;-94060,0473279725;-0,006765901398508856;2018-08-10;2018-08-28;;18 days
39;-124635;673;684;110,787982131958;112,27999877929688;-185957,4948410803;-0,01346731494361686;2018-09-05;2018-09-20;;15 days
40;-122702;698;699;111,01751786804199;105,3499984741211;695415,964672882;0,05105067653068451;2018-10-10;2018-10-11;;1 days
41;-132333;708;709;108,19318365478516;106,55000305175781;217447,0187404178;0,015187468817539296;2018-10-24;2018-10-25;;1 days
42;129749;719;721;112,02360305786132;109,41999816894531;-337815,1307319634;-0,023241574256196884;2018-11-08;2018-11-12;;4 days
43;-131597;723;732;107,88379847717285;107,88999938964844;-816,0214790504456;-5,747769881225828e-05;2018-11-14;2018-11-28;;14 days
44;-131249;738;745;108,16323725891114;103,75;579232,976994828;0,040801638068090895;2018-12-07;2018-12-18;;11 days
45;-142838;746;749;103,44270152282715;97,68000030517578;823132,7165268862;0,055709113671781774;2018-12-19;2018-12-24;;5 days
46;147896;764;776;105,47052214050294;102,87000274658203;-384606,41628332617;-0,024656362186740832;2019-01-16;2019-02-04;;19 days
47;-144924;779;783;104,97962243652344;107,5;-365263,19800927665;-0,024008255173526782;2019-02-07;2019-02-13;;6 days
48;138627;788;795;107,11380152893067;113,0199966430664;818758,1100872954;0,05513944076142718;2019-02-21;2019-03-04;;11 days
49;-140924;798;802;111,17720152282715;114,12999725341797;-416119,78553778096;-0,026559363701779803;2019-03-07;2019-03-13;;6 days
50;131024;805;809;116,4023381652832;119,5;405868,04423193436;0,026611680517262037;2019-03-18;2019-03-22;;4 days
51;-132260;811;823;118,38276274108887;120,54000091552734;-285316,3209512328;-0,01822256994590088;2019-03-26;2019-04-11;;16 days
52;-127359;825;829;120,69812243652343;122,62000274658203;-244768,7544087529;-0,01592303402291395;2019-04-15;2019-04-22;;7 days
53;121652;830;836;124,34819847106934;130,52999877929688;752028,3710964964;0,049713629825250516;2019-04-23;2019-05-01;;8 days
54;-125819;840;847;126,20707908630371;126,75;-68309,76644035382;-0,004301826154498256;2019-05-07;2019-05-16;;9 days
55;-125120;851;859;126,36676274108886;121,27999877929688;636455,9068994136;0,04025397067592995;2019-05-22;2019-06-04;;13 days
56;131369;860;863;125,19989694213868;132,39999389648438;945869,5367954398;0,057508808954317425;2019-06-05;2019-06-10;;5 days
57;-131772;867;869;131,99547451782226;134,19000244140625;-289177,3335465096;-0,01662578153986405;2019-06-14;2019-06-18;;4 days
58;-124870;874;895;136,9755;140,42999267578125;-431362,50042480335;-0,025219785113259174;2019-06-25;2019-07-25;;30 days
59;-119049;899;903;140,04934182739257;133,8000030517578;743977,5319005419;0,04462240731796452;2019-07-31;2019-08-06;;6 days
60;-126269;913;920;137,93358670043946;137,25;86315,80907779055;0,004955911876083241;2019-08-20;2019-08-29;;9 days
