,top_bottom_idx,top_bottom_value
0,25,67.29733663222238
1,41,62.66595857673925
2,56,60.47333097845284
3,69,43.21304544768232
4,84,38.869615495808034
5,92,50.68347239481626
6,108,64.6096654275093
7,117,82.22886271752505
8,141,55.06234413965087
9,153,59.267199376339896
10,166,61.01528812230498
11,172,59.40967134184635
12,191,38.601758524555
13,200,35.648642872408644
14,209,43.23228762777581
15,224,56.25728268468888
16,237,58.46380548904033
17,249,75.02266545784225
18,264,81.78633975481611
19,292,44.933655006031366
20,304,41.866469937292514
21,320,50.9882079388806
22,331,61.779013203613616
23,343,63.76001943162497
24,359,66.61021732994638
25,367,52.0259319286872
26,384,43.82572828048466
27,389,44.93638676844784
28,397,55.15205196338943
29,412,36.38922396461601
30,425,25.2529601722282
31,432,27.985212569316076
32,443,63.83363471971067
33,451,70.7117852975496
34,459,73.39676498572788
35,470,72.29571984435798
36,487,56.18595825426946
37,494,64.6427887377897
38,505,54.48634590377113
39,522,52.67910897049969
40,533,76.46737646737647
41,540,67.62312633832977
42,559,46.44850329781836
43,569,51.44947931325641
44,600,57.71853688778673
45,613,33.00297324083252
46,630,41.696383087111556
47,642,47.54199098730029
48,655,61.92080876158382
49,668,66.24348958333334
50,683,43.61379310344828
51,702,64.9644760213144
52,712,70.24351083757024
53,727,69.14235190097259
54,737,71.12205416813225
55,742,72.93207800941494
56,750,78.84856070087609
57,780,43.65615615615615
58,793,67.01468189233279
59,805,72.58235919234856
60,815,69.56889264581572
61,823,70.99507927829416
62,831,77.89725209080048
63,840,63.96508728179551
64,846,64.39678284182305
65,855,68.4172918899607
66,865,51.39993086761148
67,879,64.63768115942028
68,910,91.83249183249183
69,934,71.96379709534835
70,943,71.44417740878305
71,948,71.109782825264
72,961,60.591740291760836
73,972,78.29284599955426
74,978,80.92498849516797
75,985,76.62827640984908
76,994,79.293498684705
77,1004,73.58978503313399
78,1021,48.275862068965516
79,1037,59.95469418575384
80,1047,51.431147171512286
81,1060,63.82074825270659
82,1068,53.368328958880134
83,1100,71.22267975926513
84,1108,69.30599962384804
85,1118,69.6911866759195
86,1124,70.4779756326148
87,1134,64.73163612777688
88,1153,63.08159136884693
89,1163,63.142680156927526
90,1186,74.51851851851852
91,1197,53.32281601262079
92,1219,72.76868916960034
93,1230,68.57495881383855
