indice;indice_original_lower_pivot;valor_rsi;support_slope;support_intercept;inicio_janela;fim_janela
0,0;70,0;28,291798701984078;-0,09981122137693826;35,27858419836976;18,0;87,0
1,0;70,0;28,291798701984078;-0,09981122137693826;35,27858419836976;23,0;92,0
2,0;70,0;28,291798701984078;-0,23583981639853055;44,800585849881216;27,0;96,0
3,0;70,0;28,291798701984078;0,18354155375086878;15,443889939423263;35,0;104,0
4,0;70,0;28,291798701984078;-0,23583981639853055;44,800585849881216;35,0;104,0
5,0;70,0;28,291798701984078;0,18354155375086878;15,443889939423263;38,0;107,0
6,0;70,0;28,291798701984078;-0,9019647399101631;91,4293304956955;38,0;107,0
7,0;70,0;28,291798701984078;0,18354155375086878;15,443889939423263;43,0;112,0
8,0;70,0;28,291798701984078;-0,9019647399101631;91,4293304956955;43,0;112,0
9,0;70,0;28,291798701984078;0,18354155375086878;15,443889939423263;53,0;122,0
10,0;70,0;28,291798701984078;-1,1744162803719178;110,50093832801832;53,0;122,0
11,0;70,0;28,291798701984078;0,18354155375086878;15,443889939423263;58,0;127,0
12,0;70,0;28,291798701984078;-0,2414838513014704;45,19566829308701;70,0;139,0
13,0;128,0;14,285735326498795;-0,6116672686051207;92,57914570795424;97,0;166,0
14,0;128,0;14,285735326498795;-1,79794843327629;244,4231347858639;101,0;170,0
15,0;171,0;21,86835236970998;0,17633993123746947;-8,285775871897297;108,0;177,0
16,0;171,0;21,86835236970998;0,17633993123746947;-8,285775871897297;109,0;178,0
17,0;171,0;21,86835236970998;1,2824491637317355;-197,43045462841678;125,0;194,0
18,0;171,0;21,86835236970998;0,17633993123746947;-8,285775871897297;125,0;194,0
19,0;128,0;14,285735326498795;0,17633993123746947;-8,285775871897297;128,0;197,0
20,0;171,0;21,86835236970998;-0,18239678145264726;53,058201998112665;136,0;205,0
21,0;171,0;21,86835236970998;-0,18239678145264726;53,058201998112665;146,0;215,0
22,0;171,0;21,86835236970998;-0,18239678145264726;53,058201998112665;155,0;224,0
23,0;195,0;17,490829614846447;0,45434854813477493;-71,10713727143467;161,0;230,0
24,0;195,0;17,490829614846447;-0,18239678145264726;53,058201998112665;161,0;230,0
25,0;195,0;17,490829614846447;0,45434854813477493;-71,10713727143467;171,0;240,0
26,0;195,0;17,490829614846447;-0,18239678145264726;53,058201998112665;171,0;240,0
27,0;195,0;17,490829614846447;0,45434854813477493;-71,10713727143467;174,0;243,0
28,0;195,0;17,490829614846447;-0,9148197540448386;195,88068165359;174,0;243,0
29,0;195,0;17,490829614846447;0,45434854813477493;-71,10713727143467;179,0;248,0
30,0;195,0;17,490829614846447;-0,9148197540448386;195,88068165359;179,0;248,0
31,0;195,0;17,490829614846447;0,45434854813477493;-71,10713727143467;180,0;249,0
32,0;250,0;30,12821414139684;0,22977062775546167;-27,31444279746858;194,0;263,0
33,0;250,0;30,12821414139684;0,22977062775546167;-27,31444279746858;195,0;264,0
34,0;250,0;30,12821414139684;0,7404352279188312;-154,98059283831094;202,0;271,0
