;top_bottom_idx;top_bottom_value
0;23;32,98292610670018
1;35;36,54619227593265
2;43;52,64484667955848
3;53;48,25687546830668
4;70;28,291798701984078
5;97;33,247420653257535
6;108;50,2447039920246
7;128;14,285735326498795
8;171;21,86835236970998
9;179;32,127945679563865
10;195;17,490829614846447
11;206;34,148204068554406
12;216;42,62820558539638
13;225;31,121286058889694
14;231;37,700290605359974
15;244;50,80213174217649
16;250;30,12821414139684
17;264;40,494307332260476
18;272;36,46322063410832
19;284;37,64322080763213
20;292;21,826295477378395
21;308;60,849774446622895
22;318;52,51076338557972
23;329;44,672149248376115
24;350;30,392133488352314
25;370;31,132065286498133
26;378;28,955240536425777
27;409;34,455951124446074
28;428;60,518754957321
29;442;48,59153952129134
30;464;30,400019124339238
31;471;42,406312379097876
32;482;41,39942501570919
33;497;44,06777880239453
34;523;28,654977935372514
35;542;63,87661903901658
36;552;78,21431125915784
37;573;45,65219374372336
38;591;29,003563549974544
39;608;21,51261382381999
40;631;21,813039886272335
41;651;50,851062534621406
42;659;31,343291607859413
43;670;19,26038322742987
44;694;57,868009492209396
45;715;49,819490607521004
46;734;9,767430582108119
47;756;64,64080829199
48;775;49,24244339909589
49;793;12,153515175423266
50;808;4,444442089692046
51;836;33,70371233779582
52;857;17,412952319136394
53;873;16,53226132075507
54;890;49,31506849315068
55;899;46,416380808423064
56;909;17,574254387372974
57;915;42,13115141103857
58;927;39,59536624283263
59;946;32,84023510032901
60;967;54,521280643142006
61;983;41,538455089268126
62;1008;39,637317220687116
63;1027;66,48044276039025
64;1039;51,99999618530638
65;1052;33,87979338119419
66;1085;26,625393944082234
67;1104;9,271523457647817
68;1140;31,475387692157597
69;1149;22,641513314038775
70;1194;23,744307349561183
71;1204;30,392119280405623
72;1215;24,22358408867163
73;1223;21,856285202450323
74;1258;46,534618874644615
75;1264;48,305082691016125
76;1281;46,231164930084645
77;1289;46,19048397556416
78;1300;39,99997120978637
79;1323;25,912395548216963
80;1334;40,597039229272696
81;1341;31,85595889853657
82;1369;51,00670324767966
83;1379;44,88449198062938
84;1387;48,47157753055304
85;1404;40,41096695725332
86;1426;3,384577463342211
87;1452;15,384648302338945
