;Size;EntryBar;ExitBar;EntryPrice;ExitPrice;PnL;ReturnPct;EntryTime;ExitTime;Tag;Duration
0;587406;278;280;17,0239797706604;16,18000030517578;-495758,60190245806;-0,04957592036963976;2009-02-09;2009-02-11;;2 days
1;-632776;290;295;15,019900190353393;14,9399995803833;50559,18837443526;0,005319649861682096;2009-02-26;2009-03-05;;7 days
2;560925;311;312;17,034;16,56999969482422;-260269,3711807245;-0,027239656286003333;2009-03-27;2009-03-30;;3 days
3;-531572;329;331;17,484960456848146;18,100000381469727;-326938,0028109428;-0,03517536834809909;2009-04-23;2009-04-27;;4 days
4;-383016;462;475;23,41307908630371;24,010000228881836;-228630,34834570324;-0,025495200369750393;2009-10-30;2009-11-18;;19 days
5;376576;644;656;23,206319847106933;24,459999084472656;472105,5124902347;0,05402318185845467;2010-07-23;2010-08-10;;18 days
6;418419;684;702;22,0139393119812;23,260000228881836;521375,56278864696;0,05660326846737784;2010-09-20;2010-10-14;;24 days
7;-504498;731;742;19,291339923858644;19,75;-231393,09109316202;-0,023775439028685952;2010-11-24;2010-12-10;;16 days
8;-481542;1085;1097;19,730460456848146;18,579999923706055;553995,0660503089;0,05830885374714023;2012-04-23;2012-05-09;;16 days
9;-586790;1098;1099;17,135660076141356;16,760000228881836;220433,44177341377;0,02192269487083054;2012-05-10;2012-05-11;;1 days
10;-399072;1404;1407;25,748399238586426;26,110000610351562;-144304,98263305647;-0,01404364474911679;2013-07-31;2013-08-05;;5 days
11;-416727;1419;1450;24,311280609130858;22,959999084472656;563115,4959262384;0,055582490547646635;2013-08-21;2013-10-04;;44 days
