;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;return_ann;sharpe_ratio;max_drawdown;trades;cenario
0;35;1;50;2;2;3;6;0,02;0,05;MCO;10,340936140479284;0,5289968926569482;-17,02417499239688;74,0;Media_dos_resultados_por_ativo
