;top_bottom_idx;top_bottom_value
0;27;45,03094321072004
1;34;57,409563777259656
2;40;68,83579430041343
3;46;72,42670269886942
4;51;67,06668450250473
5;56;55,02811106419845
6;64;42,57641637701067
7;73;35,43820609238165
8;78;34,18370581267969
9;91;46,14767122532766
10;96;39,086623694700926
11;102;34,14251634168505
12;109;38,87362601373816
13;113;41,930256287137624
14;121;38,534528350831614
15;126;47,88858484047512
16;137;54,41497737564069
17;140;54,92160763577481
18;146;61,199988525383624
19;152;52,8248549012452
20;162;53,73274857625434
21;170;36,03407368968151
22;173;30,514080239080016
23;176;32,9448086246083
24;179;33,77806042766453
25;184;31,321480141517043
26;195;39,198427880509975
27;198;40,59301823957413
28;202;35,043648390785734
29;207;46,787707264886684
30;218;74,79744062637758
31;222;81,38617411452361
32;232;83,49873939895338
33;237;80,25557725476509
34;243;74,61690400286267
35;256;41,69155392120394
36;259;41,1247534523377
37;271;55,92591860003475
38;279;67,57545817206618
39;290;54,26427150047299
40;300;49,25124644157196
41;303;44,89612789263987
42;327;51,61607300312948
43;332;49,33646291434589
44;342;76,88442268852278
45;345;72,13690996477891
46;351;74,04793999215181
47;361;48,001951220237665
48;377;26,13910303229008
49;388;36,463678945341535
50;399;61,55990949572343
51;405;46,23843724488648
52;409;38,601029612731054
53;417;41,406252328306344
54;422;40,69025374968305
55;429;61,5524208350707
56;433;65,6197462316213
57;436;71,57833464044737
58;441;66,92865224954116
59;448;74,47485408971309
60;455;75,32378107858898
61;460;76,54240296546179
62;468;64,68002781804928
63;486;64,9943510697272
64;492;66,27097152294947
65;497;71,39959547146763
66;503;67,90451797988106
67;506;65,3416703581286
68;509;67,8601603278102
69;512;71,32555138117226
70;518;68,68285383489525
71;522;68,90454543738977
72;526;50,95636296143948
73;529;45,05040442247981
74;538;44,79167271627992
75;541;41,2222647562203
76;545;40,524032633815374
77;554;44,8035765163641
78;559;40,86049391626593
79;565;41,06060168193508
80;570;32,052305861665815
81;578;46,78617941724357
82;581;47,60957317094353
83;584;51,180831583428876
84;587;47,819610961063695
85;592;62,86388127217983
86;597;49,95277571454199
87;600;50,34512977300783
88;604;43,968081708363634
89;611;50,255411608397644
90;623;35,23073712947718
91;631;24,66298602359919
92;634;33,07830635478277
93;638;34,164735285993316
94;647;51,288154218657056
95;656;31,16788641424546
96;660;31,095016271592
97;665;34,62046022629846
98;673;42,04842293160283
99;682;66,09072644514761
100;687;66,57701354077014
101;701;27,90282904913802
102;705;24,219143854807797
103;708;24,12340860302689
104;717;43,49611301397245
105;721;47,11492738611479
106;736;41,22372000398683
107;749;29,825435260779756
108;754;33,43317764558569
109;762;47,304055240361905
110;765;51,08491452956517
111;772;57,46095295084129
112;779;63,57207830729682
113;782;63,1034504790171
114;799;56,053651888052336
115;804;56,65384244072476
116;812;37,13824779091047
117;822;71,03975854286647
118;827;70,19838838201207
119;844;38,86838037310406
120;854;35,75417537157321
121;857;33,513619523230574
122;868;50,55196791684935
123;874;65,7894889987616
124;883;63,944236670735684
125;892;47,943201979254276
126;903;31,557740417017783
127;909;30,657936657293945
128;918;30,23894341511412
129;927;48,79949584677853
