;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;VMC;cenario_in_sample_1x;janela_rsi;42;4,430049562660411
1;VMC;cenario_in_sample_1x;ordem;3;8,628362569891584
2;VMC;cenario_in_sample_1x;lookback;100;4,430049562660411
3;VMC;cenario_in_sample_1x;break_min;3;4,430049562660411
