;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades;janela_rsi;ordem
0;50;2;3;3;6;0,01;0,05;CMI;out_of_sample_final_1;35,42605033964201;1,702169194414421;-15,309259057935398;44,0;28;2
1;50;2;3;3;6;0,01;0,05;CMI;out_of_sample_final_2;13,775086346129672;0,928006378846712;-13,114940118733188;36,0;28;2
0;60;2;3;3;6;0,02;0,05;AFL;out_of_sample_final_1;-9,345368498654771;-0,7933976479565478;-38,34735930553671;31,0;35;3
1;60;2;3;3;6;0,02;0,05;AFL;out_of_sample_final_2;-1,0438815327917903;-0,0993786256512838;-26,32515681361024;19,0;35;3
0;50;2;3;3;6;0,02;0,05;JNJ;out_of_sample_final_1;5,498961760628296;0,4278773590557906;-9,554462777424956;36,0;35;2
1;50;2;3;3;6;0,02;0,05;JNJ;out_of_sample_final_2;13,437758183279458;1,0591756081456438;-10,77458516733324;33,0;35;2
0;70;2;3;4;6;0,03;0,05;AIG;out_of_sample_final_1;13,010759315403364;0,8874008403191876;-12,774402017246311;22,0;49;3
1;70;2;3;4;6;0,03;0,05;AIG;out_of_sample_final_2;17,1647466699574;1,1711837250692776;-15,125398458435068;22,0;49;3
0;50;2;3;3;6;0,02;0,05;LLY;out_of_sample_final_1;21,867100424645656;1,2030827798567911;-11,13796080962034;40,0;42;2
1;50;2;3;3;6;0,02;0,05;LLY;out_of_sample_final_2;23,485929502879;1,2344755200322974;-16,197521414097015;35,0;42;2
0;60;2;3;3;6;0,02;0,05;NOC;out_of_sample_final_1;18,50940996831334;1,2616683406755995;-10,528895446775898;33,0;35;2
1;60;2;3;3;6;0,02;0,05;NOC;out_of_sample_final_2;26,663492736286432;1,4339710799052974;-11,435722593096989;34,0;35;2
0;50;2;3;3;6;0,01;0,05;AES;out_of_sample_final_1;84,9769869431001;1,2671377077293666;-24,34714578974887;56,0;42;2
1;50;2;3;3;6;0,01;0,05;AES;out_of_sample_final_2;37,265097020656654;1,638360066112709;-11,233599814286745;44,0;42;2
0;60;2;3;3;6;0,01;0,05;BEN;out_of_sample_final_1;8,818491087592296;0,6419071126466125;-9,70037667248863;34,0;28;2
1;60;2;3;3;6;0,01;0,05;BEN;out_of_sample_final_2;13,91724408121049;0,8547651063067444;-17,27416442834867;34,0;28;2
0;60;2;3;3;6;0,01;0,05;BAC;out_of_sample_final_1;12,629460623436264;1,1133571147087191;-7,640154562746748;33,0;28;2
1;60;2;3;3;6;0,01;0,05;BAC;out_of_sample_final_2;21,499455665278425;1,3677246307110464;-11,49589428436486;32,0;28;2
0;50;2;3;3;6;0,02;0,06;CL;out_of_sample_final_1;12,56206831283877;0,8890595371610625;-10,00574763390537;28,0;49;3
1;50;2;3;3;6;0,02;0,06;CL;out_of_sample_final_2;8,583749744494185;0,7792176948359534;-18,217116369645414;21,0;49;3
0;50;2;3;3;6;0,01;0,05;COF;out_of_sample_final_1;41,87016236358643;1,3976738479720952;-11,000551053929351;49,0;35;2
1;50;2;3;3;6;0,01;0,05;COF;out_of_sample_final_2;27,80863529681945;1,3818557221984813;-8,61935026727555;39,0;35;2
0;70;2;3;3;6;0,01;0,06;MMC;out_of_sample_final_1;7,394030098447213;0,7002046767950775;-13,617529126140882;23,0;42;3
1;70;2;3;3;6;0,01;0,06;MMC;out_of_sample_final_2;8,54894667188082;0,8263111043922102;-9,867567959735124;19,0;42;3
0;50;2;3;3;6;0,01;0,05;DHR;out_of_sample_final_1;6,353876541844605;0,4129505844690638;-15,534677252960927;39,0;28;2
1;50;2;3;3;6;0,01;0,05;DHR;out_of_sample_final_2;4,087875762820903;0,2866873275370466;-14,378257730053155;26,0;28;2
0;60;2;3;4;6;0,01;0,05;HAS;out_of_sample_final_1;4,9430141563470364;0,3107325325747945;-14,062185717231667;37,0;42;2
1;60;2;3;4;6;0,01;0,05;HAS;out_of_sample_final_2;28,310364141402022;1,04172949511363;-17,280617565133795;43,0;42;2
0;60;2;3;3;6;0,02;0,05;PFE;out_of_sample_final_1;7,988115822167052;0,5235487369026957;-15,116201049183076;36,0;28;2
1;60;2;3;3;6;0,02;0,05;PFE;out_of_sample_final_2;19,92888693575454;1,2679470765353564;-8,922027637296036;33,0;28;2
0;50;2;3;3;6;0,02;0,05;MMM;out_of_sample_final_1;5,404726628038503;0,4044941160072738;-18,090179737048672;35,0;49;2
1;50;2;3;3;6;0,02;0,05;MMM;out_of_sample_final_2;25,024431289373684;1,2971569697979122;-8,01293816430454;34,0;49;2
0;50;2;3;3;6;0,01;0,05;ED;out_of_sample_final_1;4,918513766607946;0,3708517310986257;-12,14628531872367;39,0;42;2
1;50;2;3;3;6;0,01;0,05;ED;out_of_sample_final_2;8,242579926707872;0,706204048383949;-12,335972624675694;37,0;42;2
0;70;2;3;4;6;0,01;0,05;ORCL;out_of_sample_final_1;28,53422280154634;1,461356737646189;-15,454989655714735;39,0;28;2
1;70;2;3;4;6;0,01;0,05;ORCL;out_of_sample_final_2;-5,94242426672571;-0,4120874579025507;-29,01578680410033;31,0;28;2
0;50;2;3;3;6;0,01;0,07;PNC;out_of_sample_final_1;15,70732137132824;1,004640559780948;-13,712729317404682;35,0;28;2
1;50;2;3;3;6;0,01;0,07;PNC;out_of_sample_final_2;5,9031416297819606;0,3383353945694585;-17,311654506194174;34,0;28;2
0;50;2;3;4;6;0,02;0,05;MU;out_of_sample_final_1;22,238403807672768;0,8881827113154344;-15,53735250882039;42,0;28;2
1;50;2;3;4;6;0,02;0,05;MU;out_of_sample_final_2;8,554689340620957;0,384287160576017;-23,62077215443772;38,0;28;2
0;60;2;3;3;6;0,01;0,07;MCO;out_of_sample_final_1;6,43992723612461;0,4553767743902327;-12,304666214470217;36,0;28;2
1;60;2;3;3;6;0,01;0,07;MCO;out_of_sample_final_2;4,189886469158544;0,2320487966715732;-18,81020002838025;35,0;28;2
0;50;2;3;3;6;0,01;0,05;FDX;out_of_sample_final_1;10,838651845307412;0,7387324502548542;-18,26505159998295;38,0;28;2
1;50;2;3;3;6;0,01;0,05;FDX;out_of_sample_final_2;20,60707747315556;0,8869524639205024;-21,802983560688823;30,0;28;2
0;60;2;3;4;6;0,01;0,05;WY;out_of_sample_final_1;13,016780617192625;0,8899716029401594;-11,862474394835942;37,0;28;2
1;60;2;3;4;6;0,01;0,05;WY;out_of_sample_final_2;22,373265768899;1,3309827726746617;-6,753782929967889;35,0;28;2
0;70;2;3;3;6;0,01;0,06;CINF;out_of_sample_final_1;11,590020271883406;0,9563447105664932;-9,613358644266889;30,0;42;2
1;70;2;3;3;6;0,01;0,06;CINF;out_of_sample_final_2;10,194037480981;0,6167220567153686;-15,386273598295864;35,0;42;2
0;50;2;3;4;6;0,01;0,05;AEE;out_of_sample_final_1;6,492053439510026;0,5674308669615321;-12,515680439456512;38,0;42;2
1;50;2;3;4;6;0,01;0,05;AEE;out_of_sample_final_2;15,603288056770737;1,1829297831234256;-12,118454926503665;32,0;42;2
