;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades;janela_rsi;ordem
0;50;2;3;3;6;0,01;0,06;AAPL;Media dos resultados por ativo;18,54948643;0,926808814;-25,65042339;43;35;2
0;50;2;3;3;6;0,01;0,05;HPQ;Media dos resultados por ativo;15,36435246;0,836388828;-13,93897019;46,5;35;2
0;50;2;3;4;6;0,03;0,05;VMC;Media dos resultados por ativo;1,180576509;0,098472359;-24,80441262;37;35;2
0;50;2;3;4;6;0,02;0,05;NEM;Media dos resultados por ativo;14,37856363;0,649505013;-24,53217735;41,5;28;2
0;50;2;3;3;6;0,01;0,05;AEP;Media dos resultados por ativo;18,33345869;1,246467644;-11,7506824;38;49;2
0;50;2;3;4;6;0,01;0,07;NEE;Media dos resultados por ativo;24,11641569;1,334560069;-10,70776542;33,5;35;2
0;50;2;3;3;6;0,01;0,05;CMI;Media dos resultados por ativo;24,60056834;1,315087787;-14,21209959;40;28;2
0;60;2;3;3;6;0,02;0,05;AFL;Media dos resultados por ativo;-5,194625016;-0,446388137;-32,33625806;25;35;3
0;50;2;3;3;6;0,02;0,05;JNJ;Media dos resultados por ativo;9,468359972;0,743526484;-10,16452397;34,5;35;2
0;70;2;3;4;6;0,03;0,05;AIG;Media dos resultados por ativo;15,08775299;1,029292283;-13,94990024;22;49;3
0;50;2;3;3;6;0,02;0,05;LLY;Media dos resultados por ativo;22,67651496;1,21877915;-13,66774111;37,5;42;2
0;60;2;3;3;6;0,02;0,05;NOC;Media dos resultados por ativo;22,58645135;1,34781971;-10,98230902;33,5;35;2
0;50;2;3;3;6;0,01;0,05;AES;Media dos resultados por ativo;61,12104198;1,452748887;-17,7903728;50;42;2
0;60;2;3;3;6;0,01;0,05;BEN;Media dos resultados por ativo;11,36786758;0,748336109;-13,48727055;34;28;2
0;60;2;3;3;6;0,01;0,05;BAC;Media dos resultados por ativo;17,06445814;1,240540873;-9,568024424;32,5;28;2
0;50;2;3;3;6;0,02;0,06;CL;Media dos resultados por ativo;10,57290903;0,834138616;-14,111432;24,5;49;3
0;50;2;3;3;6;0,01;0,05;COF;Media dos resultados por ativo;34,83939883;1,389764785;-9,809950661;44;35;2
0;70;2;3;3;6;0,01;0,06;MMC;Media dos resultados por ativo;7,971488385;0,763257891;-11,74254854;21;42;3
0;50;2;3;3;6;0,01;0,05;DHR;Media dos resultados por ativo;5,220876152;0,349818956;-14,95646749;32,5;28;2
0;60;2;3;4;6;0,01;0,05;HAS;Media dos resultados por ativo;16,62668915;0,676231014;-15,67140164;40;42;2
0;60;2;3;3;6;0,02;0,05;PFE;Media dos resultados por ativo;13,95850138;0,895747907;-12,01911434;34,5;28;2
0;50;2;3;3;6;0,02;0,05;MMM;Media dos resultados por ativo;15,21457896;0,850825543;-13,05155895;34,5;49;2
0;50;2;3;3;6;0,01;0,05;ED;Media dos resultados por ativo;6,580546847;0,53852789;-12,24112897;38;42;2
0;70;2;3;4;6;0,01;0,05;ORCL;Media dos resultados por ativo;11,29589927;0,52463464;-22,23538823;35;28;2
0;50;2;3;3;6;0,01;0,07;PNC;Media dos resultados por ativo;10,8052315;0,671487977;-15,51219191;34,5;28;2
0;50;2;3;4;6;0,02;0,05;MU;Media dos resultados por ativo;15,39654657;0,636234936;-19,57906233;40;28;2
0;60;2;3;3;6;0,01;0,07;MCO;Media dos resultados por ativo;5,314906853;0,343712786;-15,55743312;35,5;28;2
0;50;2;3;3;6;0,01;0,05;FDX;Media dos resultados por ativo;15,72286466;0,812842457;-20,03401758;34;28;2
0;60;2;3;4;6;0,01;0,05;WY;Media dos resultados por ativo;17,69502319;1,110477188;-9,308128662;36;28;2
0;70;2;3;3;6;0,01;0,06;CINF;Media dos resultados por ativo;10,89202888;0,786533384;-12,49981612;32,5;42;2
0;50;2;3;4;6;0,01;0,05;AEE;Media dos resultados por ativo;11,04767075;0,875180325;-12,31706768;35;42;2
0;60;2;3;3;6;0,01;0,05;TJX;Media dos resultados por ativo;23,33026079;1,411407068;-9,664759383;39;35;2
0;70;2;3;3;6;0,01;0,05;SO;Media dos resultados por ativo;6,417047319;0,546737563;-13,94006718;27,5;28;2
0;50;2;3;3;6;0,01;0,05;ITW;Media dos resultados por ativo;7,812265189;0,753940438;-9,806226036;19,5;28;3
