;indice_original_upper_pivot;resist_slope;resist_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;resist_slope_rounded
0;30,0;0,5261076275306311;29,46470505837859;45,247933884297524;1;30,0;77,0;3,0;27,0;79,0;0,0;0,52611
1;64,0;0,4267945517452816;35,82074190864096;63,13559322033898;1;64,0;90,0;3,0;40,0;91,0;2,0;0,42679
2;73,0;0,4267945517452816;35,82074190864096;66,97674418604652;1;64,0;90,0;3,0;45,0;94,0;7,0;0,42679
3;126,0;0,25448852447788883;25,479356095426724;57,544910179640716;1;95,0;140,0;4,0;95,0;144,0;25,0;0,25449
4;126,0;0,27445816248578825;22,9631817064314;57,544910179640716;1;100,0;148,0;3,0;98,0;149,0;27,0;0,27446
5;148,0;-0,06514699984002492;61,556336241419416;51,91458026509573;1;148,0;196,0;3,0;148,0;197,0;35,0;-0,06515
6;176,0;-0,08305497032876145;64,20671587375243;49,58904109589041;1;140,0;176,0;4,0;140,0;189,0;33,0;-0,08305
7;209,0;-0,38566740903079444;158,59412012735817;77,98963163992212;1;209,0;239,0;4,0;182,0;249,0;42,0;-0,38567
8;232,0;-0,5081377371927798;187,00723626093875;69,11928123221385;1;232,0;266,0;3,0;218,0;267,0;55,0;-0,50814
9;232,0;-0,3998869818858089;161,89306102972154;69,11928123221385;1;225,0;273,0;3,0;225,0;274,0;59,0;-0,39989
10;232,0;-0,38566740903079444;158,59412012735817;69,11928123221385;1;209,0;250,0;4,0;206,0;255,0;50,0;-0,38567
11;232,0;-0,29912673502059206;138,5166837569912;69,11928123221385;1;218,0;266,0;3,0;216,0;267,0;54,0;-0,29913
12;250,0;-0,24440151903118323;119,98506534939588;58,884685591600075;1;250,0;282,0;3,0;239,0;288,0;62,0;-0,2444
13;250,0;-0,05385296819280925;72,34792763980239;58,884685591600075;1;250,0;297,0;3,0;250,0;299,0;66,0;-0,05385
14;297,0;-0,5436938795826005;217,83067832257038;56,35359608653804;1;297,0;323,0;4,0;273,0;331,0;74,0;-0,54369
15;297,0;0,09618660442111193;27,786174573467797;56,35359608653804;1;256,0;297,0;5,0;256,0;305,0;67,0;0,09619
16;297,0;0,1290163745532339;18,035732844227574;56,35359608653804;1;297,0;343,0;3,0;297,0;346,0;81,0;0,12902
17;297,0;0,14551606189931293;13,135325702442103;56,35359608653804;1;266,0;310,0;4,0;260,0;315,0;69,0;0,14552
18;297,0;0,15123671298509814;11,43629232996389;56,35359608653804;1;273,0;317,0;3,0;267,0;322,0;73,0;0,15124
19;310,0;0,5153624756328871;-112,08387139306129;47,678496053133706;1;310,0;357,0;3,0;303,0;359,0;83,0;0,51536
20;334,0;0,09982701031851234;26,704974021939876;60,047195468323;1;290,0;334,0;3,0;290,0;339,0;79,0;0,09983
21;334,0;0,47809050687249866;-99,63503382709155;60,047195468323;1;334,0;357,0;3,0;317,0;366,0;86,0;0,47809
22;348,0;0,47809050687249866;-99,63503382709155;66,74046256453798;1;334,0;370,0;3,0;320,0;374,0;89,0;0,47809
23;353,0;-0,2969344573055979;172,0754952077629;67,25763177888685;1;353,0;375,0;3,0;334,0;386,0;94,0;-0,29693
24;375,0;-0,2969344573055979;172,0754952077629;60,72507371816369;1;353,0;387,0;3,0;343,0;402,0;99,0;-0,29693
25;427,0;-0,27454581867180416;188,81809187364752;71,58702730078713;1;427,0;475,0;3,0;427,0;476,0;124,0;-0,27455
26;475,0;-0,11779048242025732;112,65323246659989;56,70275331697766;1;475,0;517,0;3,0;475,0;524,0;143,0;-0,11779
27;512,0;-0,11779048242025732;112,65323246659989;52,34450546742814;1;475,0;512,0;3,0;467,0;516,0;142,0;-0,11779
28;512,0;0,16555034925890072;-32,417273353129026;52,34450546742814;1;512,0;555,0;3,0;512,0;561,0;152,0;0,16555
29;608,0;0,343034889069518;-154,53350509804855;54,03170745621842;1;585,0;628,0;3,0;578,0;634,0;170,0;0,34303
30;665,0;-0,30797128717231637;274,38809129133523;69,58718532174484;1;665,0;709,0;3,0;665,0;714,0;190,0;-0,30797
31;696,0;-0,1883812513044134;189,59875586099201;58,485404953120295;1;676,0;715,0;3,0;676,0;725,0;191,0;-0,18838
32;696,0;-0,10680627952406993;132,82257550187296;58,485404953120295;1;676,0;715,0;3,0;676,0;725,0;192,0;-0,10681
33;709,0;-0,1754569233051615;180,43540730952242;56,03644868616292;1;709,0;747,0;3,0;702,0;751,0;198,0;-0,17546
34;740,0;-0,23783804838705666;224,6636249925861;48,663469186164164;1;696,0;740,0;3,0;696,0;745,0;196,0;-0,23784
35;754,0;-0,5048268191461993;440,8472958321597;60,20787419592544;1;754,0;778,0;3,0;735,0;784,0;207,0;-0,50483
36;754,0;0,741144854695119;-498,61534624419426;60,20787419592544;1;735,0;778,0;3,0;724,0;784,0;204,0;0,74114
37;774,0;0,5252534871316238;-357,86652868048725;48,67967035938955;1;774,0;823,0;3,0;774,0;823,0;220,0;0,52525
38;778,0;0,585001348720499;-407,0390187681316;48,09203053641666;1;778,0;823,0;3,0;778,0;827,0;221,0;0,585
39;823,0;-0,3161057068356783;334,57208795460235;74,41709122883911;1;823,0;858,0;3,0;813,0;862,0;234,0;-0,31611
40;867,0;-1,280687177370478;1178,8382783949703;68,48249561476585;1;867,0;890,0;3,0;844,0;902,0;247,0;-1,28069
41;867,0;0,1773159813292561;-85,25046019769918;68,48249561476585;1;844,0;890,0;3,0;840,0;893,0;246,0;0,17732
42;942,0;-0,6147667167832997;646,3606760291997;67,25042881933136;1;942,0;962,0;3,0;912,0;975,0;265,0;-0,61477
43;986,0;0,18095656884044362;-114,30492983287296;64,11824704380446;1;986,0;1032,0;3,0;986,0;1035,0;286,0;0,18096
44;994,0;0,35148805094675295;-290,2934193665842;59,08570327448825;1;994,0;1036,0;4,0;994,0;1043,0;287,0;0,35149
45;1028,0;0,38639962263560435;-326,32216134947885;70,89665071992245;1;1028,0;1049,0;3,0;999,0;1057,0;288,0;0,3864
46;1032,0;0,13322000337499773;-65,04079427253279;72,44224921046487;1;1028,0;1049,0;3,0;1011,0;1060,0;294,0;0,13322
47;1032,0;0,38639962263560435;-326,32216134947885;72,44224921046487;1;1028,0;1049,0;3,0;1011,0;1060,0;295,0;0,3864
48;1036,0;-0,17041238356949096;249,52235860195748;72,97512922396486;1;1032,0;1061,0;3,0;1017,0;1066,0;296,0;-0,17041
49;1036,0;0,13322000337499773;-65,04079427253278;72,97512922396486;1;1028,0;1061,0;3,0;1017,0;1066,0;297,0;0,13322
50;1049,0;-0,17041238356949096;249,52235860195748;70,75976823756147;1;1032,0;1067,0;3,0;1028,0;1081,0;299,0;-0,17041
51;1088,0;-0,12743559305424873;207,91569353436947;69,26576829134686;1;1088,0;1128,0;3,0;1088,0;1137,0;316,0;-0,12744
52;1128,0;-0,010809593099779136;76,36156558572777;64,16834456917691;1;1101,0;1146,0;3,0;1096,0;1150,0;318,0;-0,01081
53;1172,0;-0,04014906974907766;109,45649524613651;62,40178550021749;1;1123,0;1172,0;3,0;1123,0;1172,0;326,0;-0,04015
54;1225,0;0,08082434333066951;-31,12204352743889;67,88777705263126;1;1225,0;1261,0;3,0;1211,0;1264,0;342,0;0,08082
55;1255,0;-0,7234517448205757;978,2444471023739;70,31250735255135;1;1255,0;1265,0;3,0;1217,0;1266,0;346,0;-0,72345
