;ponto;evento;reta;x_rompimento;y_rompimento;inicio_janela;fim_janela
1;152,0;2,0;5,0;150,0;42,55172413793103;87,0;137,0
2;153,0;2,0;0,0;153,0;35,79545454545455;53,0;103,0
19;227,0;2,0;7,0;227,0;62,20722490896742;154,0;204,0
28;277,0;2,0;8,0;277,0;40,4333511156339;216,0;266,0
46;398,0;2,0;12,0;398,0;29,537362614133073;341,0;391,0
51;464,0;2,0;13,0;461,0;55,918105253498155;405,0;455,0
54;483,0;2,0;14,0;479,0;45,25745425549108;429,0;479,0
55;490,0;2,0;15,0;490,0;37,28469383101398;433,0;483,0
76;580,0;2,0;27,0;580,0;41,78004785235318;526,0;576,0
94;620,0;2,0;24,0;620,0;31,024108037097534;483,0;533,0
118;761,0;2,0;30,0;761,0;46,58802878347062;664,0;714,0
126;765,0;2,0;29,0;765,0;42,14814988543189;671,0;721,0
140;859,0;2,0;42,0;859,0;56,07762502099253;791,0;841,0
145;872,0;2,0;41,0;872,0;52,01177878613065;809,0;859,0
173;882,0;2,0;38,0;882,0;38,6050928156929;760,0;810,0
187;892,0;2,0;37,0;892,0;29,92045248573659;732,0;782,0
188;893,0;2,0;35,0;893,0;22,934742451552225;741,0;791,0
283;1058,0;2,0;52,0;1058,0;43,202424810513655;968,0;1018,0
349;1141,0;2,0;54,0;1141,0;32,42940234778088;1013,0;1063,0
