;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades;janela_rsi;ordem
0;50;2;3;3;6;0,01;0,06;ADBE;out_of_sample_final_1;13,409143692615231;0,8538997968355556;-15,92948337513117;31,0;49;3
1;50;2;3;3;6;0,01;0,06;ADBE;out_of_sample_final_2;17,445125106417848;0,8148846721838354;-20,842481158907777;37,0;49;3
0;60;2;3;3;6;0,01;0,05;AAPL;out_of_sample_final_1;27,588525143745105;1,2391170644564404;-9,969667563581586;36,0;42;3
1;60;2;3;3;6;0,01;0,05;AAPL;out_of_sample_final_2;9,123042480052623;0,896994584584732;-8,057710701764954;24,0;42;3
0;100;2;3;3;6;0,01;0,05;HPQ;out_of_sample_final_1;15,461589189044078;0,9469427695105724;-12,825869221507592;26,0;42;3
1;100;2;3;3;6;0,01;0,05;HPQ;out_of_sample_final_2;3,0919184810501266;0,2552218316504079;-13,423495085519368;21,0;42;3
0;70;2;3;3;6;0,01;0,05;VMC;out_of_sample_final_1;4,781134500433337;0,3379044494932902;-13,6367335797286;31,0;49;3
1;70;2;3;3;6;0,01;0,05;VMC;out_of_sample_final_2;8,695711842866638;0,5578366469896282;-18,179993857168576;34,0;49;3
0;50;2;3;4;6;0,01;0,05;NEM;out_of_sample_final_1;11,32950577211811;0,7631932745249354;-9,538983515454646;32,0;49;3
1;50;2;3;4;6;0,01;0,05;NEM;out_of_sample_final_2;25,868713555494605;1,2241086261955183;-17,34296382038073;34,0;49;3
0;50;2;3;3;6;0,01;0,05;AEP;out_of_sample_final_1;14,530159639814675;1,179003888569434;-15,392111286083798;32,0;49;3
1;50;2;3;3;6;0,01;0,05;AEP;out_of_sample_final_2;9,124931183609151;0,8551536623230492;-12,715111527298529;22,0;49;3
0;50;2;3;4;6;0,02;0,05;NEE;out_of_sample_final_1;4,385084023680563;0,4669382449215468;-9,385728881199483;21,0;42;3
1;50;2;3;4;6;0,02;0,05;NEE;out_of_sample_final_2;14,1602929713736;0,9013487207373638;-9,862977423714458;25,0;42;3
0;50;2;3;4;6;0,02;0,05;CMI;out_of_sample_final_1;16,97252868186179;1,214276724167326;-9,576759690594638;25,0;35;3
1;50;2;3;4;6;0,02;0,05;CMI;out_of_sample_final_2;12,081441062465824;0,8896405599983815;-9,269122095215163;24,0;35;3
0;50;2;3;3;6;0,02;0,05;AFL;out_of_sample_final_1;8,551847885494324;0,5970821915971928;-11,29471989524875;27,0;49;3
1;50;2;3;3;6;0,02;0,05;AFL;out_of_sample_final_2;7,398430873445472;0,5107181379304652;-18,65157066081797;36,0;49;3
0;50;2;3;3;6;0,01;0,05;JNJ;out_of_sample_final_1;4,81397447004972;0,4484955166628132;-15,814480890892856;26,0;14;3
1;50;2;3;3;6;0,01;0,05;JNJ;out_of_sample_final_2;4,21320748930607;0,4828902686966639;-10,20065600837773;16,0;14;3
0;80;2;3;3;6;0,03;0,05;AIG;out_of_sample_final_1;13,442434951621184;0,8008092462101661;-17,402436728742877;24,0;49;3
1;80;2;3;3;6;0,03;0,05;AIG;out_of_sample_final_2;10,635261803452975;0,7132868466126111;-16,06286112216454;27,0;49;3
0;60;2;3;3;6;0,01;0,05;LLY;out_of_sample_final_1;14,432805094319344;1,1427906595094588;-11,73152610714494;35,0;42;3
1;60;2;3;3;6;0,01;0,05;LLY;out_of_sample_final_2;19,93555199204582;1,3160538197885998;-10,31195790503957;23,0;42;3
0;50;2;3;3;6;0,01;0,06;NOC;out_of_sample_final_1;14,977898422886504;1,2360881834910793;-8,984258935369994;27,0;42;3
1;50;2;3;3;6;0,01;0,06;NOC;out_of_sample_final_2;7,726020904556607;0,5524783572287482;-14,403518409256431;26,0;42;3
0;50;2;3;3;6;0,01;0,05;AES;out_of_sample_final_1;55,0950218141826;1,2014962194432517;-10,694664264966946;45,0;42;3
1;50;2;3;3;6;0,01;0,05;AES;out_of_sample_final_2;12,681560789683722;0,8208246297960007;-17,580522009982335;28,0;42;3
