;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades;janela_rsi;ordem
0;50;2;3;3;6;0,01;0,06;CSCO;out_of_sample_final_1;19,65900169593697;1,0540725048220343;-15,37019051464994;34,0;35;3
1;50;2;3;3;6;0,01;0,06;CSCO;out_of_sample_final_2;1,9497658770581736;0,142312798980475;-32,28388636454551;16,0;35;3
0;60;2;3;3;6;0,02;0,05;MSFT;out_of_sample_final_1;21,465014732772246;1,5699903323803963;-7,394667757130158;29,0;42;3
1;60;2;3;3;6;0,02;0,05;MSFT;out_of_sample_final_2;4,5565139759243145;0,3221994222633119;-20,43060005900617;29,0;42;3
0;90;2;3;3;6;0,01;0,05;PHM;out_of_sample_final_1;20,86598057615125;1,130002772511686;-17,01765192275788;33,0;42;3
1;90;2;3;3;6;0,01;0,05;PHM;out_of_sample_final_2;11,52032157415812;0,6601585007775067;-16,297568429639455;35,0;42;3
0;70;2;3;4;6;0,01;0,05;MAR;out_of_sample_final_1;13,486683941411926;0,9327085084509288;-13,596663786970907;38,0;42;3
1;70;2;3;4;6;0,01;0,05;MAR;out_of_sample_final_2;0,8029417492314117;0,0892752178121115;-10,37560362824701;20,0;42;3
0;50;2;3;4;6;0,03;0,06;YUM;out_of_sample_final_1;11,800733845576206;0,7237815434510122;-14,03981373587877;22,0;42;3
1;50;2;3;4;6;0,03;0,06;YUM;out_of_sample_final_2;0,7019666854393369;0,0636951771474185;-17,803265511442145;20,0;42;3
0;50;2;3;4;6;0,02;0,05;COST;out_of_sample_final_1;4,2220774120692806;0,2469014920114763;-16,080131565351664;35,0;49;3
1;50;2;3;4;6;0,02;0,05;COST;out_of_sample_final_2;7,860152035821022;0,5632848310454869;-15,6303325971629;18,0;49;3
0;100;2;3;4;6;0,01;0,05;HSY;out_of_sample_final_1;4,222131804742935;0,5066359177240428;-7,79021880344628;16,0;28;3
1;100;2;3;4;6;0,01;0,05;HSY;out_of_sample_final_2;9,198166901917324;0,9590511383065544;-7,430128442179951;20,0;28;3
0;50;2;3;4;6;0,01;0,05;K;out_of_sample_final_1;-0,1581779013689832;-0,01500291268706;-19,496802754917432;27,0;42;3
1;50;2;3;4;6;0,01;0,05;K;out_of_sample_final_2;-0,237946297599445;-0,0186603473737039;-19,721149881132927;27,0;42;3
0;50;2;3;3;6;0,01;0,05;HES;out_of_sample_final_1;16,67101418148569;0,9991321265272914;-15,119715300332173;26,0;49;3
1;50;2;3;3;6;0,01;0,05;HES;out_of_sample_final_2;0,601852145023063;0,0428389595091952;-20,696061324219816;33,0;49;3
0;50;2;3;4;6;0,01;0,05;BSX;out_of_sample_final_1;14,060578895905618;0,8837156001559827;-14,378846396833769;33,0;35;3
1;50;2;3;4;6;0,01;0,05;BSX;out_of_sample_final_2;5,199575965848591;0,4444027028332155;-14,572057454107712;29,0;35;3
0;50;2;3;3;6;0,01;0,05;CI;out_of_sample_final_1;20,36879714643527;1,1051145574133414;-15,10096616788057;38,0;49;3
1;50;2;3;3;6;0,01;0,05;CI;out_of_sample_final_2;6,937864280781225;0,5986759938179639;-10,737477118878855;23,0;49;3
0;60;2;3;3;6;0,02;0,05;CVS;out_of_sample_final_1;2,288977874209941;0,1582054669765448;-29,987488684648245;29,0;42;3
1;60;2;3;3;6;0,02;0,05;CVS;out_of_sample_final_2;7,978537420899023;0,6844477286747673;-13,74892913710102;26,0;42;3
0;60;2;3;3;6;0,01;0,05;BA;out_of_sample_final_1;11,93327114273217;0,8824405504447951;-11,447328366421894;30,0;42;3
1;60;2;3;3;6;0,01;0,05;BA;out_of_sample_final_2;20,35682669439447;1,2251560830238295;-8,709747134430511;28,0;42;3
0;50;2;3;3;6;0,01;0,05;GE;out_of_sample_final_1;13,33966134572373;1,10222935808437;-7,38361906635161;30,0;28;3
1;50;2;3;3;6;0,01;0,05;GE;out_of_sample_final_2;-5,785263969068843;-0,4471423080749838;-25,38624533764624;30,0;28;3
0;90;2;3;3;6;0,02;0,05;WM;out_of_sample_final_1;2,6458223836096417;0,2388794103687764;-18,118245192238124;22,0;49;4
1;90;2;3;3;6;0,02;0,05;WM;out_of_sample_final_2;1,2128798918623618;0,1548966520961325;-10,05271953531388;13,0;49;4
