;indice_original_lower_pivot;support_slope;support_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;support_slope_rounded
0;36,0;0,09295624238564244;16,631347547886246;19,977772273769375;1;36,0;119,0;2,0;36,0;125,0;6,0;0,09296
1;41,0;0,09295624238564244;16,631347547886246;20,442553485697587;1;36,0;111,0;2,0;25,0;118,0;1,0;0,09296
2;41,0;0,1807887232123808;13,030215833989974;20,442553485697587;1;36,0;130,0;5,0;25,0;130,0;0,0;0,18079
3;99,0;-0,6657879052537695;97,33024769797288;31,4172450778497;1;73,0;157,0;2,0;71,0;160,0;22,0;-0,66579
4;99,0;-0,5313153526083971;84,01746498608102;31,4172450778497;1;70,0;157,0;2,0;67,0;159,0;18,0;-0,53132
5;99,0;-0,42112297022393186;73,10841913001894;31,4172450778497;1;59,0;138,0;2,0;59,0;148,0;16,0;-0,42112
6;99,0;-0,25449562678650534;56,61231212971373;31,4172450778497;1;50,0;138,0;2,0;43,0;139,0;10,0;-0,2545
7;99,0;-0,04590108036402415;35,961452033888094;31,4172450778497;1;99,0;157,0;2,0;48,0;160,0;11,0;-0,0459
8;99,0;0,14004325272621188;17,552963057954724;31,4172450778497;1;99,0;130,0;3,0;43,0;132,0;9,0;0,14004
9;133,0;-2,2314592069448387;326,6406828691364;29,85660834547288;1;130,0;218,0;2,0;121,0;219,0;52,0;-2,23146
10;133,0;-1,2442914427299077;195,34737022855057;29,85660834547288;1;119,0;207,0;2,0;117,0;208,0;48,0;-1,24429
11;133,0;-0,14732526204960744;49,450868198070665;29,85660834547288;1;111,0;199,0;2,0;105,0;200,0;40,0;-0,14733
12;133,0;-0,04590108036402415;35,961452033888094;29,85660834547288;1;99,0;161,0;2,0;73,0;172,0;24,0;-0,0459
13;133,0;0,02564245873202524;26,446161334113523;29,85660834547288;1;133,0;218,0;2,0;111,0;222,0;45,0;0,02564
14;133,0;0,08554574572823839;18,479024163617172;29,85660834547288;1;36,0;187,0;5,0;105,0;195,0;39,0;0,08555
15;133,0;0,7419673360516412;-68,8250473493954;29,85660834547288;1;133,0;161,0;2,0;73,0;172,0;23,0;0,74197
16;138,0;-0,03610968586449338;38,54958167503117;33,566445025731085;1;138,0;223,0;4,0;138,0;227,0;60,0;-0,03611
17;173,0;-1,1328272275676698;229,25754854380932;33,278438174602414;1;157,0;244,0;2,0;141,0;246,0;62,0;-1,13283
18;173,0;-0,07853717082660631;46,86536872760531;33,278438174602414;1;173,0;244,0;3,0;141,0;246,0;61,0;-0,07854
19;173,0;0,08554574572823839;18,479024163617172;33,278438174602414;1;36,0;187,0;5,0;85,0;188,0;31,0;0,08555
20;173,0;0,1229929317824201;12,000660976243736;33,278438174602414;1;133,0;187,0;3,0;93,0;188,0;33,0;0,12299
21;196,0;-0,7839687697688823;185,1299621202914;31,47208324559047;1;187,0;275,0;2,0;185,0;276,0;88,0;-0,78397
22;196,0;-0,46965889557927415;123,5252267791282;31,47208324559047;1;183,0;272,0;2,0;182,0;272,0;84,0;-0,46966
23;196,0;-0,14966544233567447;60,806509943382665;31,47208324559047;1;173,0;266,0;3,0;176,0;268,0;80,0;-0,14967
24;196,0;-0,07853717082660631;46,86536872760531;31,47208324559047;1;173,0;259,0;3,0;160,0;262,0;72,0;-0,07854
25;196,0;0,02564245873202524;26,446161334113523;31,47208324559047;1;133,0;196,0;2,0;108,0;198,0;43,0;0,02564
26;196,0;0,11932600923719176;8,084185435100881;31,47208324559047;1;196,0;279,0;6,0;160,0;285,0;71,0;0,11933
27;223,0;-0,14470648747894455;66,96343220279928;34,693885494994646;1;207,0;291,0;2,0;199,0;296,0;94,0;-0,14471
28;223,0;0,05499124426165819;22,43083802464487;34,693885494994646;1;133,0;291,0;6,0;207,0;296,0;97,0;0,05499
29;223,0;0,12029286651235199;7,868576262740152;34,693885494994646;1;196,0;286,0;7,0;199,0;290,0;93,0;0,12029
30;297,0;-2,7230992250354498;830,8551645901033;22,094694754574704;1;291,0;367,0;2,0;291,0;380,0;144,0;-2,7231
31;297,0;-1,8779465721944184;579,8448266963169;22,094694754574704;1;286,0;367,0;2,0;286,0;375,0;142,0;-1,87795
32;297,0;-1,3754692436429492;430,6090601165306;22,094694754574704;1;279,0;367,0;2,0;277,0;368,0;138,0;-1,37547
