;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;35;2;50;2;3;3;6;0,01;0,05;AAPL;6,7102825072067915
1;35;2;50;2;3;3;6;0,01;0,06;AAPL;6,893254427593332
2;35;2;50;2;3;3;6;0,01;0,07;AAPL;6,376737402799185
3;35;2;50;2;3;3;6;0,02;0,05;AAPL;6,350156380316964
4;35;2;50;2;3;3;6;0,02;0,06;AAPL;6,079662025263299
5;35;2;50;2;3;3;6;0,02;0,07;AAPL;5,192993217218235
6;35;2;50;2;3;3;6;0,03;0,05;AAPL;6,08092434610195
7;35;2;50;2;3;3;6;0,03;0,06;AAPL;5,651442012813922
8;35;2;50;2;3;3;6;0,03;0,07;AAPL;4,683172045285742
9;35;2;60;2;3;3;6;0,01;0,05;AAPL;5,281666854328702
10;35;2;60;2;3;3;6;0,01;0,06;AAPL;4,828195379439778
11;35;2;60;2;3;3;6;0,01;0,07;AAPL;4,60673107401378
12;35;2;60;2;3;3;6;0,02;0,05;AAPL;5,26825975246678
13;35;2;60;2;3;3;6;0,02;0,06;AAPL;4,460338858403411
14;35;2;60;2;3;3;6;0,02;0,07;AAPL;3,718700208961093
15;35;2;60;2;3;3;6;0,03;0,05;AAPL;4,077707363152909
16;35;2;60;2;3;3;6;0,03;0,06;AAPL;3,406372915332401
17;35;2;60;2;3;3;6;0,03;0,07;AAPL;2,501122794416996
18;35;2;70;2;3;3;6;0,01;0,05;AAPL;6,739793869125293
19;35;2;70;2;3;3;6;0,01;0,06;AAPL;6,470400127257993
20;35;2;70;2;3;3;6;0,01;0,07;AAPL;5,937208900018687
21;35;2;70;2;3;3;6;0,02;0,05;AAPL;5,850009124187283
22;35;2;70;2;3;3;6;0,02;0,06;AAPL;5,538956363893316
23;35;2;70;2;3;3;6;0,02;0,07;AAPL;4,499189350644724
24;35;2;70;2;3;3;6;0,03;0,05;AAPL;4,655266952383432
25;35;2;70;2;3;3;6;0,03;0,06;AAPL;4,116997008463899
26;35;2;70;2;3;3;6;0,03;0,07;AAPL;2,9477568177542133
