;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;NEE;cenario_in_sample_1x;janela_rsi;21;5,592123724442259
1;NEE;cenario_in_sample_1x;ordem;2;7,723268582261432
2;NEE;cenario_in_sample_1x;lookback;50;6,353698059390541
3;NEE;cenario_in_sample_1x;break_min;3;6,866640437458277
