;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;return_ann;sharpe_ratio;max_drawdown;trades;cenario
0;28;1;90;2;2;3;6;0,01;0,06;AAPL;15,234812040317692;0,609767991342798;-18,99388208647114;63,0;Media_dos_resultados_por_ativo
