;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;35;2;50;2;2;3;6;0,01;0,05;BA;8,307662580896226
1;35;2;50;2;2;3;6;0,01;0,06;BA;8,050482388591664
2;35;2;50;2;2;3;6;0,01;0,07;BA;5,63354424912111
3;35;2;50;2;2;3;6;0,02;0,05;BA;7,371643928848426
4;35;2;50;2;2;3;6;0,02;0,06;BA;7,025886546618875
5;35;2;50;2;2;3;6;0,02;0,07;BA;5,438323365401277
6;35;2;50;2;2;3;6;0,03;0,05;BA;6,558163658423379
7;35;2;50;2;2;3;6;0,03;0,06;BA;6,348384735061238
8;35;2;50;2;2;3;6;0,03;0,07;BA;5,109409828516392
9;35;2;60;2;2;3;6;0,01;0,05;BA;6,162034062608397
10;35;2;60;2;2;3;6;0,01;0,06;BA;5,214300331255245
11;35;2;60;2;2;3;6;0,01;0,07;BA;3,864319727542159
12;35;2;60;2;2;3;6;0,02;0,05;BA;6,038478015640936
13;35;2;60;2;2;3;6;0,02;0,06;BA;4,760287090815575
14;35;2;60;2;2;3;6;0,02;0,07;BA;4,410856940397604
15;35;2;60;2;2;3;6;0,03;0,05;BA;5,443407614510541
16;35;2;60;2;2;3;6;0,03;0,06;BA;5,061631066425759
17;35;2;60;2;2;3;6;0,03;0,07;BA;3,676158258032383
18;35;2;70;2;2;3;6;0,01;0,05;BA;5,083745140729737
19;35;2;70;2;2;3;6;0,01;0,06;BA;4,808549364825005
20;35;2;70;2;2;3;6;0,01;0,07;BA;3,2630346297797743
21;35;2;70;2;2;3;6;0,02;0,05;BA;4,069534003303753
22;35;2;70;2;2;3;6;0,02;0,06;BA;3,680015485891199
23;35;2;70;2;2;3;6;0,02;0,07;BA;2,733709708250002
24;35;2;70;2;2;3;6;0,03;0,05;BA;2,6345417237496904
25;35;2;70;2;2;3;6;0,03;0,06;BA;2,6106576712217917
26;35;2;70;2;2;3;6;0,03;0,07;BA;1,1698322184690926
