;Ticker;Data_Pregao;Open;High;Low;Close;Adj Close;Volume
0;CSCO;2000-01-03;54,96875;55,125;51,78125;54,03125;36,05447006225586;53076000
1;CSCO;2005-08-19;17,75;17,8799991607666;17,670000076293945;17,81999969482422;11,891095161437988;39708600
2;CSCO;2005-08-22;17,8799991607666;17,920000076293945;17,600000381469727;17,690000534057617;11,80434799194336;41834500
3;CSCO;2008-01-14;26,610000610351562;26,670000076293945;26,200000762939453;26,290000915527344;17,54303550720215;53665300
4;CSCO;2008-01-15;26,1200008392334;26,190000534057617;25,0;25,850000381469727;17,24942398071289;51610500
5;CSCO;2013-10-29;22,65999984741211;22,93000030517578;22,559999465942383;22,829999923706055;16,178115844726562;30074200
6;CSCO;2013-10-30;22,8700008392334;22,940000534057617;22,65999984741211;22,709999084472656;16,09308624267578;30465600
7;CSCO;2016-04-28;28,450000762939453;28,59000015258789;27,790000915527344;27,959999084472656;21,428600311279297;29616200
8;CSCO;2016-04-29;27,719999313354492;27,829999923706055;27,139999389648438;27,489999771118164;21,068395614624023;33890100
9;CSCO;2019-09-18;49,470001220703125;49,7400016784668;48,779998779296875;49,34000015258789;41,903472900390625;12563800
10;CSCO;2019-09-19;49,349998474121094;49,91999816894531;49,040000915527344;49,189998626708984;41,776084899902344;15349400
11;CSCO;2022-05-17;49,68000030517578;50,720001220703125;49,5099983215332;50,599998474121094;46,6895866394043;18780600
12;CSCO;2022-05-18;50,470001220703125;50,470001220703125;48,209999084472656;48,36000061035156;44,62269592285156;40672700
13;CSCO;2024-11-01;54,7400016784668;55,810001373291016;54,529998779296875;55,5;55,5;19235600
14;MSFT;2000-01-03;58,6875;59,3125;56,0;58,28125;35,864078521728516;53228400
15;MSFT;2005-08-19;26,850000381469727;26,90999984741211;26,700000762939453;26,719999313354492;18,71396255493164;36043500
16;MSFT;2005-08-22;26,790000915527344;27,170000076293945;26,770000457763672;26,90999984741211;18,8470401763916;41691700
17;MSFT;2008-01-14;34,459999084472656;34,56999969482422;34,08000183105469;34,38999938964844;24,838857650756836;52792200
18;MSFT;2008-01-15;34,029998779296875;34,380001068115234;34,0;34,0;24,55717658996582;61606200
19;MSFT;2013-10-29;35,630001068115234;35,720001220703125;35,2599983215332;35,52000045776367;29,464387893676758;31702200
20;MSFT;2013-10-30;35,529998779296875;35,790000915527344;35,43000030517578;35,540000915527344;29,480979919433594;36997700
21;MSFT;2016-04-28;50,619998931884766;50,77000045776367;49,560001373291016;49,900001525878906;44,331302642822266;43134800
22;MSFT;2016-04-29;49,349998474121094;50,25;49,349998474121094;49,869998931884766;44,30465316772461;48411700
23;MSFT;2019-09-18;137,36000061035156;138,6699981689453;136,52999877929688;138,52000427246094;132,04310607910156;23982100
24;MSFT;2019-09-19;140,3000030517578;142,3699951171875;140,07000732421875;141,07000732421875;134,47381591796875;35772100
25;MSFT;2022-05-17;266,1099853515625;268,3299865722656;262,4599914550781;266,82000732421875;260,6127014160156;28828800
26;MSFT;2022-05-18;263,0;263,6000061035156;252,77000427246094;254,0800018310547;248,7471160888672;31356000
27;MSFT;2024-11-01;409,010009765625;415,5;407,5;410,3699951171875;409,55023193359375;24230400
28;PHM;2000-01-03;5,625;5,625;5,03125;5,28125;4,325001239776611;923600
29;PHM;2005-08-19;42,439998626708984;42,439998626708984;41,834999084472656;42,23500061035156;35,35885238647461;2675400
30;PHM;2005-08-22;42,29999923706055;42,60499954223633;41,92499923706055;42,08000183105469;35,229068756103516;2810600
31;PHM;2008-01-14;9,229999542236328;9,529999732971191;8,989999771118164;9,4399995803833;8,033110618591309;7650400
32;PHM;2008-01-15;9,300000190734863;9,359999656677246;8,670000076293945;8,800000190734863;7,488494873046875;9019100
33;PHM;2013-10-29;18,06999969482422;18,209999084472656;17,8799991607666;18,209999084472656;15,784728050231934;8352300
34;PHM;2013-10-30;18,239999771118164;18,239999771118164;17,790000915527344;18,0;15,602703094482422;8798600
35;PHM;2016-04-28;19,0;19,049999237060547;18,469999313354492;18,520000457763672;16,642969131469727;8723200
36;PHM;2016-04-29;18,5;18,6299991607666;18,200000762939453;18,389999389648438;16,526142120361328;5883900
37;PHM;2019-09-18;35,310001373291016;35,470001220703125;34,5;34,90999984741211;33,05366134643555;5389500
38;PHM;2019-09-19;35,0;35,619998931884766;35,0;35,459999084472656;33,574424743652344;3749500
39;PHM;2022-05-17;43,70000076293945;44,560001373291016;42,779998779296875;44,439998626708984;43,35598373413086;6018800
40;PHM;2022-05-18;43,2599983215332;43,61000061035156;41,36000061035156;41,63999938964844;40,62428283691406;3210900
41;PHM;2024-11-01;131,19000244140625;132,5;128,2100067138672;128,3800048828125;128,3800048828125;1809900
