Date;Open;High;Low;Close;Adj Close;Volume
2007-01-03;77,06999969482422;77,75;76,62000274658203;77,25;57,43477249145508;3047000
2007-01-04;77,47000122070312;77,72000122070312;76,62999725341797;77,16000366210938;57,36784362792969;1461400
2007-01-05;77,16000366210938;77,5;76,5;77,16000366210938;57,36784362792969;2163900
2007-01-08;77,23999786376953;77,47000122070312;76,48999786376953;77,43000030517578;57,56859588623047;2018900
2007-01-09;77,68000030517578;77,69999694824219;76,30000305175781;76,62999725341797;56,97378158569336;2089600
2007-01-10;76,48999786376953;76,52999877929688;75,30000305175781;75,69999694824219;56,282344818115234;2839500
2007-01-11;75,69999694824219;76,0999984741211;75,44999694824219;75,98999786376953;56,49794006347656;3194800
2007-01-12;75,98999786376953;77,22000122070312;75,97000122070312;77,0199966430664;57,26373291015625;2819600
2007-01-16;77,02999877929688;77,04000091552734;75,94999694824219;76,19000244140625;56,64664077758789;3647000
2007-01-17;76,16000366210938;77,13999938964844;75,88999938964844;76,52999877929688;56,8994255065918;2884900
2007-01-18;77,30000305175781;77,55000305175781;75,56999969482422;75,81999969482422;56,37158203125;3288100
2007-01-19;77,5;79,0;76,88999938964844;78,87999725341797;58,646663665771484;7297000
2007-01-22;78,77999877929688;79,70999908447266;78,37999725341797;78,98999786376953;58,72845458984375;3975900
2007-01-23;79,37000274658203;80,08999633789062;79,08999633789062;80,05000305175781;59,51652145385742;3825400
2007-01-24;80,0;80,27999877929688;79,52999877929688;80,23999786376953;59,65778350830078;2667600
2007-01-25;80,23999786376953;80,4000015258789;78,30999755859375;78,68000030517578;58,49794006347656;3352500
2007-01-26;79,5;79,80000305175781;78,8499984741211;79,47000122070312;59,08528137207031;2715700
2007-01-29;79,30000305175781;79,48999786376953;78,2300033569336;78,75;58,55000686645508;2081100
2007-01-30;78,7699966430664;80,4000015258789;78,25;80,1500015258789;59,59087371826172;3381400
2007-01-31;79,80000305175781;80,7300033569336;78,97000122070312;80,4000015258789;59,7767219543457;2996300
2007-02-01;80,4000015258789;80,43000030517578;79,44999694824219;79,72000122070312;59,271175384521484;2799700
2007-02-02;79,97000122070312;81,25;79,66999816894531;80,80999755859375;60,08159255981445;5207700
2007-02-05;80,56999969482422;81,86000061035156;80,2699966430664;81,63999938964844;60,69868850708008;3509200
2007-02-06;81,5999984741211;82,8499984741211;81,41000366210938;82,69000244140625;61,47936248779297;4148500
2007-02-07;82,69999694824219;83,83999633789062;81,77999877929688;83,61000061035156;62,16335678100586;3162900
2007-02-08;83,04000091552734;83,18000030517578;81,01000213623047;82,77999877929688;61,566165924072266;3464300
2007-02-09;82,69999694824219;83,12000274658203;81,30000305175781;82,01000213623047;60,99347686767578;2697600
2007-02-12;81,58999633789062;82,16999816894531;80,77999877929688;81,5;60,61415100097656;2661000
2007-02-13;81,5999984741211;82,41999816894531;81,5;81,77999877929688;60,82240676879883;2207800
2007-02-14;82,0999984741211;82,62999725341797;81,68000030517578;81,87000274658203;60,88934326171875;2669200
2007-02-15;81,98999786376953;82,5;81,25;82,3499984741211;61,24633026123047;3127200
2007-02-16;82,0999984741211;82,43000030517578;81,69999694824219;82,06999969482422;61,038089752197266;3397300
2007-02-20;81,81999969482422;82,38999938964844;81,58999633789062;82,13999938964844;61,09016418457031;2601100
2007-02-21;81,5;82,4000015258789;81,2300033569336;82,29000091552734;61,20173263549805;3546500
2007-02-22;82,44000244140625;82,44999694824219;81,87000274658203;82,30999755859375;61,21659469604492;2611200
2007-02-23;82,43000030517578;82,43000030517578;79,91000366210938;80,4800033569336;59,85555648803711;3420200
2007-02-26;80,51000213623047;81,13999938964844;79,5199966430664;80,31999969482422;59,73656463623047;3242300
2007-02-27;79,5;79,88999938964844;76,30999755859375;77,12999725341797;57,364036560058594;4783200
2007-02-28;77,12999725341797;78,2699966430664;75,77999877929688;77,02999877929688;57,28968048095703;4257500
2007-03-01;75,3499984741211;77,45999908447266;75,0;77,1500015258789;57,378936767578125;3539100
2007-03-02;76,5999984741211;77,43000030517578;76,1500015258789;76,77999877929688;57,103736877441406;3236000
2007-03-05;76,0;77,23999786376953;74,25;74,37000274658203;55,31135940551758;4761400
2007-03-06;76,0;76,30000305175781;74,69000244140625;75,86000061035156;56,41951370239258;2702100
2007-03-07;75,61000061035156;75,8499984741211;74,79000091552734;74,80999755859375;55,638587951660156;2733600
2007-03-08;75,61000061035156;77,3499984741211;75,5;76,6500015258789;57,007083892822266;3825700
2007-03-09;77,25;77,52999877929688;76,19999694824219;77,0;57,26738357543945;3454400
2007-03-12;76,9000015258789;76,9000015258789;76,0999984741211;76,18000030517578;56,65749740600586;2015600
2007-03-13;75,5;75,98999786376953;74,55000305175781;74,75;55,59398651123047;4442100
2007-03-14;74,76000213623047;75,5;73,43000030517578;75,20999908447266;55,93610763549805;4652200
2007-03-15;75,20999908447266;76,6500015258789;75,0;75,94999694824219;56,4864616394043;2711300
2007-03-16;76,37000274658203;76,5199966430664;74,5999984741211;74,94999694824219;55,74271011352539;3596900
2007-03-19;75,16000366210938;75,87999725341797;74,62000274658203;75,63999938964844;56,25590896606445;3801500
2007-03-20;75,62999725341797;76,29000091552734;75,25;76,20999908447266;56,679847717285156;2491100
2007-03-21;76,12999725341797;78,86000061035156;75,91999816894531;78,06999969482422;58,063167572021484;3537800
2007-03-22;77,9000015258789;78,8499984741211;77,06999969482422;77,76000213623047;57,83260726928711;2218100
2007-03-23;77,76000213623047;78,16999816894531;77,47000122070312;77,88999938964844;57,92927169799805;2656000
2007-03-26;77,93000030517578;78,23999786376953;76,62999725341797;77,44000244140625;57,5946159362793;3043600
2007-03-27;76,94000244140625;77,25;76,54000091552734;76,63999938964844;56,999637603759766;3120000
2007-03-28;76,22000122070312;76,22000122070312;75,0199966430664;75,48999786376953;56,14433670043945;3561700
2007-03-29;76,08000183105469;76,30999755859375;75,19999694824219;75,6500015258789;56,26334762573242;1759800
2007-03-30;75,37000274658203;76,0199966430664;75,06999969482422;75,45999908447266;56,12203598022461;2074100
2007-04-02;75,22000122070312;75,2300033569336;73,41999816894531;73,56999969482422;54,71638488769531;25366200
2007-04-03;73,97000122070312;75,1500015258789;73,75;74,36000061035156;55,30392074584961;4172800
2007-04-04;74,47000122070312;74,52999877929688;73,08000183105469;73,27999877929688;54,50069808959961;4471400
2007-04-05;73,26000213623047;73,4800033569336;72,47000122070312;73,36000061035156;54,560203552246094;4520200
2007-04-09;73,41000366210938;73,69000244140625;73,05999755859375;73,43000030517578;54,61225128173828;2081900
2007-04-10;73,44000244140625;74,16999816894531;73,12999725341797;74,01000213623047;55,04362106323242;2453900
2007-04-11;73,83999633789062;74,44000244140625;73,66999816894531;73,91999816894531;54,9766845703125;3270200
2007-04-12;73,51000213623047;73,9800033569336;73,25;73,83000183105469;54,90974807739258;2461200
2007-04-13;73,9000015258789;75,0999984741211;73,87999725341797;75,05999755859375;55,82451629638672;3785700
2007-04-16;75,37000274658203;76,9000015258789;75,25;76,30999755859375;56,75419998168945;3016200
2007-04-17;76,80000305175781;77,4000015258789;76,12999725341797;77,12000274658203;57,35661315917969;3653700
2007-04-18;77,12000274658203;78,18000030517578;76,5;77,68000030517578;57,77311325073242;3588200
2007-04-19;77,0;78,1500015258789;76,61000061035156;77,33999633789062;57,5202522277832;4136800
2007-04-20;73,54000091552734;74,38999938964844;71,56999969482422;72,80000305175781;54,14369583129883;15549900
2007-04-23;72,44999694824219;72,44999694824219;70,23999786376953;70,26000213623047;52,25461196899414;9344700
2007-04-24;70,77999877929688;71,98999786376953;70,54000091552734;71,97000122070312;53,526405334472656;6313900
2007-04-25;72,75;74,11000061035156;72,27999877929688;73,94999694824219;54,998985290527344;5933300
2007-04-26;73,54000091552734;75,93000030517578;73,51000213623047;75,48999786376953;56,14433670043945;6188000
2007-04-27;74,73999786376953;75,37999725341797;73,87000274658203;74,91000366210938;55,71299362182617;4156700
2007-04-30;74,98999786376953;75,66999816894531;74,20999908447266;74,26000213623047;55,22953414916992;3557900
2007-05-01;74,2699966430664;74,44999694824219;73,19999694824219;73,73999786376953;54,84281539916992;3905100
2007-05-02;73,94000244140625;74,37000274658203;73,55000305175781;74,1500015258789;55,14774703979492;3491300
2007-05-03;74,1500015258789;74,73999786376953;73,93000030517578;74,5;55,40803909301758;2065100
