;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;ITW;cenario_in_sample_1x;janela_rsi;42;5,826491194591385
1;ITW;cenario_in_sample_1x;ordem;2;5,592111137526189
2;ITW;cenario_in_sample_1x;lookback;50;5,805922644525534
3;ITW;cenario_in_sample_1x;break_min;3;5,283259480009451
