;indice_original_lower_pivot;support_slope;support_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;support_slope_rounded
0;117,0;-0,15835126578529427;60,76960254593268;42,24250444905325;1;117,0;163,0;3,0;69,0;168,0;0,0;-0,15835
1;127,0;-0,15835126578529427;60,76960254593268;40,65899179120031;1;117,0;169,0;3,0;72,0;196,0;3,0;-0,15835
2;127,0;0,19122623455775029;16,37326000236602;40,65899179120031;1;127,0;169,0;4,0;72,0;196,0;2,0;0,19123
3;197,0;-0,10414625440110493;58,83558722818781;38,31877511117014;1;137,0;224,0;3,0;137,0;236,0;24,0;-0,10415
4;197,0;-0,033431666857573816;44,90481348211218;38,31877511117014;1;117,0;224,0;4,0;100,0;226,0;12,0;-0,03343
5;197,0;0,12498043264550972;13,697629880004726;38,31877511117014;1;197,0;272,0;4,0;186,0;285,0;34,0;0,12498
6;197,0;0,16183676877785894;6,436931661931929;38,31877511117014;1;197,0;263,0;5,0;169,0;271,0;31,0;0,16184
7;197,0;0,17590809088082673;3,6648812076472765;38,31877511117014;1;197,0;242,0;4,0;127,0;262,0;20,0;0,17591
8;197,0;0,2412007090508972;-9,19776457185661;38,31877511117014;1;197,0;219,0;3,0;124,0;223,0;18,0;0,2412
9;204,0;-0,00524203528116807;41,882471958362686;40,8130967610044;1;204,0;302,0;3,0;204,0;303,0;40,0;-0,00524
10;224,0;-0,04836037484746469;53,90101753078456;43,06829356495246;1;219,0;318,0;5,0;218,0;323,0;42,0;-0,04836
11;286,0;-0,3086706876636656;128,66306653975698;40,38324986794862;1;242,0;318,0;3,0;230,0;329,0;48,0;-0,30867
12;286,0;-0,06794159631865027;59,814546415082596;40,38324986794862;1;286,0;318,0;3,0;230,0;329,0;47,0;-0,06794
13;302,0;-0,06794159631865027;59,814546415082596;39,29618432685022;1;286,0;341,0;3,0;241,0;341,0;50,0;-0,06794
14;302,0;-0,04836037484746469;53,90101753078456;39,29618432685022;1;219,0;302,0;4,0;207,0;306,0;41,0;-0,04836
15;302,0;-0,02541162666065446;46,97049557836786;39,29618432685022;1;286,0;341,0;3,0;241,0;341,0;49,0;-0,02541
16;307,0;-0,02541162666065446;46,97049557836786;39,169126193546944;1;286,0;374,0;3,0;246,0;385,0;54,0;-0,02541
17;307,0;0,09225292658726564;10,847477731256394;39,169126193546944;1;302,0;391,0;3,0;301,0;401,0;71,0;0,09225
18;307,0;0,2350863617522933;-33,0023868644071;39,169126193546944;1;302,0;374,0;3,0;286,0;385,0;67,0;0,23509
19;307,0;0,3318157445898953;-62,69830739555093;39,169126193546944;1;302,0;366,0;3,0;272,0;373,0;63,0;0,33182
20;307,0;0,38618785800729916;-79,3905462146939;39,169126193546944;1;307,0;362,0;3,0;266,0;365,0;61,0;0,38619
21;307,0;0,39925667895274347;-83,4026742449453;39,169126193546944;1;307,0;362,0;5,0;258,0;362,0;55,0;0,39926
