indice;indice_original_upper_pivot;valor_rsi;resist_slope;resist_intercept;inicio_janela;fim_janela;mapeado;x_min;x_max;num_zeros
16,0;60,0;64,797507788162;-0,6081261532974925;101,28507698601155;47,0;96,0;1,0;56,0;93,0;3,0
19,0;60,0;64,797507788162;-0,5437117693102892;97,42021394677934;56,0;105,0;1,0;56,0;98,0;3,0
25,0;121,0;77,27272727272727;1,1622636622636617;-63,361175861175795;82,0;131,0;1,0;86,0;121,0;3,0
27,0;121,0;77,27272727272727;1,1622636622636617;-63,361175861175795;86,0;135,0;1,0;86,0;132,0;3,0
29,0;121,0;77,27272727272727;1,1622636622636617;-63,361175861175795;93,0;142,0;1,0;86,0;132,0;3,0
55,0;163,0;59,63636363636363;1,5989459815546776;-200,9918313570488;148,0;197,0;1,0;148,0;185,0;3,0
57,0;163,0;59,63636363636363;1,650149770832581;-209,33804900934706;152,0;201,0;1,0;148,0;198,0;3,0
60,0;212,0;70,23809523809524;0,21636186942309404;24,369378920399306;162,0;211,0;1,0;74,0;98,0;3,0
61,0;212,0;70,23809523809524;0,21636186942309404;24,369378920399306;163,0;212,0;1,0;74,0;98,0;3,0
62,0;212,0;70,23809523809524;0,1477875883581087;38,9071265061762;165,0;214,0;1,0;32,0;47,0;4,0
64,0;170,0;53,44827586206896;0,3997576041911019;-14,510516850418362;170,0;219,0;1,0;170,0;215,0;3,0
68,0;212,0;70,23809523809524;0,28685246708502476;9,425372216069988;177,0;226,0;1,0;212,0;221,0;3,0
70,0;212,0;70,23809523809524;0,28685246708502476;9,425372216069988;180,0;229,0;1,0;212,0;227,0;3,0
72,0;212,0;70,23809523809524;0,28685246708502476;9,425372216069988;184,0;233,0;1,0;212,0;227,0;3,0
74,0;212,0;70,23809523809524;0,28685246708502476;9,425372216069988;185,0;234,0;1,0;212,0;234,0;3,0
76,0;212,0;70,23809523809524;0,28685246708502476;9,425372216069988;189,0;238,0;1,0;212,0;234,0;3,0
79,0;221,0;72,81976744186046;0,28685246708502476;9,425372216069988;197,0;246,0;1,0;212,0;239,0;3,0
