indice;indice_original_lower_pivot;valor_rsi;support_slope;support_intercept;inicio_janela;fim_janela
0,0;31,0;33,37250293772033;0,200539269737066;27,15578557587128;24,0;73,0
1,0;31,0;33,37250293772033;-1,9212440933069985;92,93106983023728;24,0;73,0
2,0;31,0;33,37250293772033;0,200539269737066;27,15578557587128;26,0;75,0
3,0;31,0;33,37250293772033;-1,9212440933069985;92,93106983023728;26,0;75,0
4,0;31,0;33,37250293772033;0,200539269737066;27,15578557587128;27,0;76,0
5,0;77,0;20,521172638436482;-0,2793767456366053;42,03318205245509;31,0;80,0
6,0;77,0;20,521172638436482;0,8531707220270839;-45,17297295764898;38,0;87,0
7,0;77,0;20,521172638436482;-0,46843456987471827;56,59063451878979;38,0;87,0
8,0;44,0;35,979513444302185;-0,46843456987471827;56,590634518789784;44,0;93,0
9,0;77,0;20,521172638436482;0,8531707220270839;-45,17297295764898;47,0;96,0
10,0;77,0;20,521172638436482;-2,115427003992065;183,40905194582547;47,0;96,0
11,0;77,0;20,521172638436482;0,5662490603858679;-23,080005011275347;53,0;102,0
12,0;77,0;20,521172638436482;-2,115427003992065;183,40905194582547;53,0;102,0
13,0;77,0;20,521172638436482;0,40952532809210307;-11,012277624655454;58,0;107,0
14,0;77,0;20,521172638436482;-2,115427003992065;183,40905194582547;58,0;107,0
15,0;77,0;20,521172638436482;0,40952532809210307;-11,012277624655454;61,0;110,0
16,0;103,0;31,16883116883116;2,1365047995482778;-188,89116318464144;70,0;119,0
17,0;103,0;31,16883116883116;0,40952532809210307;-11,012277624655454;70,0;119,0
18,0;103,0;31,16883116883116;2,1193970818501486;-187,12906826173415;77,0;126,0
19,0;103,0;31,16883116883116;0,40952532809210307;-11,012277624655454;77,0;126,0
20,0;103,0;31,16883116883116;2,1193970818501486;-187,12906826173415;81,0;130,0
21,0;103,0;31,16883116883116;0,3288625291948338;-2,704009338236716;81,0;130,0
22,0;103,0;31,16883116883116;1,2171680972842844;-94,19948285145014;88,0;137,0
23,0;103,0;31,16883116883116;0,05936059300328414;25,054690089492894;88,0;137,0
24,0;103,0;31,16883116883116;1,2171680972842844;-94,19948285145014;92,0;141,0
25,0;103,0;31,16883116883116;-0,11288711288711302;42,7962037962038;92,0;141,0
26,0;142,0;31,111111111111114;-0,0014800014800012097;31,321271321271286;96,0;145,0
27,0;142,0;31,111111111111114;-0,0014800014800012097;31,321271321271286;97,0;146,0
28,0;103,0;31,16883116883116;-0,02059550623162094;33,29016831068812;100,0;149,0
29,0;103,0;31,16883116883116;-0,06781233601456119;38,15350177833096;103,0;152,0
30,0;111,0;48,260869565217384;-0,5532180146485893;109,6680691912108;107,0;156,0
31,0;111,0;48,260869565217384;-0,5532180146485893;109,6680691912108;111,0;160,0
32,0;142,0;31,111111111111114;-0,39118246687054103;86,65902140672794;120,0;169,0
33,0;142,0;31,111111111111114;-1,6403395658714806;264,03932946486134;120,0;169,0
34,0;142,0;31,111111111111114;-0,39118246687054103;86,65902140672794;123,0;172,0
35,0;142,0;31,111111111111114;-3,1034933437890917;471,8071659291621;123,0;172,0
36,0;150,0;27,981651376146786;0,018854311752230787;25,15350461331217;129,0;178,0
37,0;150,0;27,981651376146786;-0,39118246687054103;86,65902140672794;129,0;178,0
38,0;150,0;27,981651376146786;-0,281305614823837;70,17749359972234;131,0;180,0
39,0;150,0;27,981651376146786;-0,39118246687054103;86,65902140672794;131,0;180,0
40,0;179,0;19,823788546255514;-0,281305614823837;70,17749359972234;134,0;183,0
41,0;150,0;27,981651376146786;-0,281305614823837;70,17749359972234;142,0;191,0
42,0;150,0;27,981651376146786;-0,39118246687054103;86,65902140672794;142,0;191,0
43,0;150,0;27,981651376146786;-0,281305614823837;70,17749359972234;144,0;193,0
44,0;150,0;27,981651376146786;-0,5753932561811688;114,2906398033221;144,0;193,0
45,0;150,0;27,981651376146786;-0,281305614823837;70,17749359972234;146,0;195,0
46,0;150,0;27,981651376146786;-0,5753932561811688;114,2906398033221;146,0;195,0
47,0;150,0;27,981651376146786;-0,281305614823837;70,17749359972234;150,0;199,0
48,0;179,0;19,823788546255514;-0,08894701419481237;35,745304087126925;151,0;200,0
49,0;179,0;19,823788546255514;-0,651938653928138;136,5208075993922;151,0;200,0
50,0;179,0;19,823788546255514;-0,08894701419481237;35,745304087126925;153,0;202,0
