;indice_original_upper_pivot;resist_slope;resist_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;resist_slope_rounded
0;60,0;-0,6081261532974925;101,28507698601155;64,797507788162;1;56,0;93,0;3,0;47,0;96,0;16,0;-0,60813
1;60,0;-0,5437117693102892;97,42021394677934;64,797507788162;1;56,0;98,0;3,0;56,0;105,0;19,0;-0,54371
2;121,0;1,1622636622636617;-63,361175861175795;77,27272727272727;1;86,0;132,0;3,0;82,0;142,0;25,0;1,16226
3;163,0;1,5989459815546776;-200,9918313570488;59,63636363636363;1;148,0;185,0;3,0;148,0;197,0;55,0;1,59895
4;163,0;1,650149770832581;-209,33804900934706;59,63636363636363;1;148,0;198,0;3,0;152,0;201,0;57,0;1,65015
5;170,0;0,3997576041911019;-14,510516850418362;53,44827586206896;1;170,0;215,0;3,0;170,0;219,0;64,0;0,39976
6;212,0;0,1477875883581087;38,9071265061762;70,23809523809524;1;32,0;47,0;4,0;165,0;214,0;62,0;0,14779
7;212,0;0,21636186942309404;24,369378920399306;70,23809523809524;1;74,0;98,0;3,0;162,0;212,0;60,0;0,21636
8;212,0;0,28685246708502476;9,425372216069988;70,23809523809524;1;212,0;234,0;3,0;177,0;238,0;68,0;0,28685
9;221,0;0,13662413413217028;42,62583379865083;72,81976744186046;1;212,0;267,0;4,0;221,0;270,0;91,0;0,13662
10;221,0;0,28685246708502476;9,425372216069988;72,81976744186046;1;212,0;247,0;3,0;197,0;253,0;79,0;0,28685
11;221,0;0,35638490644848275;-5,941296883254225;72,81976744186046;1;170,0;257,0;4,0;215,0;264,0;89,0;0,35638
12;227,0;0,36788109143722353;-19,119773801798388;64,38923395445136;1;227,0;271,0;3,0;227,0;276,0;92,0;0,36788
13;267,0;0,13662413413217028;42,62583379865083;79,1044776119403;1;212,0;257,0;3,0;217,0;266,0;90,0;0,13662
14;271,0;-0,698494963644896;268,068425778742;78,77629063097514;1;271,0;314,0;4,0;271,0;320,0;115,0;-0,69849
15;277,0;0,03424627623060132;63,257463794592745;72,74368231046931;1;212,0;257,0;3,0;277,0;326,0;117,0;0,03425
16;314,0;-0,698494963644896;268,068425778742;48,74100719424461;1;271,0;314,0;4,0;264,0;316,0;113,0;-0,69849
17;327,0;0,31789727507350135;-29,49641282703557;74,45599612199938;1;283,0;350,0;3,0;292,0;352,0;122,0;0,3179
18;327,0;0,8657995596277241;-208,66045987626643;74,45599612199938;1;292,0;345,0;3,0;292,0;345,0;123,0;0,8658
19;337,0;-0,8085369711698203;350,1119281569638;77,63496887273439;1;337,0;369,0;3,0;322,0;371,0;142,0;-0,80854
20;337,0;0,31789727507350135;-29,49641282703557;77,63496887273439;1;283,0;369,0;3,0;307,0;371,0;133,0;0,3179
21;389,0;-0,6310473319711801;304,9710903576515;59,49367822086245;1;389,0;425,0;4,0;369,0;427,0;166,0;-0,63105
22;389,0;-0,5802756680151472;285,22091307875473;59,49367822086245;1;389,0;428,0;4,0;381,0;430,0;175,0;-0,58028
23;389,0;-0,11257461825427194;103,28520472177424;59,49367822086245;1;345,0;393,0;3,0;343,0;394,0;149,0;-0,11257
24;389,0;-0,007282998500916558;62,32676463771899;59,49367822086245;1;353,0;425,0;4,0;350,0;425,0;153,0;-0,00728
25;402,0;0,20973459405896147;-33,02324390646541;51,29006290523711;1;393,0;447,0;3,0;402,0;451,0;181,0;0,20973
26;416,0;0,8586521494214545;-314,9596064398184;42,23968771950665;1;409,0;463,0;3,0;416,0;465,0;186,0;0,85865
27;454,0;0,8586521494214545;-314,95960643981846;74,86846939752192;1;409,0;454,0;3,0;409,0;462,0;183,0;0,85865
28;454,0;1,2988014103653525;-514,7873709083481;74,86846939752192;1;422,0;469,0;3,0;419,0;471,0;188,0;1,2988
29;454,0;1,3185027653160644;-523,7317860559713;74,86846939752192;1;422,0;469,0;3,0;425,0;474,0;192,0;1,3185
30;454,0;1,7281030101432893;-709,6902972075313;74,86846939752192;1;431,0;479,0;3,0;429,0;480,0;196,0;1,7281
31;454,0;1,7870015972592812;-736,4302557581917;74,86846939752192;1;431,0;482,0;4,0;432,0;490,0;200,0;1,787
32;469,0;-0,23964873204984347;182,77909544644325;70,38384011506665;1;454,0;501,0;4,0;456,0;505,0;214,0;-0,23965
33;498,0;-0,33488356709495226;230,20604329890742;63,434026885621186;1;498,0;509,0;3,0;463,0;514,0;218,0;-0,33488
34;498,0;-0,2598736934522894;192,8511262248613;63,434026885621186;1;454,0;501,0;4,0;451,0;503,0;211,0;-0,25987
35;498,0;-0,23964873204984347;182,77909544644322;63,434026885621186;1;454,0;509,0;5,0;459,0;514,0;217,0;-0,23965
36;509,0;-0,33488356709495226;230,20604329890742;59,75030764757671;1;498,0;529,0;3,0;469,0;543,0;223,0;-0,33488
37;509,0;0,04539721535385078;36,64312503246666;59,75030764757671;1;501,0;555,0;3,0;505,0;558,0;241,0;0,0454
38;546,0;-0,4532324298762518;308,8949113281027;61,43000461566919;1;546,0;578,0;3,0;515,0;581,0;248,0;-0,45323
39;546,0;-0,04175046395733325;84,22575793637314;61,43000461566919;1;479,0;546,0;3,0;498,0;547,0;237,0;-0,04175
40;546,0;0,00916028367203015;56,42848973074073;61,43000461566919;1;353,0;447,0;5,0;501,0;550,0;238,0;0,00916
41;546,0;0,04539721535385078;36,64312503246666;61,43000461566919;1;501,0;546,0;3,0;502,0;551,0;240,0;0,0454
42;546,0;0,5973470693841063;-264,7214952680529;61,43000461566919;1;515,0;560,0;3,0;510,0;564,0;247,0;0,59735
43;546,0;1,5026460008763727;-759,0147118628303;61,43000461566919;1;526,0;574,0;3,0;521,0;575,0;253,0;1,50265
44;546,0;1,5078433860155347;-761,8524841488128;61,43000461566919;1;526,0;578,0;3,0;528,0;578,0;259,0;1,50784
45;555,0;-0,07994644810728271;100,59435190377432;56,22407320423242;1;552,0;598,0;4,0;552,0;604,0;268,0;-0,07995
46;560,0;-0,009795747160941946;60,57036900752915;55,084750597401666;1;552,0;606,0;5,0;556,0;609,0;271,0;-0,0098
