;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;35;3;80;2;3;3;6;0,01;0,05;HSY;6,814299797712354
1;35;3;80;2;3;3;6;0,01;0,06;HSY;5,20810646569649
2;35;3;80;2;3;3;6;0,01;0,07;HSY;5,640213935024823
3;35;3;80;2;3;3;6;0,02;0,05;HSY;6,620248479566831
4;35;3;80;2;3;3;6;0,02;0,06;HSY;5,035956537641306
5;35;3;80;2;3;3;6;0,02;0,07;HSY;4,364988738868434
6;35;3;80;2;3;3;6;0,03;0,05;HSY;6,5667393216366134
7;35;3;80;2;3;3;6;0,03;0,06;HSY;4,916558290643576
8;35;3;80;2;3;3;6;0,03;0,07;HSY;2,9129160436638424
9;35;3;90;2;3;3;6;0,01;0,05;HSY;5,564176138793965
10;35;3;90;2;3;3;6;0,01;0,06;HSY;4,489792823725663
11;35;3;90;2;3;3;6;0,01;0,07;HSY;4,448536239139527
12;35;3;90;2;3;3;6;0,02;0,05;HSY;6,113174441417065
13;35;3;90;2;3;3;6;0,02;0,06;HSY;3,9671235284457125
14;35;3;90;2;3;3;6;0,02;0,07;HSY;3,8264555071147086
15;35;3;90;2;3;3;6;0,03;0,05;HSY;5,284763748284332
16;35;3;90;2;3;3;6;0,03;0,06;HSY;3,7445016772695476
17;35;3;90;2;3;3;6;0,03;0,07;HSY;2,5304445935372537
18;35;3;100;2;3;3;6;0,01;0,05;HSY;6,401459564670598
19;35;3;100;2;3;3;6;0,01;0,06;HSY;5,445820461089315
20;35;3;100;2;3;3;6;0,01;0,07;HSY;4,287267274239713
21;35;3;100;2;3;3;6;0,02;0,05;HSY;6,851209769626818
22;35;3;100;2;3;3;6;0,02;0,06;HSY;5,494825281573428
23;35;3;100;2;3;3;6;0,02;0,07;HSY;4,267479300466289
24;35;3;100;2;3;3;6;0,03;0,05;HSY;5,919073178226728
25;35;3;100;2;3;3;6;0,03;0,06;HSY;5,033294156768868
26;35;3;100;2;3;3;6;0,03;0,07;HSY;4,164768281157642
