top_bottom_idx;top_bottom_value
51;55,0784475639967
58;49,355116079105755
62;46,97802197802198
63;46,97802197802198
70;44,514388489208635
82;60,223367697594504
94;55,97738287560581
108;61,83889340927583
125;59,96309963099631
133;62,4828060522696
141;59,3463653023824
151;61,35972461273666
155;65,19659936238044
159;62,794612794612796
163;61,241610738255034
169;64,28571428571428
178;62,7831715210356
189;64,7126768697661
195;61,09819872167344
216;50,826019617965926
223;42,29309035687168
228;43,37714863498484
232;41,93168433451118
242;48,99645808736718
260;48,85786802030457
270;62,209302908635266
281;56,89903889464505
289;55,965232975909565
297;57,80200873077576
311;43,83765305099269
326;47,90469890413217
338;50,27933169243261
342;51,330242158383626
352;53,96383687907441
369;45,1449060629408
380;50,84631006178673
389;36,38562652961879
395;44,71037350020436
400;46,16866156023268
406;39,392780315939426
420;37,81049027629531
445;24,53183143638094
463;31,941988807230786
471;67,88874828254224
484;58,8235272359993
492;54,357651392567696
498;60,775104745965656
512;48,035838952517544
521;47,49403384745996
529;35,847802800083585
536;18,08219568929337
546;33,08823890339491
559;47,302159466235125
569;70,26777154915126
585;50,71283033418761
605;40,33149191647752
612;38,57008662196928
623;41,06463903317014
629;38,961039506776984
645;42,95112804699606
655;38,72092932672234
667;47,43589836660756
676;64,09735986565383
677;64,09735986565383
685;58,266127103713174
689;55,075593874630655
704;38,195778398672836
714;43,50877149320079
733;66,43477974406741
743;68,46275569540762
754;66,96113044435745
760;68,19727723588242
770;59,77011426004285
781;54,97382305698029
786;53,321976433607205
791;49,746193159614286
803;52,30125270490329
817;70,05075469431756
835;82,1989418129435
841;77,40963219488962
845;76,93409189142625
858;74,87309957982654
879;52,05158517911639
883;50,95057107754394
894;41,959064643436285
906;49,79591856594633
911;51,44032752229876
924;56,108594112077824
934;68,35747982685982
944;67,82273491556904
949;69,46721255410833
961;64,70588876943717
970;65,01502216398347
982;58,78962660767629
995;54,61309289395074
1012;68,68686245943033
1020;80,04805047133478
1029;59,57095065540681
1057;41,52824530778881
1061;43,527201716541605
1068;45,51282181907992
1074;47,96380959408671
1080;41,51786175195255
1088;59,187617214758745
1095;49,60784361390861
1118;66,22998481756437
1127;68,02973476878374
1136;70,6864450428348
1144;55,04032157276245
1149;54,625552511545976
1163;56,03645775176908
1179;59,952596513755616
1187;60,202020941528794
1193;57,92349793222866
1204;59,86622078912288
1210;61,38614593711695
1216;60,45381316105155
1225;70,73577709925515
1231;71,86932349912776
1236;64,82503423478042
1242;62,7240064959192
1249;71,26864801937381
1261;57,73585007512438
1270;66,02688081700464
1281;73,49398183651816
1288;74,08585588354313
1299;81,72514405851769
1306;73,47189364358307
1319;59,221080300627165
1325;58,16584314344736
1337;47,189536845286156
1343;41,512126369462806
1358;36,32761846882752
1362;39,811064372631584
1372;49,44903664498087
1382;67,41070731663703
1388;67,88124349336141
1400;60,50551646865252
