;indice_original_upper_pivot;resist_slope;resist_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;resist_slope_rounded
0;82,0;0,6622672859786263;5,917450247347148;60,223367697594504;1;62,0;108,0;3,0;62,0;111,0;5,0;0,66227
1;82,0;0,6971234589248698;3,0592440657551805;60,223367697594504;1;62,0;108,0;3,0;63,0;112,0;7,0;0,69712
2;108,0;0,025756505719750748;59,05719079154275;61,83889340927583;1;82,0;141,0;3,0;91,0;143,0;16,0;0,02576
3;108,0;0,07144055219371502;54,123313772354614;61,83889340927583;1;82,0;155,0;4,0;108,0;157,0;23,0;0,07144
4;133,0;0,025756505719750748;59,05719079154275;62,4828060522696;1;82,0;141,0;3,0;101,0;150,0;21,0;0,02576
5;133,0;0,12335424136867443;46,076691950235904;62,4828060522696;1;125,0;159,0;3,0;113,0;162,0;26,0;0,12335
6;155,0;-0,0650632197618687;75,28139842547009;65,19659936238044;1;155,0;178,0;3,0;133,0;182,0;34,0;-0,06506
7;155,0;-0,014233014488657063;67,40271660812229;65,19659936238044;1;155,0;189,0;3,0;141,0;194,0;38,0;-0,01423
8;155,0;0,07144055219371502;54,123313772354614;65,19659936238044;1;82,0;151,0;3,0;105,0;154,0;22,0;0,07144
9;155,0;0,12335424136867443;46,076691950235904;65,19659936238044;1;125,0;178,0;3,0;109,0;182,0;25,0;0,12335
10;189,0;-0,514320638955562;161,9192776323673;64,7126768697661;1;189,0;232,0;5,0;169,0;238,0;52,0;-0,51432
11;189,0;-0,014233014488657063;67,40271660812229;64,7126768697661;1;155,0;195,0;3,0;151,0;204,0;43,0;-0,01423
12;189,0;0,021348129202591083;60,67788045047639;64,7126768697661;1;108,0;216,0;7,0;159,0;218,0;47,0;0,02135
13;216,0;-0,044730718128667135;60,48785473375803;50,826019617965926;1;216,0;260,0;3,0;216,0;265,0;63,0;-0,04473
14;270,0;-0,32863525961714213;150,94082300526364;62,209302908635266;1;270,0;289,0;3,0;242,0;291,0;73,0;-0,32864
15;270,0;0,42374920322901244;-52,2029819631981;62,209302908635266;1;223,0;270,0;4,0;220,0;272,0;64,0;0,42375
16;270,0;0,4483846255631053;-58,854545993403164;62,209302908635266;1;223,0;270,0;4,0;228,0;277,0;66,0;0,44838
17;270,0;0,47188731504528875;-65,20027215359269;62,209302908635266;1;228,0;289,0;3,0;231,0;291,0;68,0;0,47189
18;297,0;-0,183479927764467;112,29554727682246;57,80200873077576;1;270,0;338,0;3,0;289,0;338,0;85,0;-0,18348
19;297,0;-0,14381703494204742;100,51566810856384;57,80200873077576;1;270,0;342,0;4,0;292,0;346,0;87,0;-0,14382
20;297,0;0,22959696935827445;-10,388291168631746;57,80200873077576;1;223,0;232,0;3,0;289,0;338,0;86,0;0,2296
21;352,0;-0,11134024347455984;93,15560258211947;53,96383687907441;1;270,0;400,0;3,0;352,0;401,0;106,0;-0,11134
22;352,0;0,23304376826700918;-28,067569550912822;53,96383687907441;1;311,0;369,0;5,0;302,0;375,0;89,0;0,23304
23;352,0;0,26335947206907806;-38,738697289241074;53,96383687907441;1;311,0;369,0;5,0;330,0;379,0;96,0;0,26336
24;380,0;-0,11134024347455984;93,15560258211947;50,84631006178673;1;270,0;395,0;3,0;338,0;399,0;97,0;-0,11134
25;420,0;-0,1364767783503378;95,13073718343719;37,81049027629531;1;406,0;463,0;3,0;420,0;469,0;121,0;-0,13648
26;471,0;-0,6443379471416448;371,37192138625693;67,88874828254224;1;471,0;492,0;3,0;445,0;494,0;127,0;-0,64434
27;546,0;-0,5768097050535572;348,0263378626372;33,08823890339491;1;498,0;546,0;3,0;498,0;547,0;146,0;-0,57681
28;559,0;-0,015610201835796153;56,02826229244518;47,302159466235125;1;512,0;559,0;3,0;512,0;561,0;148,0;-0,01561
29;569,0;1,5813810866623603;-829,5380667617318;70,26777154915126;1;536,0;585,0;3,0;535,0;585,0;153,0;1,58138
30;569,0;1,616501419380711;-849,5215360784733;70,26777154915126;1;536,0;585,0;3,0;546,0;595,0;157,0;1,6165
31;585,0;-0,2538997710794071;199,24419641564074;50,71283033418761;1;585,0;629,0;3,0;585,0;634,0;166,0;-0,2539
32;623,0;0,14480134848721413;-49,146601074364256;41,06463903317014;1;605,0;667,0;5,0;623,0;672,0;173,0;0,1448
33;645,0;0,06549090326296358;0,7094954423845508;42,95112804699606;1;605,0;645,0;3,0;605,0;654,0;169,0;0,06549
34;645,0;0,08574950062845103;-12,357299858354857;42,95112804699606;1;605,0;655,0;4,0;612,0;661,0;171,0;0,08575
35;667,0;0,14480134848721413;-49,146601074364256;47,43589836660756;1;605,0;655,0;4,0;617,0;666,0;172,0;0,1448
36;676,0;0,0;64,09735986565383;64,09735986565383;1;133,0;463,0;7,0;627,0;694,0;175,0;0,0
37;676,0;0,5348153267846137;-297,43780104074506;64,09735986565383;1;629,0;677,0;3,0;629,0;678,0;178,0;0,53482
38;676,0;0,6821365102792828;-397,02692108314136;64,09735986565383;1;645,0;689,0;3,0;635,0;694,0;180,0;0,68214
39;677,0;-0,7289040952425818;557,5654323448817;64,09735986565383;1;676,0;704,0;4,0;654,0;704,0;185,0;-0,7289
40;677,0;-0,5564483343906227;440,81288224810544;64,09735986565383;1;676,0;714,0;4,0;664,0;726,0;189,0;-0,55645
41;677,0;0,0;64,09735986565383;64,09735986565383;1;133,0;463,0;7,0;654,0;725,0;186,0;0,0
42;689,0;0,2581633152144718;-122,79893030814041;55,075593874630655;1;629,0;667,0;3,0;689,0;738,0;198,0;0,25816
43;733,0;0,20279759513402099;-82,21585748916996;66,43477974406741;1;685,0;760,0;3,0;704,0;769,0;201,0;0,2028
44;760,0;-0,5721269539336623;503,01376222546577;68,19727723588242;1;760,0;791,0;4,0;741,0;792,0;214,0;-0,57213
45;760,0;-0,015616379972070483;80,065726014656;68,19727723588242;1;569,0;791,0;4,0;731,0;792,0;209,0;-0,01562
46;786,0;0,5893258240680878;-409,88812128390975;53,321976433607205;1;786,0;835,0;3,0;786,0;835,0;225,0;0,58933
47;817,0;0,7809446744116644;-567,9810443000123;70,05075469431756;1;791,0;835,0;3,0;791,0;840,0;227,0;0,78094
48;835,0;-0,5264849921517254;521,8139102596342;82,1989418129435;1;835,0;845,0;3,0;803,0;852,0;230,0;-0,52648
49;858,0;-0,9142787482330628;859,3242655637944;74,87309957982654;1;858,0;894,0;3,0;845,0;894,0;246,0;-0,91428
50;858,0;-0,15853787012305423;210,89859214540706;74,87309957982654;1;841,0;894,0;3,0;841,0;894,0;243,0;-0,15854
51;879,0;0,09015575406580972;-27,195322644730354;52,05158517911639;1;879,0;924,0;3,0;879,0;928,0;252,0;0,09016
52;883,0;0,12580543986668008;-60,13563232473457;50,95057107754394;1;879,0;924,0;3,0;883,0;932,0;253,0;0,12581
53;911,0;-0,019101801775550875;68,84206893982561;51,44032752229876;1;155,0;463,0;4,0;861,0;910,0;250,0;-0,0191
54;934,0;0,07398218181656754;-0,7418779898142702;68,35747982685982;1;934,0;961,0;3,0;906,0;969,0;259,0;0,07398
55;934,0;0,6599603795855883;-548,0455147060796;68,35747982685982;1;894,0;934,0;4,0;884,0;943,0;254,0;0,65996
56;934,0;0,6629129021754816;-550,8031708050399;68,35747982685982;1;894,0;949,0;4,0;899,0;955,0;258,0;0,66291
57;949,0;0,07398218181656754;-0,7418779898142702;69,46721255410833;1;934,0;982,0;3,0;924,0;983,0;266,0;0,07398
58;970,0;-0,41607717080130924;468,6098778412534;65,01502216398347;1;970,0;995,0;3,0;949,0;1010,0;275,0;-0,41608
59;1074,0;0,3412775290419313;-318,56825659694755;47,96380959408671;1;1057,0;1074,0;4,0;1030,0;1079,0;297,0;0,34128
60;1088,0;0,23474558676018756;-196,21558118032533;59,187617214758745;1;1088,0;1127,0;3,0;1080,0;1129,0;311,0;0,23475
61;1088,0;0,23955891308491792;-201,45248022163196;59,187617214758745;1;1088,0;1136,0;4,0;1086,0;1137,0;313,0;0,23956
62;1088,0;0,5696571582893528;-560,599371004057;59,187617214758745;1;1057,0;1095,0;3,0;1045,0;1106,0;300,0;0,56966
