;ativo;cenario;variavel;melhor_valor;media_de_pontos
0;PHM;cenario_in_sample_1x;janela_rsi;42;6,406035940465959
1;PHM;cenario_in_sample_1x;ordem;2;6,129076735571865
2;PHM;cenario_in_sample_1x;lookback;50;5,753082042405302
3;PHM;cenario_in_sample_1x;break_min;3;5,045191707930492
