;indice_original_lower_pivot;support_slope;support_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;support_slope_rounded
0;81,0;-0,886964669906779;100,40412273509587;28,55998447264676;1;52,0;121,0;2,0;46,0;135,0;15,0;-0,88696
1;81,0;-0,47872417206541096;67,33664240994506;28,55998447264676;1;43,0;121,0;2,0;43,0;132,0;13,0;-0,47872
2;81,0;-0,3205151280785787;54,521709847011635;28,55998447264676;1;39,0;121,0;3,0;31,0;128,0;7,0;-0,32052
3;81,0;-0,2500875745249922;48,81707800917113;28,55998447264676;1;27,0;113,0;3,0;27,0;116,0;5,0;-0,25009
4;81,0;-0,20757485269360595;45,37354754082884;28,55998447264676;1;23,0;93,0;3,0;21,0;112,0;1,0;-0,20757
5;81,0;0,024644956936616797;26,5637429607808;28,55998447264676;1;81,0;121,0;3,0;21,0;135,0;0,0;0,02464
6;93,0;0,024644956936616797;26,5637429607808;28,855723955886162;1;81,0;145,0;3,0;52,0;146,0;17,0;0,02464
7;93,0;0,23331388944803017;7,157532237219357;28,855723955886162;1;85,0;145,0;3,0;52,0;146,0;16,0;0,23331
8;121,0;-0,5428459031982893;101,072867147424;35,38851286043101;1;113,0;202,0;2,0;113,0;202,0;55,0;-0,54285
9;121,0;-0,07785271884170004;44,80869184027671;35,38851286043101;1;27,0;76,0;2,0;113,0;210,0;54,0;-0,07785
10;121,0;0,23331388944803017;7,157532237219357;35,38851286043101;1;85,0;160,0;3,0;63,0;172,0;23,0;0,23331
11;121,0;0,6636402474908372;-44,911957085960296;35,38851286043101;1;121,0;160,0;2,0;76,0;172,0;30,0;0,66364
12;121,0;1,7775739574375606;-179,69793598951384;35,38851286043101;1;121,0;145,0;2,0;63,0;160,0;22,0;1,77757
13;173,0;-2,302331617839312;429,64354136686353;31,340171480662605;1;160,0;246,0;2,0;146,0;249,0;69,0;-2,30233
14;173,0;-1,7629858412567678;336,33672201808344;31,340171480662605;1;145,0;231,0;2,0;141,0;234,0;65,0;-1,76299
15;173,0;-0,8300527227386976;174,9392925144573;31,340171480662605;1;136,0;219,0;2,0;123,0;225,0;59,0;-0,83005
16;173,0;-0,07785271884170004;44,80869184027671;31,340171480662605;1;27,0;76,0;2,0;94,0;201,0;43,0;-0,07785
17;173,0;0,031055594059705528;25,967553708333547;31,340171480662605;1;81,0;180,0;4,0;85,0;182,0;36,0;0,03106
18;173,0;0,18893809621326904;-1,3461191642329382;31,340171480662605;1;173,0;260,0;3,0;173,0;262,0;78,0;0,18894
19;173,0;0,281057658234285;-17,282803393868704;31,340171480662605;1;173,0;256,0;4,0;145,0;259,0;66,0;0,28106
20;173,0;0,30337549807643577;-21,14378968656078;31,340171480662605;1;173,0;226,0;3,0;141,0;230,0;64,0;0,30338
21;173,0;0,46937294205343;-49,861347494580784;31,340171480662605;1;173,0;219,0;4,0;136,0;225,0;62,0;0,46937
22;173,0;0,5135591465874569;-57,505560878967444;31,340171480662605;1;173,0;213,0;3,0;123,0;218,0;58,0;0,51356
23;173,0;0,7097937697548173;-91,4541506869208;31,340171480662605;1;173,0;199,0;3,0;112,0;201,0;52,0;0,70979
24;173,0;0,7429054013523881;-97,18246295330056;31,340171480662605;1;173,0;195,0;2,0;90,0;198,0;38,0;0,74291
25;176,0;0,16915354960115764;3,797862954916024;33,56888768471977;1;173,0;260,0;3,0;174,0;263,0;79,0;0,16915
26;264,0;-0,07731729539542558;61,851480401574825;41,43971441718247;1;187,0;276,0;4,0;190,0;289,0;89,0;-0,07732
27;264,0;-0,07562161146183594;61,40381984310716;41,43971441718247;1;187,0;276,0;4,0;186,0;276,0;85,0;-0,07562
