;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;return_ann;sharpe_ratio;max_drawdown;trades;cenario
0;28;1;50;2;2;3;6;0,02;0,05;NEM;39,64184037408213;1,149055055987168;-23,317849977561607;79,0;Media_dos_resultados_por_ativo
