;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;cenario;return_ann;sharpe_ratio;max_drawdown;trades;min_return_ann;min_sharpe_ratio;min_max_drawdown;min_trades;max_return_ann;max_sharpe_ratio;max_max_drawdown;max_trades;Pontos_return_ann;Pontos_sharpe_ratio;Pontos_max_drawdown;Pontos_trades;Pontos_ponderados
0;42;2;50;2;2;3;6;0,01;0,05;ED;in_sample_1_2x;19,826763646501135;1,287886072757684;-10,202700603217496;88,0;10,720953808426836;0,6817895743496769;-19,116361898293643;61,0;23,398994605165303;1,4421721857325032;-9,771508260017846;88,0;7,182347796527714;7,970941067494487;9,538577745687189;10,0;8,146786181465615
27;42;2;50;2;2;3;6;0,01;0,05;ED;in_sample_2_2x;23,178312362079723;1,616710585705369;-7,9435107513927345;82,0;13,06906214889565;0,9517442000418972;-14,842720261621745;51,0;24,776223181420587;1,6341838233068036;-7,308028726780835;87,0;8,635099649777144;9,743959216233083;9,156591850278955;8,61111111111111;9,022988620455381
54;42;2;50;2;2;3;6;0,01;0,05;ED;in_sample_3_2x;14,820220016422336;1,1671836523108579;-9,017398129850429;44,0;12,01575511595916;0,9410982421194832;-12,156373621105644;33,0;19,573205372627367;1,4315063098787282;-9,017398129850429;45,0;3,710861210086957;4,610148671174926;10,0;9,166666666666666;5,645649662753913
81;42;2;50;2;2;3;6;0,01;0,05;ED;out_of_sample_val_1;9,210697563837877;1,0937983742298591;-3,3843083504947358;12,0;-0,6549395647314937;-0,08648305416036818;-5,66067642909055;10,0;9,210697563837877;1,0937983742298591;-3,3843083504947358;12,0;10,0;10,0;10,0;10,0;10,0
108;42;2;50;2;2;3;6;0,01;0,05;ED;out_of_sample_val_2;26,647898334206864;1,5439426640602607;-9,24775207665629;38,0;10,417301777283527;0,6431050268976781;-19,220912825753533;22,0;30,224787914931483;1,5902312551496773;-7,410410049845861;38,0;8,194172871878957;9,511273263175848;8,444315147566423;10,0;8,86419718422214
1;42;2;50;2;2;3;6;0,01;0,06;ED;in_sample_1_2x;19,438718744059223;1,2097663387399893;-10,202702241604733;82,0;10,720953808426836;0,6817895743496769;-19,116361898293643;61,0;23,398994605165303;1,4421721857325032;-9,771508260017846;88,0;6,876271401394375;6,9435670475175355;9,53857599243636;7,777777777777778;7,404614581347476
28;42;2;50;2;2;3;6;0,01;0,06;ED;in_sample_2_2x;20,584673011223643;1,3916924301338596;-9,757153445958311;78,0;13,06906214889565;0,9517442000418972;-14,842720261621745;51,0;24,776223181420587;1,6341838233068036;-7,308028726780835;87,0;6,419669842627138;6,446698214666608;6,749535521324845;7,5;6,628848782648496
55;42;2;50;2;2;3;6;0,01;0,06;ED;in_sample_3_2x;13,673910439115833;1,0531837751737196;-9,017398129850429;41,0;12,01575511595916;0,9410982421194832;-12,156373621105644;33,0;19,573205372627367;1,4315063098787282;-9,017398129850429;45,0;2,1940671348694942;2,2855564666049157;10,0;6,666666666666667;3,9742830006407117
82;42;2;50;2;2;3;6;0,01;0,06;ED;out_of_sample_val_1;8,356926165241108;1,0113800784340816;-3,3843134340312386;12,0;-0,6549395647314937;-0,08648305416036818;-5,66067642909055;10,0;9,210697563837877;1,0937983742298591;-3,3843083504947358;12,0;9,13460084992952;9,301706408206499;9,999977668213894;10,0;9,429599004916493
109;42;2;50;2;2;3;6;0,01;0,06;ED;out_of_sample_val_2;24,592139207544573;1,4013554792400889;-9,47751696152187;35,0;10,417301777283527;0,6431050268976781;-19,220912825753533;22,0;30,224787914931483;1,5902312551496773;-7,410410049845861;38,0;7,156303092556016;8,005801441501895;8,249772299370088;8,125;7,6936120657202745
