;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ind;start_date;end_date;final_balance;return_%;return_ann_%;sharpe_ratio;sortino_ratio;volatility;max_drawdown_%;trades;win_rate_%;profit_factor;avg_trade_return
0;28;3;50;2;3;4;6;0,01;0,05;5;2007-03-03;2015-09-03;39301733,88729762;293,0173388729762;17,471033456850215;1,28136181356103;2,7821809062794918;13,634738660032719;-13,062190624337921;57;61,40350877192983;4,422791070206767;2,4302615702991526
1;28;3;50;2;3;4;6;0,01;0,07;5;2007-03-03;2015-09-03;47830205,2675873;378,30205267587297;20,216746431184028;1,2363962807149285;2,85121948092269;16,35134846854601;-11,919814850856369;52;57,692307692307686;5,43126096217863;3,055506621657833
2;28;3;50;2;3;4;6;0,01;0,09;5;2007-03-03;2015-09-03;33659789,45157317;236,5978945157317;15,34880650316721;0,8670384755780588;1,6633905560114666;17,70256676664099;-13,649336251836509;47;48,93617021276596;3,5004659506762916;2,6160145705517612
3;28;3;50;2;3;4;6;0,01;0,11;5;2007-03-03;2015-09-03;24096780,743254688;140,96780743254686;10,901228235154402;0,6398654345005392;1,1424315346658693;17,036751240772354;-15,05140084995178;46;41,30434782608695;2,4361881262772505;1,9303377986654269
4;28;3;50;2;3;4;6;0,01;0,13;5;2007-03-03;2015-09-03;26640369,672155794;166,40369672155794;12,218267235173986;0,6892022140170074;1,2468910087306482;17,72813114450105;-15,051401441779866;44;43,18181818181818;2,7194757009548143;2,2518977568947607
5;28;3;50;2;3;4;6;0,02;0,05;5;2007-03-03;2015-09-03;39185157,729779065;291,85157729779064;17,429986695265654;1,2174630832510445;2,610568374725663;14,316644943944915;-14,275135909218239;56;66,07142857142857;3,746062372179206;2,4687557443507924
6;28;3;50;2;3;4;6;0,02;0,07;5;2007-03-03;2015-09-03;50186389,914585374;401,8638991458538;20,89876854487247;1,2232252403204056;2,8051081835866554;17,084971643814633;-13,14869478975369;51;62,745098039215684;4,712791640660797;3,2136146354777573
7;28;3;50;2;3;4;6;0,02;0,09;5;2007-03-03;2015-09-03;32541972,714266796;225,41972714266794;14,89139824399086;0,8117508860199241;1,5252422562488002;18,34478840793696;-14,606857204462164;46;52,17391304347826;3,009297435542345;2,5982826245586788
8;28;3;50;2;3;4;6;0,02;0,11;5;2007-03-03;2015-09-03;28100037,680110008;181,0003768011001;12,924726483721471;0,6897016498044858;1,2760992953584394;18,739590498856032;-16,236592311587504;45;46,666666666666664;2,5213658997448865;2,322529694529618
9;28;3;50;2;3;4;6;0,02;0,13;5;2007-03-03;2015-09-03;32652372,494439013;226,52372494439015;14,937185414370568;0,7649947362430297;1,4444322565316021;19,525866919985187;-16,236594100693956;43;48,837209302325576;2,934807226219993;2,790153452999955
10;28;3;50;2;3;4;6;0,03;0,05;5;2007-03-03;2015-09-03;32345589,36820601;223,4558936820601;14,8096104522764;1,0226024889879237;2,0418569324750564;14,482274991266223;-15,609377649626522;54;68,51851851851852;2,7595952197246483;2,1976772793980803
11;28;3;50;2;3;4;6;0,03;0,07;5;2007-03-03;2015-09-03;46592135,03962324;365,92135039623236;19,84640555972188;1,1251943379742644;2,489475713279061;17,638202477495767;-14,500468159263868;50;66,0;3,6192163666524992;3,1255452035153564
12;28;3;50;2;3;4;6;0,03;0,09;5;2007-03-03;2015-09-03;29970452,165147923;199,70452165147924;13,784096182340777;0,7346108459146412;1,3556515837514154;18,76380706737133;-18,0968996142737;45;55,55555555555556;2,48935135955694;2,469163942950381
13;28;3;50;2;3;4;6;0,03;0,11;5;2007-03-03;2015-09-03;22295549,167868033;122,95549167868035;9,892193958496964;0,5174105477410388;0,9167853625799027;19,118655392096787;-20,951270827790715;43;48,837209302325576;1,943152052578209;1,8821514762445535
14;28;3;50;2;3;4;6;0,03;0,13;5;2007-03-03;2015-09-03;25853348,96101702;158,5334896101702;11,823064324355247;0,595273349004023;1,0768022747772512;19,861571736979183;-20,951271072137136;41;51,21951219512195;2,1982843044296603;2,3437660223482037
15;28;3;70;2;3;4;6;0,01;0,05;5;2007-03-03;2015-09-03;47137316,35246348;371,3731635246348;20,01054127479387;1,4222031371225483;3,6346691297340072;14,070100643484661;-9,259760251552818;56;64,28571428571429;6,225521777649622;2,807400405347127
16;28;3;70;2;3;4;6;0,01;0,07;5;2007-03-03;2015-09-03;40902311,11998632;309,0231111998632;18,024001530541156;1,1000906705303928;2,3624589164391177;16,384105431828765;-13,264527784626011;52;59,61538461538461;4,086454506557051;2,745873904943852
17;28;3;70;2;3;4;6;0,01;0,09;5;2007-03-03;2015-09-03;27539076,85402099;175,3907685402099;12,657147431760718;0,7037528158468934;1,2167872305370093;17,985217460947784;-17,473216553214087;49;48,97959183673469;2,545459540242258;2,0889090305308278
18;28;3;70;2;3;4;6;0,01;0,11;5;2007-03-03;2015-09-03;27067464,26536449;170,67464265364492;12,428440076685089;0,6754535235583311;1,1585287584858446;18,40014100631424;-17,473221200954512;48;43,75;2,5585578599032233;2,0961413863882727
19;28;3;70;2;3;4;6;0,01;0,13;5;2007-03-03;2015-09-03;23526547,803314026;135,26547803314025;10,589203467947028;0,5391263039244356;0,8737190570902498;19,641414991005927;-17,557710689085184;47;42,5531914893617;2,2984408107508565;1,836976831249748
20;28;3;70;2;3;4;6;0,02;0,05;5;2007-03-03;2015-09-03;46907159,12249382;369,0715912249382;19,94145406894665;1,3784276834956295;3,493342825358835;14,466811939220516;-10,52949232282967;55;69,0909090909091;5,2971278482299295;2,850013598156109
21;28;3;70;2;3;4;6;0,02;0,07;5;2007-03-03;2015-09-03;42145133,13498589;321,45133134985883;18,440354245372404;1,1059777829460193;2,4034965855311112;16,67334961851801;-12,862167148620617;51;62,745098039215684;4,003171962559112;2,8608144857155793
