;indice_original_upper_pivot;resist_slope;resist_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;resist_slope_rounded
0;138,0;-0,04598582959575381;63,84603382373328;57,49998933951925;1;138,0;187,0;3,0;138,0;187,0;30,0;-0,04599
1;202,0;-0,05864041033392997;71,15570531731224;59,31034242985839;1;38,0;238,0;5,0;180,0;251,0;40,0;-0,05864
2;218,0;-0,05864041033392997;71,15570531731224;58,37209586451551;1;38,0;234,0;5,0;184,0;237,0;43,0;-0,05864
3;267,0;-0,24660874475007985;140,798483696091;74,95394884781967;1;256,0;310,0;3,0;267,0;316,0;64,0;-0,24661
4;303,0;-0,3597157739536154;170,998060493435;62,00418098548952;1;256,0;303,0;3,0;256,0;305,0;62,0;-0,35972
5;310,0;-0,2708053648875946;148,29943593872056;64,34977282356624;1;256,0;351,0;4,0;310,0;359,0;71,0;-0,27081
6;310,0;0,2210502154746476;-4,175793973574514;64,34977282356624;1;285,0;324,0;3,0;285,0;334,0;68,0;0,22105
7;335,0;0,32011035624760337;-57,96956516266663;49,2674041802805;1;335,0;376,0;3,0;335,0;384,0;74,0;0,32011
8;351,0;-0,2708053648875946;148,29943593872056;53,24675286317486;1;256,0;351,0;4,0;301,0;352,0;69,0;-0,27081
9;376,0;-0,009574063589374108;65,99177669603691;62,39192878643224;1;303,0;400,0;5,0;350,0;400,0;75,0;-0,00957
10;376,0;0,36580703693029504;-75,1515170993587;62,39192878643224;1;335,0;400,0;3,0;350,0;400,0;76,0;0,36581
11;412,0;0,12484314691031594;16,971906937762228;68,4072834648124;1;324,0;434,0;4,0;384,0;434,0;83,0;0,12484
12;412,0;0,16709318551055988;-0,4351089655382765;68,4072834648124;1;324,0;412,0;3,0;376,0;425,0;80,0;0,16709
13;412,0;0,23271594030179976;-27,4716839395291;68,4072834648124;1;385,0;444,0;3,0;400,0;449,0;89,0;0,23272
