;ponto;evento;reta;x_rompimento;y_rompimento;inicio_janela;fim_janela
0;113,0;2,0;1,0;113,0;52,669322709163346;49,0;99,0
5;181,0;2,0;2,0;181,0;55,98669623059866;120,0;170,0
9;193,0;2,0;5,0;193,0;56,03820086260012;128,0;178,0
14;197,0;2,0;0,0;197,0;50,92071611253197;73,0;123,0
27;221,0;2,0;7,0;219,0;44,14161996943454;154,0;204,0
33;300,0;2,0;13,0;300,0;45,03370874256391;196,0;246,0
34;301,0;2,0;12,0;301,0;41,49788633679539;203,0;253,0
40;304,0;2,0;11,0;304,0;36,55403597341792;208,0;258,0
52;307,0;2,0;15,0;307,0;34,10442506643996;233,0;283,0
87;360,0;2,0;22,0;360,0;33,99653487296935;283,0;333,0
123;410,0;2,0;26,0;410,0;30,3949023380261;341,0;391,0
133;428,0;2,0;24,0;428,0;28,7414361913891;317,0;367,0
138;430,0;2,0;30,0;430,0;23,805701892815733;367,0;417,0
147;433,0;2,0;29,0;433,0;14,042665479368281;367,0;417,0
176;507,0;2,0;31,0;505,0;51,099932097924764;453,0;503,0
184;524,0;2,0;34,0;524,0;34,85342341317501;469,0;519,0
202;534,0;2,0;33,0;531,0;27,220308702181697;480,0;530,0
191;532,0;2,0;32,0;532,0;18,47588668679421;469,0;519,0
219;576,0;2,0;36,0;576,0;61,4740362956956;519,0;569,0
229;607,0;2,0;37,0;607,0;32,091098596193504;550,0;600,0
249;696,0;2,0;44,0;696,0;33,6520080883613;608,0;658,0
267;766,0;2,0;51,0;766,0;61,450381071568565;706,0;756,0
287;842,0;2,0;57,0;838,0;73,22580273019983;788,0;838,0
288;847,0;2,0;56,0;847,0;76,2569819008352;793,0;843,0
289;853,0;2,0;53,0;848,0;70,97203594780393;799,0;849,0
290;861,0;2,0;54,0;861,0;67,38882761232017;805,0;855,0
309;887,0;2,0;47,0;886,0;43,18181695031708;673,0;723,0
322;943,0;2,0;63,0;940,0;63,599177617016196;889,0;939,0
328;973,0;2,0;62,0;973,0;59,846153236705085;914,0;964,0
341;1024,0;2,0;64,0;1022,0;64,88094404621836;925,0;975,0
368;1039,0;2,0;71,0;1039,0;42,64944096852568;958,0;1008,0
382;1053,0;2,0;72,0;1050,0;32,707366196520965;999,0;1049,0
379;1051,0;2,0;69,0;1051,0;28,27142079985653;935,0;985,0
388;1092,0;2,0;75,0;1090,0;48,76033204409994;1027,0;1077,0
394;1141,0;2,0;77,0;1141,0;52,062867522724694;1051,0;1101,0
413;1153,0;2,0;80,0;1151,0;48,512583814808146;1099,0;1149,0
423;1211,0;2,0;90,0;1211,0;53,98496234131891;1153,0;1203,0
431;1257,0;2,0;86,0;1257,0;58,83495062929547;1130,0;1180,0
477;1301,0;2,0;100,0;1301,0;70,36011643809742;1239,0;1289,0
483;1302,0;2,0;99,0;1302,0;69,20981577842636;1245,0;1295,0
505;1310,0;2,0;94,0;1310,0;67,51208938282383;1210,0;1260,0
519;1323,0;2,0;87,0;1323,0;52,92682892789704;1155,0;1205,0
535;1341,0;2,0;101,0;1340,0;38,10974537154819;1284,0;1334,0
542;1397,0;2,0;93,0;1397,0;57,36925819245602;1180,0;1230,0
553;1414,0;2,0;113,0;1413,0;40,569404378075674;1360,0;1410,0
