;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;49;3;80;2;3;4;6;0,04;0,05;WY;5,568119530497924
1;49;3;80;2;3;4;6;0,04;0,06;WY;6,770596363020647
2;49;3;80;2;3;4;6;0,04;0,07;WY;5,108424980080278
3;49;3;80;2;3;4;6;0,05;0,05;WY;6,503128653699058
4;49;3;80;2;3;4;6;0,05;0,06;WY;8,331547135213096
5;49;3;80;2;3;4;6;0,05;0,07;WY;5,644880107009444
6;49;3;80;2;3;4;6;0,06;0,05;WY;6,13095791101063
7;49;3;80;2;3;4;6;0,06;0,06;WY;8,020668782217001
8;49;3;80;2;3;4;6;0,06;0,07;WY;5,111223391189538
9;49;3;90;2;3;4;6;0,04;0,05;WY;5,35083299931642
10;49;3;90;2;3;4;6;0,04;0,06;WY;5,54465395085181
11;49;3;90;2;3;4;6;0,04;0,07;WY;4,467771109300049
12;49;3;90;2;3;4;6;0,05;0,05;WY;6,317053119482841
13;49;3;90;2;3;4;6;0,05;0,06;WY;6,301293370250552
14;49;3;90;2;3;4;6;0,05;0,07;WY;5,177333465578755
15;49;3;90;2;3;4;6;0,06;0,05;WY;6,089141277589606
16;49;3;90;2;3;4;6;0,06;0,06;WY;6,063495496360655
17;49;3;90;2;3;4;6;0,06;0,07;WY;4,7441670556816415
18;49;3;100;2;3;4;6;0,04;0,05;WY;5,0333971818792
19;49;3;100;2;3;4;6;0,04;0,06;WY;4,796446610367709
20;49;3;100;2;3;4;6;0,04;0,07;WY;2,651967985365688
21;49;3;100;2;3;4;6;0,05;0,05;WY;6,308934056706242
22;49;3;100;2;3;4;6;0,05;0,06;WY;6,295712448002284
23;49;3;100;2;3;4;6;0,05;0,07;WY;4,137004047448583
24;49;3;100;2;3;4;6;0,06;0,05;WY;4,776238736306754
25;49;3;100;2;3;4;6;0,06;0,06;WY;4,807477178017697
26;49;3;100;2;3;4;6;0,06;0,07;WY;1,8749748520523315
