;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;return_ann;sharpe_ratio;max_drawdown;trades;cenario
0;63;1;lookback duplo [50, 90];2;2;3;6;0,01;0,05;AEP;27,046828991642236;1,2714006249660206;-10,095239625068874;61,0;Media_dos_resultados_por_ativo
