;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;49;3;50;2;2;3;6;0,01;0,05;CL;5,166157977283414
1;49;3;50;2;2;3;6;0,01;0,06;CL;5,464959836396568
2;49;3;50;2;2;3;6;0,01;0,07;CL;5,554982365164375
3;49;3;50;2;2;3;6;0,02;0,05;CL;5,539776758855578
4;49;3;50;2;2;3;6;0,02;0,06;CL;5,943253678750136
5;49;3;50;2;2;3;6;0,02;0,07;CL;6,240653606696293
6;49;3;50;2;2;3;6;0,03;0,05;CL;6,106093375225446
7;49;3;50;2;2;3;6;0,03;0,06;CL;6,581862231627397
8;49;3;50;2;2;3;6;0,03;0,07;CL;6,597961421041947
9;49;3;60;2;2;3;6;0,01;0,05;CL;3,3825429748848705
10;49;3;60;2;2;3;6;0,01;0,06;CL;3,914412171635491
11;49;3;60;2;2;3;6;0,01;0,07;CL;3,988970891188231
12;49;3;60;2;2;3;6;0,02;0,05;CL;2,1874364170195513
13;49;3;60;2;2;3;6;0,02;0,06;CL;2,4952591609486583
14;49;3;60;2;2;3;6;0,02;0,07;CL;2,5345960926240187
15;49;3;60;2;2;3;6;0,03;0,05;CL;1,9890936726562245
16;49;3;60;2;2;3;6;0,03;0,06;CL;2,4871658748892522
17;49;3;60;2;2;3;6;0,03;0,07;CL;2,271139001726776
18;49;3;70;2;2;3;6;0,01;0,05;CL;4,259837296380375
19;49;3;70;2;2;3;6;0,01;0,06;CL;4,288599426986991
20;49;3;70;2;2;3;6;0,01;0,07;CL;4,336858115424954
21;49;3;70;2;2;3;6;0,02;0,05;CL;5,155023693110338
22;49;3;70;2;2;3;6;0,02;0,06;CL;5,440434450478777
23;49;3;70;2;2;3;6;0,02;0,07;CL;5,357511273649097
24;49;3;70;2;2;3;6;0,03;0,05;CL;5,9519989066186065
25;49;3;70;2;2;3;6;0,03;0,06;CL;6,4699043898705
26;49;3;70;2;2;3;6;0,03;0,07;CL;6,252569867482592
