indice;indice_original_lower_pivot;valor_rsi;support_slope;support_intercept;inicio_janela;fim_janela;mapeado;x_min;x_max;num_zeros
0,0;70,0;28,291798701984078;0,18354155375086878;15,443889939423263;18,0;117,0;0,0;0,0;0,0;0,0
1,0;70,0;28,291798701984078;-0,09981122137693826;35,27858419836976;18,0;117,0;0,0;0,0;0,0;0,0
2,0;70,0;28,291798701984078;0,18354155375086878;15,443889939423263;23,0;122,0;0,0;0,0;0,0;0,0
3,0;70,0;28,291798701984078;-0,09981122137693826;35,27858419836976;23,0;122,0;0,0;0,0;0,0;0,0
4,0;70,0;28,291798701984078;0,18354155375086878;15,443889939423263;28,0;127,0;0,0;0,0;0,0;0,0
5,0;70,0;28,291798701984078;-0,23583981639853055;44,800585849881216;28,0;127,0;0,0;0,0;0,0;0,0
6,0;35,0;36,54619227593265;-0,23935975214445002;44,9237836009884;35,0;134,0;1,0;35,0;128,0;3,0
7,0;70,0;28,291798701984078;-0,2414838513014704;45,19566829308701;43,0;142,0;0,0;0,0;0,0;0,0
8,0;70,0;28,291798701984078;-0,9019647399101631;91,4293304956955;43,0;142,0;0,0;0,0;0,0;0,0
9,0;128,0;14,285735326498795;-0,2414838513014704;45,19566829308701;53,0;152,0;0,0;0,0;0,0;0,0
10,0;128,0;14,285735326498795;-0,2414838513014704;45,19566829308701;70,0;169,0;0,0;0,0;0,0;0,0
11,0;128,0;14,285735326498795;-0,6116672686051207;92,57914570795424;71,0;170,0;0,0;0,0;0,0;0,0
12,0;128,0;14,285735326498795;0,17633993123746947;-8,285775871897297;79,0;178,0;0,0;0,0;0,0;0,0
13,0;128,0;14,285735326498795;-0,6116672686051207;92,57914570795424;79,0;178,0;0,0;0,0;0,0;0,0
14,0;128,0;14,285735326498795;0,17633993123746947;-8,285775871897297;95,0;194,0;0,0;0,0;0,0;0,0
15,0;128,0;14,285735326498795;-0,6116672686051207;92,57914570795424;95,0;194,0;0,0;0,0;0,0;0,0
16,0;128,0;14,285735326498795;0,17633993123746947;-8,285775871897297;97,0;196,0;0,0;0,0;0,0;0,0
17,0;128,0;14,285735326498795;-0,6116672686051207;92,57914570795424;97,0;196,0;0,0;0,0;0,0;0,0
18,0;128,0;14,285735326498795;0,04783722818429332;8,162570118909251;106,0;205,0;0,0;0,0;0,0;0,0
19,0;128,0;14,285735326498795;-1,79794843327629;244,4231347858639;106,0;205,0;0,0;0,0;0,0;0,0
20,0;128,0;14,285735326498795;0,04783722818429332;8,162570118909251;108,0;207,0;0,0;0,0;0,0;0,0
21,0;128,0;14,285735326498795;-1,79794843327629;244,4231347858639;108,0;207,0;0,0;0,0;0,0;0,0
22,0;195,0;17,490829614846447;1,5143067685189053;-277,79899024634005;116,0;215,0;0,0;0,0;0,0;0,0
23,0;195,0;17,490829614846447;0,04783722818429332;8,16257011890925;116,0;215,0;0,0;0,0;0,0;0,0
24,0;128,0;14,285735326498795;0,04783722818429332;8,162570118909251;125,0;224,0;0,0;0,0;0,0;0,0
25,0;128,0;14,285735326498795;0,04783722818429332;8,162570118909251;128,0;227,0;0,0;0,0;0,0;0,0
26,0;195,0;17,490829614846447;0,45434854813477493;-71,10713727143467;131,0;230,0;0,0;0,0;0,0;0,0
27,0;195,0;17,490829614846447;-0,18239678145264726;53,058201998112665;131,0;230,0;0,0;0,0;0,0;0,0
28,0;195,0;17,490829614846447;0,45434854813477493;-71,10713727143467;144,0;243,0;0,0;0,0;0,0;0,0
29,0;195,0;17,490829614846447;-0,18239678145264726;53,058201998112665;144,0;243,0;0,0;0,0;0,0;0,0
30,0;195,0;17,490829614846447;0,45434854813477493;-71,10713727143467;150,0;249,0;0,0;0,0;0,0;0,0
31,0;195,0;17,490829614846447;-0,18239678145264726;53,058201998112665;150,0;249,0;0,0;0,0;0,0;0,0
32,0;195,0;17,490829614846447;0,22977062775546167;-27,31444279746858;164,0;263,0;0,0;0,0;0,0;0,0
33,0;195,0;17,490829614846447;-0,18239678145264726;53,058201998112665;164,0;263,0;0,0;0,0;0,0;0,0
34,0;195,0;17,490829614846447;0,22977062775546167;-27,31444279746858;171,0;270,0;0,0;0,0;0,0;0,0
