indice;indice_original_upper_pivot;valor_rsi;resist_slope;resist_intercept;inicio_janela;fim_janela;mapeado;x_min;x_max;num_zeros
1,0;84,0;83,07693549162106;0,2643416258925453;60,872238916647255;22,0;121,0;1,0;38,0;113,0;4,0
3,0;84,0;83,07693549162106;0,2643416258925453;60,872238916647255;27,0;126,0;1,0;38,0;113,0;4,0
5,0;84,0;83,07693549162106;0,2643416258925453;60,872238916647255;38,0;137,0;1,0;38,0;113,0;4,0
7,0;84,0;83,07693549162106;0,2739400751454672;60,06596917940181;47,0;146,0;1,0;47,0;113,0;3,0
22,0;157,0;78,66925408922502;0,4073806612046411;14,710490280096366;113,0;212,0;1,0;113,0;185,0;3,0
30,0;157,0;78,66925408922502;-0,16454628233942195;104,50302041651426;157,0;256,0;1,0;157,0;255,0;3,0
32,0;245,0;64,18918124335589;0,12716747746043353;33,033149265549675;178,0;277,0;1,0;185,0;255,0;3,0
34,0;245,0;64,18918124335589;0,12716747746043353;33,033149265549675;185,0;284,0;1,0;185,0;278,0;3,0
36,0;311,0;76,98542423752028;0,18297878494969724;20,07902211816443;213,0;312,0;1,0;213,0;311,0;3,0
77,0;548,0;88,44760545322214;-0,170336469004992;181,79199046795776;486,0;585,0;1,0;548,0;580,0;3,0
79,0;548,0;88,44760545322214;-0,170336469004992;181,79199046795776;494,0;593,0;1,0;548,0;580,0;3,0
81,0;548,0;88,44760545322214;-0,170336469004992;181,79199046795776;505,0;604,0;1,0;548,0;594,0;3,0
83,0;556,0;87,0849137011822;-0,24638906396851232;224,07723326767507;509,0;608,0;1,0;548,0;605,0;3,0
84,0;556,0;87,0849137011822;-0,170336469004992;181,79199046795776;509,0;608,0;1,0;548,0;605,0;3,0
86,0;580,0;81,1715761659379;-0,24638906396851232;224,07723326767507;521,0;620,0;1,0;548,0;605,0;3,0
88,0;580,0;81,1715761659379;-0,24638906396851232;224,07723326767507;537,0;636,0;1,0;548,0;621,0;3,0
89,0;645,0;70,15985814478366;-0,19016916355503985;192,81896863778434;545,0;644,0;1,0;548,0;621,0;3,0
90,0;645,0;70,15985814478366;-0,19016916355503985;192,81896863778434;548,0;647,0;1,0;548,0;645,0;4,0
95,0;689,0;81,22451839424525;0,25146955112412717;-92,03800233027837;594,0;693,0;1,0;645,0;689,0;3,0
96,0;645,0;70,15985814478366;0,25146955112412717;-92,03800233027836;604,0;703,0;1,0;645,0;689,0;3,0
97,0;645,0;70,15985814478366;0,6410236129601795;-343,30037221453216;604,0;703,0;1,0;605,0;689,0;3,0
98,0;645,0;70,15985814478366;0,25146955112412717;-92,03800233027836;605,0;704,0;1,0;645,0;704,0;4,0
99,0;645,0;70,15985814478366;0,6410236129601795;-343,30037221453216;605,0;704,0;1,0;605,0;704,0;3,0
100,0;645,0;70,15985814478366;0,25146955112412717;-92,03800233027836;619,0;718,0;1,0;645,0;704,0;4,0
102,0;645,0;70,15985814478366;0,25146955112412717;-92,03800233027836;621,0;720,0;1,0;645,0;719,0;4,0
110,0;761,0;88,58691539570702;0,07546089782078107;31,161172154092633;673,0;772,0;1,0;689,0;761,0;3,0
112,0;761,0;88,58691539570702;0,07546089782078107;31,161172154092633;683,0;782,0;1,0;689,0;761,0;3,0
114,0;761,0;88,58691539570702;0,07546089782078107;31,161172154092633;689,0;788,0;1,0;689,0;783,0;3,0
147,0;885,0;64,21404287581083;0,13699057741409668;-57,02261813566473;853,0;952,0;1,0;885,0;934,0;3,0
157,0;960,0;77,17121247510212;0,20549383572828236;-120,10286982404895;887,0;986,0;1,0;891,0;972,0;5,0
159,0;960,0;77,17121247510212;0,20549383572828236;-120,10286982404895;891,0;990,0;1,0;891,0;987,0;5,0
161,0;960,0;77,17121247510212;0,21775446686318803;-131,8730757135584;897,0;996,0;1,0;898,0;987,0;4,0
163,0;960,0;77,17121247510212;0,21775446686318803;-131,8730757135584;898,0;997,0;1,0;898,0;997,0;4,0
165,0;960,0;77,17121247510212;0,22693256271748785;-140,6840477336862;913,0;1012,0;1,0;923,0;997,0;3,0
171,0;960,0;77,17121247510212;0,25494574708060086;-167,5767047222747;934,0;1033,0;1,0;934,0;1031,0;3,0
