;indice_original_upper_pivot;resist_slope;resist_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;resist_slope_rounded
0;84,0;0,2643416258925453;60,872238916647255;83,07693549162106;1;38,0;113,0;4,0;22,0;137,0;1,0;0,26434
1;84,0;0,2739400751454672;60,06596917940181;83,07693549162106;1;47,0;113,0;3,0;47,0;146,0;7,0;0,27394
2;157,0;-0,16454628233942195;104,50302041651426;78,66925408922502;1;157,0;255,0;3,0;157,0;256,0;30,0;-0,16455
3;157,0;0,4073806612046411;14,710490280096366;78,66925408922502;1;113,0;185,0;3,0;113,0;212,0;22,0;0,40738
4;245,0;0,12716747746043353;33,033149265549675;64,18918124335589;1;185,0;278,0;3,0;178,0;284,0;32,0;0,12717
5;311,0;0,18297878494969724;20,07902211816443;76,98542423752028;1;213,0;311,0;3,0;213,0;312,0;36,0;0,18298
6;548,0;-0,170336469004992;181,79199046795776;88,44760545322214;1;548,0;594,0;3,0;486,0;604,0;77,0;-0,17034
7;556,0;-0,24638906396851232;224,07723326767507;87,0849137011822;1;548,0;605,0;3,0;509,0;608,0;83,0;-0,24639
8;556,0;-0,170336469004992;181,79199046795776;87,0849137011822;1;548,0;605,0;3,0;509,0;608,0;84,0;-0,17034
9;580,0;-0,24638906396851232;224,07723326767507;81,1715761659379;1;548,0;621,0;3,0;521,0;636,0;86,0;-0,24639
10;645,0;-0,19016916355503985;192,81896863778434;70,15985814478366;1;548,0;645,0;4,0;545,0;647,0;89,0;-0,19017
11;645,0;0,25146955112412717;-92,03800233027836;70,15985814478366;1;645,0;719,0;4,0;604,0;720,0;96,0;0,25147
12;645,0;0,6410236129601795;-343,30037221453216;70,15985814478366;1;605,0;704,0;3,0;604,0;704,0;97,0;0,64102
13;689,0;0,25146955112412717;-92,03800233027837;81,22451839424525;1;645,0;689,0;3,0;594,0;693,0;95,0;0,25147
14;761,0;0,07546089782078107;31,161172154092633;88,58691539570702;1;689,0;783,0;3,0;673,0;788,0;110,0;0,07546
15;885,0;0,13699057741409668;-57,02261813566473;64,21404287581083;1;885,0;934,0;3,0;853,0;952,0;147,0;0,13699
16;960,0;0,20549383572828236;-120,10286982404895;77,17121247510212;1;891,0;987,0;5,0;887,0;990,0;157,0;0,20549
17;960,0;0,21775446686318803;-131,8730757135584;77,17121247510212;1;898,0;997,0;4,0;897,0;997,0;161,0;0,21775
18;960,0;0,22693256271748785;-140,6840477336862;77,17121247510212;1;923,0;997,0;3,0;913,0;1012,0;165,0;0,22693
19;960,0;0,25494574708060086;-167,5767047222747;77,17121247510212;1;934,0;1031,0;3,0;934,0;1033,0;171,0;0,25495
