;indice_original_lower_pivot;support_slope;support_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;support_slope_rounded
0;35,0;-0,23935975214445002;44,9237836009884;36,54619227593265;1;35,0;128,0;3,0;35,0;134,0;6,0;-0,23936
1;195,0;0,2264313617166931;-26,663285919908702;17,490829614846447;1;195,0;284,0;4,0;192,0;294,0;41,0;0,22643
2;195,0;0,22977062775546167;-27,31444279746858;17,490829614846447;1;195,0;272,0;3,0;179,0;283,0;38,0;0,22977
3;292,0;-0,13873120270912387;62,335806668442565;21,826295477378395;1;206,0;292,0;3,0;206,0;305,0;43,0;-0,13873
4;292,0;0,11930474114256075;-13,010688936249345;21,826295477378395;1;292,0;370,0;3,0;278,0;377,0;63,0;0,1193
5;378,0;-0,05131760542594778;48,35329538743404;28,955240536425777;1;350,0;442,0;3,0;308,0;449,0;68,0;-0,05132
6;464,0;-0,82688729077055;414,0757220418744;30,400019124339238;1;428,0;523,0;3,0;423,0;527,0;91,0;-0,82689
7;523,0;-0,2644487393024108;166,96166859053335;28,654977935372514;1;471,0;552,0;3,0;471,0;570,0;100,0;-0,26445
8;670,0;-0,036326299941776136;43,59900418841988;19,26038322742987;1;608,0;694,0;3,0;591,0;707,0;124,0;-0,03633
9;909,0;0,028944251850497378;-8,736070544729142;17,574254387372974;1;857,0;946,0;3,0;815,0;956,0;167,0;0,02894
10;946,0;-0,2997069777648246;316,36303606585307;32,84023510032901;1;915,0;1008,0;3,0;915,0;1014,0;189,0;-0,29971
11;1008,0;-0,1689860165792842;209,9752219326056;39,637317220687116;1;1008,0;1085,0;3,0;1004,0;1107,0;199,0;-0,16899
12;1052,0;-0,11099509721846283;150,6466356550171;33,87979338119419;1;983,0;1052,0;3,0;967,0;1082,0;196,0;-0,111
13;1149,0;-0,010611190697141247;34,83377142505407;22,641513314038775;1;1149,0;1223,0;3,0;1140,0;1239,0;215,0;-0,01061
14;1149,0;0,023970769312618996;-4,90090062616045;22,641513314038775;1;1149,0;1215,0;3,0;1123,0;1222,0;213,0;0,02397
15;1223,0;-0,06510421196933999;101,47873644095313;21,856285202450323;1;1194,0;1289,0;3,0;1158,0;1293,0;218,0;-0,0651
16;1223,0;-0,010611190697141247;34,83377142505407;21,856285202450323;1;1149,0;1223,0;3,0;1149,0;1248,0;217,0;-0,01061
17;1323,0;-0,5964143655102118;814,9686011182272;25,912395548216963;1;1289,0;1387,0;3,0;1287,0;1388,0;247,0;-0,59641
18;1323,0;0,33019796390664485;-410,9395107002742;25,912395548216963;1;1323,0;1387,0;4,0;1281,0;1403,0;244,0;0,3302
