;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ativo;media_pontos_ponderados
0;28;3;50;2;2;3;6;0,01;0,05;EURUSD=X;6,808961464956932
1;28;3;50;2;2;3;6;0,01;0,06;EURUSD=X;6,654353791261542
2;28;3;50;2;2;3;6;0,01;0,07;EURUSD=X;6,471461701908426
3;28;3;50;2;2;3;6;0,02;0,05;EURUSD=X;5,275703739589382
4;28;3;50;2;2;3;6;0,02;0,06;EURUSD=X;5,687378315776882
5;28;3;50;2;2;3;6;0,02;0,07;EURUSD=X;5,628478373586094
6;28;3;50;2;2;3;6;0,03;0,05;EURUSD=X;5,778341448562148
7;28;3;50;2;2;3;6;0,03;0,06;EURUSD=X;6,351015609510537
8;28;3;50;2;2;3;6;0,03;0,07;EURUSD=X;6,366672388791653
9;28;3;60;2;2;3;6;0,01;0,05;EURUSD=X;5,719447057211876
10;28;3;60;2;2;3;6;0,01;0,06;EURUSD=X;4,766823448787115
11;28;3;60;2;2;3;6;0,01;0,07;EURUSD=X;4,576550544948761
12;28;3;60;2;2;3;6;0,02;0,05;EURUSD=X;4,509020423662642
13;28;3;60;2;2;3;6;0,02;0,06;EURUSD=X;3,731401645182301
14;28;3;60;2;2;3;6;0,02;0,07;EURUSD=X;3,9673767038755527
15;28;3;60;2;2;3;6;0,03;0,05;EURUSD=X;4,707265170836598
16;28;3;60;2;2;3;6;0,03;0,06;EURUSD=X;3,8721527772016437
17;28;3;60;2;2;3;6;0,03;0,07;EURUSD=X;4,125768174884098
18;28;3;70;2;2;3;6;0,01;0,05;EURUSD=X;6,799035750550791
19;28;3;70;2;2;3;6;0,01;0,06;EURUSD=X;4,608165194465519
20;28;3;70;2;2;3;6;0,01;0,07;EURUSD=X;4,990592192177225
21;28;3;70;2;2;3;6;0,02;0,05;EURUSD=X;5,057944144676194
22;28;3;70;2;2;3;6;0,02;0,06;EURUSD=X;3,348384082976451
23;28;3;70;2;2;3;6;0,02;0,07;EURUSD=X;4,00711057297719
24;28;3;70;2;2;3;6;0,03;0,05;EURUSD=X;5,737407045036718
25;28;3;70;2;2;3;6;0,03;0,06;EURUSD=X;4,355709637397126
26;28;3;70;2;2;3;6;0,03;0,07;EURUSD=X;4,537321846026062
