Date;Equity;DrawdownPct;DrawdownDuration
2000-01-03;10000000,0;0,0;
2000-01-04;10000000,0;0,0;
2000-01-05;10000000,0;0,0;
2000-01-06;10000000,0;0,0;
2000-01-07;10000000,0;0,0;
2000-01-10;10000000,0;0,0;
2000-01-11;10000000,0;0,0;
2000-01-12;10000000,0;0,0;
2000-01-13;10000000,0;0,0;
2000-01-14;10000000,0;0,0;
2000-01-18;10000000,0;0,0;
2000-01-19;10000000,0;0,0;
2000-01-20;10000000,0;0,0;
2000-01-21;10000000,0;0,0;
2000-01-24;10000000,0;0,0;
2000-01-25;10000000,0;0,0;
2000-01-26;10000000,0;0,0;
2000-01-27;10000000,0;0,0;
2000-01-28;10000000,0;0,0;
2000-01-31;10000000,0;0,0;
2000-02-01;10000000,0;0,0;
2000-02-02;10000000,0;0,0;
2000-02-03;10000000,0;0,0;
2000-02-04;10000000,0;0,0;
2000-02-07;10000000,0;0,0;
2000-02-08;10000000,0;0,0;
2000-02-09;10000000,0;0,0;
2000-02-10;10000000,0;0,0;
2000-02-11;10000000,0;0,0;
2000-02-14;10000000,0;0,0;
2000-02-15;10000000,0;0,0;
2000-02-16;10000000,0;0,0;
2000-02-17;10000000,0;0,0;
2000-02-18;10000000,0;0,0;
2000-02-22;10000000,0;0,0;
2000-02-23;10000000,0;0,0;
2000-02-24;10000000,0;0,0;
2000-02-25;10000000,0;0,0;
2000-02-28;10000000,0;0,0;
2000-02-29;10000000,0;0,0;
2000-03-01;10000000,0;0,0;
2000-03-02;10000000,0;0,0;
2000-03-03;10000000,0;0,0;
2000-03-06;10000000,0;0,0;
2000-03-07;10000000,0;0,0;
2000-03-08;10000000,0;0,0;
2000-03-09;10000000,0;0,0;
2000-03-10;10000000,0;0,0;
2000-03-13;10000000,0;0,0;
2000-03-14;10000000,0;0,0;
2000-03-15;10000000,0;0,0;
2000-03-16;10000000,0;0,0;
2000-03-17;10000000,0;0,0;
2000-03-20;10000000,0;0,0;
2000-03-21;10000000,0;0,0;
2000-03-22;10000000,0;0,0;
2000-03-23;10000000,0;0,0;
2000-03-24;10000000,0;0,0;
2000-03-27;10000000,0;0,0;
2000-03-28;10000000,0;0,0;
2000-03-29;10000000,0;0,0;
2000-03-30;10000000,0;0,0;
2000-03-31;10000000,0;0,0;
2000-04-03;10000000,0;0,0;
2000-04-04;10000000,0;0,0;
2000-04-05;10000000,0;0,0;
2000-04-06;10000000,0;0,0;
2000-04-07;10000000,0;0,0;
2000-04-10;10000000,0;0,0;
2000-04-11;10000000,0;0,0;
2000-04-12;10000000,0;0,0;
2000-04-13;10000000,0;0,0;
2000-04-14;10000000,0;0,0;
2000-04-17;10000000,0;0,0;
2000-04-18;10000000,0;0,0;
2000-04-19;10000000,0;0,0;
2000-04-20;10000000,0;0,0;
2000-04-24;10000000,0;0,0;
2000-04-25;10000000,0;0,0;
2000-04-26;10000000,0;0,0;
2000-04-27;10000000,0;0,0;
2000-04-28;10000000,0;0,0;
2000-05-01;10000000,0;0,0;
2000-05-02;10000000,0;0,0;
2000-05-03;10000000,0;0,0;
2000-05-04;10000000,0;0,0;
2000-05-05;10000000,0;0,0;
2000-05-08;10000000,0;0,0;
2000-05-09;10000000,0;0,0;
2000-05-10;10000000,0;0,0;
2000-05-11;10000000,0;0,0;
2000-05-12;10000000,0;0,0;
2000-05-15;10000000,0;0,0;
2000-05-16;10000000,0;0,0;
2000-05-17;10000000,0;0,0;
2000-05-18;10000000,0;0,0;
2000-05-19;10000000,0;0,0;
2000-05-22;10000000,0;0,0;
2000-05-23;10000000,0;0,0;
2000-05-24;10000000,0;0,0;
2000-05-25;10000000,0;0,0;
2000-05-26;10000000,0;0,0;
2000-05-30;10000000,0;0,0;
2000-05-31;10000000,0;0,0;
2000-06-01;10000000,0;0,0;
2000-06-02;10000000,0;0,0;
2000-06-05;10000000,0;0,0;
2000-06-06;10000000,0;0,0;
2000-06-07;10000000,0;0,0;
2000-06-08;10000000,0;0,0;
2000-06-09;10000000,0;0,0;
2000-06-12;10000000,0;0,0;
2000-06-13;10000000,0;0,0;
2000-06-14;10000000,0;0,0;
2000-06-15;10200252,439;0,0;
2000-06-16;10226677,939;0,0;
2000-06-19;10385230,939;0,0;
2000-06-20;10561400,939;0,0;
2000-06-21;11371782,939;0,0;
2000-06-22;11468676,439;0,0;
2000-06-23;11468676,439;0,0;
2000-06-26;11468676,439;0,0;
2000-06-27;11468676,439;0,0;
2000-06-28;11468676,439;0,0;
2000-06-29;11468676,439;0,0;
2000-06-30;11468676,439;0,0;
2000-07-03;11468676,439;0,0;
2000-07-05;11468676,439;0,0;
2000-07-06;11468676,439;0,0;
2000-07-07;11468676,439;0,0;
2000-07-10;11468676,439;0,0;
2000-07-11;11468676,439;0,0;
2000-07-12;11468676,439;0,0;
2000-07-13;11468676,439;0,0;
2000-07-14;11468676,439;0,0;
2000-07-17;11468676,439;0,0;
2000-07-18;11468676,439;0,0;
2000-07-19;11468676,439;0,0;
2000-07-20;11468676,439;0,0;
2000-07-21;11468676,439;0,0;
2000-07-24;11468676,439;0,0;
2000-07-25;11468676,439;0,0;
2000-07-26;11468676,439;0,0;
2000-07-27;11468676,439;0,0;
2000-07-28;11468676,439;0,0;
2000-07-31;11468676,439;0,0;
2000-08-01;11468676,439;0,0;
2000-08-02;11468676,439;0,0;
2000-08-03;11468676,439;0,0;
2000-08-04;11468676,439;0,0;
2000-08-07;11468676,439;0,0;
2000-08-08;11468676,439;0,0;
2000-08-09;11468676,439;0,0;
2000-08-10;11468676,439;0,0;
2000-08-11;11468676,439;0,0;
2000-08-14;11468676,439;0,0;
2000-08-15;11468676,439;0,0;
2000-08-16;11468676,439;0,0;
2000-08-17;11468676,439;0,0;
2000-08-18;11468676,439;0,0;
2000-08-21;11468676,439;0,0;
2000-08-22;11468676,439;0,0;
2000-08-23;11468676,439;0,0;
2000-08-24;11468676,439;0,0;
2000-08-25;11468676,439;0,0;
2000-08-28;11468676,439;0,0;
2000-08-29;11468676,439;0,0;
2000-08-30;11468676,439;0,0;
2000-08-31;11468676,439;0,0;
2000-09-01;11468676,439;0,0;
2000-09-05;11468676,439;0,0;
2000-09-06;11468676,439;0,0;
2000-09-07;11468676,439;0,0;
2000-09-08;11468676,439;0,0;
2000-09-11;11468676,439;0,0;
2000-09-12;11468676,439;0,0;
2000-09-13;11468676,439;0,0;
2000-09-14;11468676,439;0,0;
2000-09-15;11665208,778062498;0,0;
2000-09-18;11873748,621812498;0,0;
2000-09-19;11522523,621812498;0,029579959218168694;
2000-09-20;11654232,996812498;0,01848747451135546;
2000-09-21;11665208,778062498;0,0175631007857876;
2000-09-22;11829845,496812498;0,0036974949022711145;
2000-09-25;12181070,496812498;0,0;7 days
2000-09-26;11928627,528062498;0,020724202262523472;
2000-09-27;12290828,309312498;0,0;2 days
2000-09-28;12170094,715562498;0,009823064053260167;
2000-09-29;12345707,215562498;0,0;2 days
2000-10-02;12554247,059312498;0,0;
2000-10-03;13004254,090562498;0,0;
2000-10-04;13037181,434312498;0,0;
2000-10-05;13037181,434312498;0,0;
2000-10-06;13037181,434312498;0,0;
2000-10-09;13037181,434312498;0,0;
2000-10-10;13037181,434312498;0,0;
2000-10-11;13037181,434312498;0,0;
2000-10-12;13037181,434312498;0,0;
2000-10-13;13037181,434312498;0,0;
2000-10-16;13037181,434312498;0,0;
2000-10-17;13037181,434312498;0,0;
2000-10-18;13037181,434312498;0,0;
2000-10-19;13037181,434312498;0,0;
2000-10-20;13037181,434312498;0,0;
2000-10-23;13037181,434312498;0,0;
2000-10-24;13037181,434312498;0,0;
2000-10-25;13037181,434312498;0,0;
2000-10-26;13037181,434312498;0,0;
2000-10-27;13037181,434312498;0,0;
2000-10-30;13037181,434312498;0,0;
2000-10-31;13037181,434312498;0,0;
2000-11-01;13037181,434312498;0,0;
2000-11-02;13037181,434312498;0,0;
2000-11-03;13037181,434312498;0,0;
2000-11-06;13037181,434312498;0,0;
2000-11-07;13037181,434312498;0,0;
2000-11-08;13037181,434312498;0,0;
2000-11-09;13037181,434312498;0,0;
2000-11-10;13037181,434312498;0,0;
2000-11-13;13037181,434312498;0,0;
