;janela_rsi;ordem;lookback;d_max;num_pontos;break_min;ppt;sl;pt;ind;start_date;end_date;final_balance;return_%;return_ann_%;sharpe_ratio;sortino_ratio;volatility;max_drawdown_%;trades;win_rate_%;profit_factor;avg_trade_return
0;21;3;50;2;3;3;6;0,02;0,05;6;2007-03-03;2015-09-03;10997250,175233021;9,972501752330214;0,9890481170234056;0,07136341772353841;0,0937856162189263;13,859315438828531;-29,273219727069964;58;50,0;1,147958029375644;0,16403127901771786
1;21;3;50;2;3;3;6;0,02;0,1;6;2007-03-03;2015-09-03;9387053,666061975;-6,12946333938025;-0,6527457911213119;-0,040877360797821644;-0,05239498506710095;15,968393711858639;-37,40128851313722;50;38,0;1,0385915586496948;-0,12642610189038672
2;21;3;50;2;3;3;6;0,05;0,05;6;2007-03-03;2015-09-03;14458722,310449544;44,58722310449544;3,891203026927137;0,23461446378644643;0,33320058990005347;16,585520620199418;-29,467471455988537;55;65,45454545454545;1,3828471293613995;0,6726407905909726
3;21;3;50;2;3;3;6;0,05;0,1;6;2007-03-03;2015-09-03;11416510,475948451;14,165104759484512;1,381011371458496;0,07480026191913952;0,10224410352137082;18,46265422106937;-38,6451376746808;45;53,333333333333336;1,1948781478628776;0,2948234981344555
4;21;3;100;2;3;3;6;0,02;0,05;6;2007-03-03;2015-09-03;21630577,1557881;116,30577155788102;8,315522670740204;0,6113831124973956;0,9181544361038534;13,601165129950537;-26,027423042507326;52;67,3076923076923;2,1188860037724964;1,4947612728834159
5;21;3;100;2;3;3;6;0,02;0,1;6;2007-03-03;2015-09-03;18014419,200187765;80,14419200187764;6,283342501392175;0,3529995624379837;0,51372910623407;17,799859178284553;-35,39566760788793;45;51,11111111111111;1,6986284743475575;1,3165649790289446
6;21;3;100;2;3;3;6;0,05;0,05;6;2007-03-03;2015-09-03;22336198,75521886;123,3619875521886;8,676107197537753;0,5920126450737196;0,9220258216044329;14,655273446832156;-29,37597468467056;48;75,0;2,0789544656813153;1,6883107470787362
7;21;3;100;2;3;3;6;0,05;0,1;6;2007-03-03;2015-09-03;15937667,720951956;59,376677209519556;4,944020864985044;0,2652324095639447;0,3817069216061553;18,640334614888353;-52,552110476261646;40;57,49999999999999;1,5149481139470362;1,1720683344401905
8;21;4;50;2;3;3;6;0,02;0,05;6;2007-03-03;2015-09-03;10491327,912329387;4,9132791232938695;0,49782111560199294;0,04730915632572504;0,06087356798418825;10,522722328305303;-23,399490316538163;40;50,0;1,1238461367953003;0,11998183079191538
9;21;4;50;2;3;3;6;0,02;0,1;6;2007-03-03;2015-09-03;9754479,68198243;-2,4552031801757033;-0,25703686845934826;-0,019856844727878284;-0,025564972733089063;12,944497073015729;-38,34405411536357;36;33,33333333333333;1,0603456711995953;-0,0690298576505266
10;21;4;50;2;3;3;6;0,05;0,05;6;2007-03-03;2015-09-03;14751322,852336852;47,51322852336852;4,1069261327204565;0,2896390694017854;0,4155488772469695;14,179461842640281;-28,56367540500774;36;72,22222222222221;1,6013888062351267;1,0857065039520108
