;indice_original_upper_pivot;resist_slope;resist_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;resist_slope_rounded
0;162,0;-0,12132444170862351;75,47371634504417;55,81915678824716;1;67,0;162,0;5,0;64,0;166,0;0,0;-0,12132
1;174,0;-0,0509344997583528;72,56667458685688;63,704071628903485;1;174,0;245,0;3,0;149,0;248,0;25,0;-0,05093
2;174,0;-0,020009697913146402;67,18575906579096;63,704071628903485;1;74,0;174,0;3,0;74,0;177,0;2,0;-0,02001
3;174,0;-0,006005822681959269;64,7490847755644;63,704071628903485;1;83,0;174,0;3,0;83,0;182,0;4,0;-0,00601
4;174,0;0,4441245782486753;-13,573604986366014;63,704071628903485;1;129,0;213,0;5,0;129,0;233,0;14,0;0,44412
5;174,0;0,45165520144304494;-14,883933422186338;63,704071628903485;1;138,0;235,0;3,0;135,0;237,0;18,0;0,45166
6;174,0;0,5037842962197041;-23,954395913325037;63,704071628903485;1;149,0;245,0;3,0;139,0;248,0;22,0;0,50378
7;253,0;-0,27960085386339983;132,89497694078932;62,155960913349155;1;253,0;297,0;3,0;205,0;304,0;41,0;-0,2796
8;253,0;-0,10153883908483793;87,84528720181315;62,155960913349155;1;253,0;325,0;3,0;235,0;334,0;49,0;-0,10154
9;253,0;0,16048496937411105;21,553263661699056;62,155960913349155;1;189,0;277,0;5,0;177,0;288,0;34,0;0,16048
10;253,0;0,19902336454423417;11,80304968365791;62,155960913349155;1;235,0;325,0;4,0;191,0;334,0;38,0;0,19902
11;277,0;0,12524490518131284;20,7527016854039;55,44554042062756;1;268,0;364,0;3,0;264,0;367,0;57,0;0,12524
12;356,0;-0,17345454787828096;127,0897069746193;65,33988792995127;1;356,0;425,0;3,0;279,0;428,0;63,0;-0,17345
13;356,0;0,24955306399811952;-23,501002853379276;65,33988792995127;1;291,0;388,0;4,0;279,0;390,0;64,0;0,24955
14;356,0;0,2548656761821091;-25,392292790879566;65,33988792995127;1;313,0;411,0;3,0;297,0;412,0;70,0;0,25487
15;356,0;0,3348781397302368;-53,87672981401302;65,33988792995127;1;317,0;416,0;4,0;316,0;416,0;78,0;0,33488
16;356,0;0,33853946550678876;-55,18016179046552;65,33988792995127;1;325,0;421,0;3,0;321,0;424,0;82,0;0,33854
17;435,0;-0,13825698541205594;114,55937473664319;54,417586082398856;1;356,0;435,0;4,0;335,0;436,0;87,0;-0,13826
18;439,0;-0,5772561023633855;311,0543089977255;57,638880060199256;1;439,0;455,0;3,0;356,0;455,0;94,0;-0,57726
19;439,0;-0,13993540910782123;119,07052465853278;57,638880060199256;1;439,0;491,0;3,0;388,0;497,0;105,0;-0,13994
20;439,0;-0,11603422539030639;108,57790500654376;57,638880060199256;1;439,0;507,0;5,0;399,0;510,0;111,0;-0,11603
21;439,0;-0,11211272277306675;106,85636535757556;57,638880060199256;1;439,0;516,0;6,0;416,0;538,0;117,0;-0,11211
22;439,0;-0,09278322734640987;98,37071686527318;57,638880060199256;1;356,0;455,0;4,0;339,0;455,0;89,0;-0,09278
23;439,0;-0,08417828648967694;94,59314782916744;57,638880060199256;1;364,0;463,0;3,0;363,0;463,0;97,0;-0,08418
24;439,0;0,2374158343902507;-46,58667123712081;57,638880060199256;1;398,0;507,0;4,0;391,0;510,0;108,0;0,23742
25;439,0;0,4160407507293221;-125,00300950997314;57,638880060199256;1;421,0;516,0;4,0;421,0;520,0;120,0;0,41604
26;439,0;0,4764205382651677;-151,50973623820937;57,638880060199256;1;425,0;516,0;3,0;425,0;524,0;122,0;0,47642
27;439,0;0,8053234944501;-295,89813400339466;57,638880060199256;1;429,0;516,0;3,0;429,0;528,0;124,0;0,80532
28;473,0;0,17707769091333023;-31,735858197048486;52,02188960495671;1;463,0;561,0;6,0;463,0;562,0;134,0;0,17708
29;473,0;0,20537232343084447;-45,11921937783272;52,02188960495671;1;473,0;572,0;3,0;472,0;572,0;137,0;0,20537
30;473,0;0,2620122865939443;-71,90992195397895;52,02188960495671;1;463,0;561,0;3,0;463,0;562,0;135,0;0,26201
31;499,0;0,304013727160846;-101,02602331648129;50,67682653678087;1;491,0;583,0;5,0;483,0;590,0;140,0;0,30401
32;554,0;0,17707769091333023;-31,735858197048486;66,36518256893646;1;455,0;554,0;6,0;454,0;560,0;130,0;0,17708
33;567,0;0,11991954872733679;3,3325038790561337;71,32688800745609;1;567,0;602,0;3,0;499,0;606,0;144,0;0,11992
34;567,0;0,3030607281499164;-100,50854485354651;71,32688800745609;1;499,0;602,0;4,0;499,0;606,0;145,0;0,30306
35;583,0;-0,4960968693517849;362,47007561918406;73,24560078709348;1;583,0;645,0;3,0;554,0;653,0;162,0;-0,4961
36;583,0;0,11991954872733679;3,3325038790561337;73,24560078709348;1;567,0;645,0;3,0;514,0;653,0;151,0;0,11992
37;614,0;-0,014233889794753062;62,48336042749941;53,74375209352103;1;614,0;706,0;3,0;614,0;713,0;178,0;-0,01423
38;624,0;0,008627949603831397;46,7544149212733;52,138255474064096;1;619,0;714,0;3,0;619,0;718,0;179,0;0,00863
39;688,0;-0,014233889794753062;62,48336042749941;52,690444248709305;1;614,0;698,0;3,0;606,0;705,0;177,0;-0,01423
40;688,0;0,23238765641785303;-107,19226336677357;52,690444248709305;1;645,0;743,0;3,0;632,0;744,0;184,0;0,23239
41;743,0;-0,47536778026507975;413,87420687618044;60,6759461392262;1;743,0;770,0;4,0;670,0;776,0;195,0;-0,47537
42;743,0;-0,34364547832331593;316,00453653344994;60,6759461392262;1;743,0;793,0;3,0;698,0;797,0;205,0;-0,34365
43;743,0;-0,037419991146332335;88,47899956095112;60,6759461392262;1;743,0;842,0;5,0;738,0;842,0;218,0;-0,03742
44;743,0;0,3069386435998434;-167,37946605545744;60,6759461392262;1;698,0;793,0;3,0;693,0;797,0;204,0;0,30694
45;743,0;0,3881779562342665;-227,7402753428338;60,6759461392262;1;714,0;805,0;3,0;714,0;813,0;212,0;0,38818
46;743,0;0,4760737501011517;-293,04685018592954;60,6759461392262;1;720,0;805,0;3,0;720,0;819,0;214,0;0,47607
47;754,0;0,0436437564383016;21,358216560874226;54,26560891535363;1;754,0;848,0;4,0;748,0;853,0;221,0;0,04364
48;766,0;0,12615706838207683;-46,96280572857167;49,67350865209919;1;766,0;865,0;3,0;765,0;865,0;223,0;0,12616
49;770,0;0,1664522555123949;-80,32722067247502;47,841016072069046;1;770,0;865,0;3,0;770,0;869,0;225,0;0,16645
50;828,0;-0,037419991146332335;88,47899956095112;57,49524689178795;1;743,0;828,0;3,0;732,0;831,0;217,0;-0,03742
51;828,0;0,035801760053023546;27,851389567884453;57,49524689178795;1;823,0;902,0;5,0;777,0;908,0;226,0;0,0358
52;828,0;0,27175823777902586;-167,52057398924546;57,49524689178795;1;777,0;879,0;4,0;777,0;882,0;227,0;0,27176
53;920,0;0,04004922277502341;24,33449043406857;61,1797753870901;1;823,0;920,0;6,0;820,0;922,0;244,0;0,04005
54;924,0;0,04021547954702909;24,196829826847868;61,35593292830274;1;828,0;924,0;6,0;824,0;927,0;246,0;0,04022
55;931,0;-0,15550309961086603;206,85814776979862;62,084762032082345;1;924,0;971,0;4,0;863,0;981,0;258,0;-0,1555
56;931,0;-0,1154866918827794;169,60287217494997;62,084762032082345;1;924,0;996,0;5,0;888,0;1001,0;268,0;-0,11549
57;931,0;0,049467424520189755;16,03058980378568;62,084762032082345;1;838,0;963,0;6,0;831,0;964,0;248,0;0,04947
58;931,0;0,0822715131811129;-14,510016739533775;62,084762032082345;1;897,0;996,0;4,0;871,0;1001,0;263,0;0,08227
59;949,0;0,07175675429818355;-8,811453589889432;59,28570623908676;1;949,0;1047,0;3,0;949,0;1048,0;288,0;0,07176
60;1005,0;-0,061647555904633944;119,47863657929655;57,52284289513943;1;920,0;1005,0;5,0;905,0;1008,0;276,0;-0,06165
61;1016,0;-0,006281186272960494;67,93254645220857;61,5508611988807;1;920,0;1016,0;4,0;916,0;1023,0;278,0;-0,00628
62;1026,0;0,14614272106455842;-85,13145549219006;64,81097632004689;1;963,0;1056,0;3,0;956,0;1062,0;290,0;0,14614
63;1026,0;0,24497251908639397;-186,53082826259333;64,81097632004689;1;971,0;1067,0;5,0;967,0;1070,0;294,0;0,24497
64;1047,0;-0,46252981543987504;549,4453470272971;65,1766302617479;1;1047,0;1080,0;3,0;982,0;1081,0;299,0;-0,46253
65;1047,0;-0,0676670154286694;136,02399541556477;65,1766302617479;1;1047,0;1140,0;4,0;1034,0;1146,0;313,0;-0,06767
66;1111,0;-0,07734875384864659;146,16077554128088;60,22631001543452;1;1026,0;1111,0;3,0;1016,0;1125,0;310,0;-0,07735
67;1111,0;-0,04072652591221116;105,47348030390111;60,22631001543452;1;1111,0;1151,0;3,0;1051,0;1155,0;317,0;-0,04073
68;1111,0;0,09457277060334364;-44,84403812488026;60,22631001543452;1;1056,0;1151,0;3,0;1051,0;1155,0;318,0;0,09457
69;1134,0;-0,3489225404108467;454,9677607453538;59,289599919453664;1;1134,0;1172,0;3,0;1080,0;1180,0;325,0;-0,34892
70;1134,0;-0,04072652591221116;105,47348030390111;59,289599919453664;1;1111,0;1181,0;3,0;1067,0;1186,0;322,0;-0,04073
71;1151,0;0,25923628109246016;-252,601958596407;45,77900094101463;1;1151,0;1244,0;3,0;1144,0;1250,0;338,0;0,25924
72;1195,0;-0,05332340616169622;119,75834250681717;56,036872143590195;1;1111,0;1195,0;4,0;1095,0;1210,0;331,0;-0,05332
73;1195,0;0,3535656134927267;-366,4740359802182;56,036872143590195;1;1156,0;1255,0;3,0;1155,0;1255,0;341,0;0,35357
74;1255,0;-0,33529008819556005;492,09341622088766;71,30435553545979;1;1255,0;1313,0;4,0;1204,0;1317,0;358,0;-0,33529
75;1299,0;-0,05374899948013685;126,35276662007314;56,532816295375376;1;1295,0;1385,0;5,0;1295,0;1394,0;388,0;-0,05375
76;1323,0;-0,19041467556459382;305,2908597996748;53,37224402771721;1;1299,0;1359,0;3,0;1266,0;1365,0;380,0;-0,19041
77;1323,0;-0,14550853486636747;245,88003565592138;53,37224402771721;1;1295,0;1371,0;6,0;1271,0;1378,0;382,0;-0,14551
78;1323,0;-0,13169051115242367;227,59879028237373;53,37224402771721;1;1295,0;1371,0;5,0;1259,0;1378,0;379,0;-0,13169
79;1323,0;0,07982127044960198;-52,231296777106216;53,37224402771721;1;1323,0;1407,0;3,0;1313,0;1412,0;395,0;0,07982
80;1385,0;-0,05374899948013685;126,35276662007315;51,91040234008361;1;1295,0;1385,0;5,0;1285,0;1386,0;386,0;-0,05375
81;1396,0;0,02155142540438058;28,537514695085;58,62330455960029;1;1299,0;1396,0;3,0;1299,0;1398,0;391,0;0,02155
