;top_bottom_idx;top_bottom_value
0;16;53,53319057815846
1;23;37,59689922480621
2;28;52,631578947368425
3;40;40,36697247706422
4;47;24,468085106382986
5;55;26,242544731610337
6;65;41,79775280898876
7;72;49,100257069408734
8;83;60,56603773584906
9;90;31,496062992125985
10;95;37,97979797979798
11;106;63,554216867469876
12;119;40,25974025974026
13;124;42,339261285909714
14;137;59,4785059901339
15;149;46,98412698412698
16;153;53,5191637630662
17;160;53,43007915567282
18;165;52,827380952380956
19;173;55,251798561151084
20;183;45,72649572649572
21;192;45,32428355957767
22;201;25,0
23;219;57,80821917808219
24;225;31,92182410423453
25;231;25,364431486880463
26;236;20,909090909090907
27;242;34,41176470588235
28;254;45,9375
29;262;37,5
30;271;57,942126111585615
31;276;59,44567650052894
32;284;45,30567344608346
33;288;37,253763090090054
34;293;37,51668293472971
35;300;27,717920164484056
36;307;20,32862292573479
37;316;37,821342737717714
38;328;47,19454716322144
39;334;43,915339643684675
40;340;26,08116754648387
41;352;43,60699378250579
42;360;28,74670309518723
43;365;27,128082181387796
44;371;36,00317760334169
45;380;47,13604128248467
46;394;11,162793833606145
47;403;46,44809654440192
48;413;15,283872619217505
49;428;9,724115686937893
50;433;9,779171720213583
51;454;45,167281237181676
52;460;38,70967689705108
53;464;38,60294439903974
54;473;71,55298215687407
55;486;26,14109153609597
56;495;32,95453665810733
57;524;5,882363404307483
58;532;7,11111280653212
59;541;15,89147680819056
60;550;76,44990722209494
61;561;50,12165729582957
62;570;25,308652604390872
63;577;28,361848356427103
64;596;25,13513820026745
65;610;12,814064827932157
66;630;35,654006337709376
67;637;15,561958426533593
68;642;16,0762960126675
69;669;61,11110988467828
70;680;38,65979546149468
71;695;14,799989414212575
72;699;17,509726516469286
73;717;53,46938664294548
74;725;38,888887550961975
75;735;67,54098004405506
76;741;71,32352702706375
77;747;47,234045359385554
78;751;51,955305699949776
79;756;46,666663134539476
80;768;43,11926886445524
81;778;28,014183707606833
82;784;40,23904545197647
83;790;47,950822074897815
84;795;46,61653663596147
85;799;39,65517276816076
86;805;45,61404242592821
87;822;69,191907211399
88;830;69,84126623705917
89;837;75,14620217337352
90;849;52,29357945324714
91;855;66,9616634108576
92;861;53,95095410330816
93;871;24,67532033239887
94;876;21,768706048664
95;899;25,570772974786635
96;904;24,68355232620955
97;915;56,790111465010334
98;925;62,702691138797434
99;936;51,17371333447058
100;943;53,33334241594835
101;947;58,79397057170878
102;958;50,42735007901438
103;966;60,27397886631642
104;977;37,07864205353577
105;985;32,846716090633805
106;996;43,055553715906704
107;1013;79,76873705581853
108;1026;34,05574355096677
109;1033;27,586204061610644
110;1039;31,060601681935097
111;1045;30,143548311291624
112;1050;27,038651202692876
113;1060;36,48650099942478
114;1071;49,64027987227637
115;1083;16,049388530247356
116;1094;53,103445214125365
117;1101;28,703700433215417
118;1109;66,92308284827368
119;1120;60,36864516463604
120;1126;59,798971374459185
121;1132;48,809525836891154
122;1141;40,594054264081926
123;1153;23,97954268331253
124;1178;44,68083379495203
125;1190;43,93939393939394
126;1196;49,77777250313017
127;1213;50,93633346751451
128;1217;56,22317280367455
129;1243;43,33333787464085
130;1262;47,668387893761576
131;1269;52,96610940019938
132;1280;76,95653526003171
133;1292;74,83871364692817
134;1302;50,427360180757944
135;1312;35,59718373276014
136;1318;37,02420158527974
137;1327;49,0636840571262
138;1338;25,291780279022547
139;1348;13,72550800511938
140;1353;14,15665237592549
141;1357;28,133702441485184
142;1365;61,279457927888124
143;1370;67,33066684600294
144;1376;56,967214716598534
145;1386;53,21099472591929
146;1396;40,167368023705414
147;1400;45,50562881335228
148;1407;19,742516322962175
