indice;indice_original_upper_pivot;valor_rsi;resist_slope;resist_intercept;inicio_janela;fim_janela;mapeado;x_min;x_max;num_zeros
30,0;138,0;57,49998933951925;-0,04598582959575381;63,84603382373328;138,0;187,0;1,0;138,0;187,0;3,0
40,0;202,0;59,31034242985839;-0,05864041033392997;71,15570531731224;180,0;229,0;1,0;38,0;218,0;5,0
43,0;218,0;58,37209586451551;-0,05864041033392997;71,15570531731224;184,0;233,0;1,0;38,0;218,0;5,0
45,0;218,0;58,37209586451551;-0,05864041033392997;71,15570531731224;187,0;236,0;1,0;38,0;234,0;5,0
47,0;218,0;58,37209586451551;-0,05864041033392997;71,15570531731224;188,0;237,0;1,0;38,0;234,0;5,0
48,0;202,0;59,31034242985839;-0,05864041033392997;71,15570531731224;202,0;251,0;1,0;38,0;238,0;5,0
62,0;303,0;62,00418098548952;-0,3597157739536154;170,998060493435;256,0;305,0;1,0;256,0;303,0;3,0
64,0;267,0;74,95394884781967;-0,24660874475007985;140,798483696091;267,0;316,0;1,0;256,0;310,0;3,0
68,0;310,0;64,34977282356624;0,2210502154746476;-4,175793973574514;285,0;334,0;1,0;285,0;324,0;3,0
69,0;351,0;53,24675286317486;-0,2708053648875946;148,29943593872056;301,0;350,0;1,0;256,0;335,0;3,0
70,0;351,0;53,24675286317486;-0,2708053648875946;148,29943593872056;303,0;352,0;1,0;256,0;351,0;4,0
71,0;310,0;64,34977282356624;-0,2708053648875946;148,29943593872056;310,0;359,0;1,0;256,0;351,0;4,0
74,0;335,0;49,2674041802805;0,32011035624760337;-57,96956516266663;335,0;384,0;1,0;335,0;376,0;3,0
75,0;376,0;62,39192878643224;-0,009574063589374108;65,99177669603691;350,0;399,0;1,0;303,0;385,0;4,0
76,0;376,0;62,39192878643224;0,36580703693029504;-75,1515170993587;350,0;399,0;1,0;335,0;385,0;3,0
77,0;376,0;62,39192878643224;-0,009574063589374108;65,99177669603691;351,0;400,0;1,0;303,0;400,0;5,0
78,0;376,0;62,39192878643224;0,36580703693029504;-75,1515170993587;351,0;400,0;1,0;335,0;400,0;3,0
80,0;412,0;68,4072834648124;0,16709318551055988;-0,4351089655382765;376,0;425,0;1,0;324,0;412,0;3,0
83,0;412,0;68,4072834648124;0,12484314691031594;16,971906937762228;384,0;433,0;1,0;324,0;427,0;3,0
85,0;412,0;68,4072834648124;0,12484314691031594;16,971906937762228;385,0;434,0;1,0;324,0;434,0;4,0
89,0;412,0;68,4072834648124;0,23271594030179976;-27,4716839395291;400,0;449,0;1,0;385,0;444,0;3,0
