;top_bottom_idx;top_bottom_value
0;30;75,17857736798551
1;35;63,28124455871218
2;42;52,74542561507223
3;50;37,25212930901521
4;54;37,21911170645794
5;69;43,85382806574759
6;73;44,20678171187543
7;85;51,52750857748331
8;93;40,0
9;98;42,25091611456984
10;107;29,566850417283888
11;111;28,971940925256746
12;116;30,80169527445102
13;120;33,01708507860441
14;130;41,06196181369051
15;152;28,55518810174084
16;160;32,58197272814314
17;164;35,06876803959834
18;166;35,06876803959834
19;170;36,22351614088121
20;183;42,97619367997486
21;190;45,17938156105326
22;206;50,12195039085669
23;213;53,31928354465332
24;228;37,28361935363658
25;236;43,832025603468395
26;240;49,56395681796883
27;262;68,85245174324061
28;275;59,9514450563293
29;282;52,83020082361671
30;291;48,62636137087456
31;295;40,68240581497767
32;308;57,906454059355184
33;319;46,777561433801225
34;330;43,02553025924341
35;343;39,24050122747632
36;357;36,60886414408291
37;370;53,927487216187835
38;382;53,81578084687043
39;389;54,50449502929359
40;393;52,2653675414999
41;404;52,235771173931134
42;413;64,14562591164466
43;422;51,45628767071768
44;430;63,40055521478445
45;437;63,42709497957319
46;447;68,45358293572538
