indice;indice_original_lower_pivot;valor_rsi;support_slope;support_intercept;inicio_janela;fim_janela;mapeado;x_min;x_max;num_zeros
1,0;50,0;37,25212930901521;-1,735274349979798;124,01584680800511;27,0;76,0;1,0;35,0;73,0;3,0
3,0;50,0;37,25212930901521;-1,735274349979798;124,01584680800511;30,0;79,0;1,0;35,0;73,0;3,0
5,0;50,0;37,25212930901521;-1,735274349979798;124,01584680800511;35,0;84,0;1,0;35,0;73,0;3,0
6,0;54,0;37,21911170645794;0,36777210554828904;17,35941800685033;42,0;91,0;1,0;50,0;85,0;4,0
8,0;54,0;37,21911170645794;0,36777210554828904;17,35941800685033;43,0;92,0;1,0;50,0;85,0;4,0
10,0;93,0;40,0;0,07130482803954007;33,36865099232277;48,0;97,0;1,0;50,0;93,0;3,0
11,0;93,0;40,0;0,07130482803954007;33,36865099232277;50,0;99,0;1,0;50,0;98,0;4,0
13,0;93,0;40,0;0,07130482803954007;33,36865099232277;54,0;103,0;1,0;50,0;98,0;4,0
15,0;93,0;40,0;-0,1605761694061497;54,93358375477192;57,0;106,0;1,0;69,0;98,0;3,0
16,0;107,0;29,566850417283888;-0,37597309601220275;69,79597169058958;61,0;110,0;1,0;69,0;107,0;3,0
17,0;69,0;43,85382806574759;-0,37597309601220275;69,79597169058958;66,0;115,0;1,0;69,0;111,0;4,0
18,0;69,0;43,85382806574759;-0,37597309601220275;69,79597169058958;69,0;118,0;1,0;69,0;116,0;4,0
19,0;73,0;44,20678171187543;-0,43058621454681;75,63957537379255;70,0;119,0;1,0;73,0;116,0;3,0
20,0;73,0;44,20678171187543;-0,43058621454681;75,63957537379255;73,0;122,0;1,0;73,0;120,0;3,0
21,0;107,0;29,566850417283888;-0,1487273730067855;45,48067932900994;80,0;129,0;1,0;50,0;120,0;4,0
23,0;111,0;28,971940925256746;0,36595086983885494;-11,648605626856153;85,0;134,0;1,0;111,0;130,0;3,0
24,0;111,0;28,971940925256746;-0,1487273730067855;45,48067932900994;85,0;134,0;1,0;50,0;130,0;4,0
25,0;111,0;28,971940925256746;0,36595086983885494;-11,648605626856153;93,0;142,0;1,0;111,0;130,0;3,0
26,0;111,0;28,971940925256746;-0,1487273730067855;45,48067932900994;93,0;142,0;1,0;50,0;130,0;4,0
27,0;111,0;28,971940925256746;0,36595086983885494;-11,648605626856153;98,0;147,0;1,0;111,0;130,0;3,0
28,0;111,0;28,971940925256746;-0,1487273730067855;45,48067932900994;98,0;147,0;1,0;50,0;130,0;4,0
