;indice_original_lower_pivot;support_slope;support_intercept;valor_rsi;mapeado;x_min;x_max;num_zeros;inicio_janela;fim_janela;indice;support_slope_rounded
0;50,0;-1,735274349979798;124,01584680800511;37,25212930901521;1;35,0;73,0;3,0;27,0;84,0;1,0;-1,73527
1;54,0;0,36777210554828904;17,35941800685033;37,21911170645794;1;50,0;85,0;4,0;42,0;92,0;6,0;0,36777
2;69,0;-0,37597309601220275;69,79597169058958;43,85382806574759;1;69,0;116,0;4,0;66,0;118,0;17,0;-0,37597
3;73,0;-0,43058621454681;75,63957537379255;44,20678171187543;1;73,0;120,0;3,0;70,0;122,0;19,0;-0,43059
4;93,0;-0,1605761694061497;54,93358375477192;40,0;1;69,0;98,0;3,0;57,0;106,0;15,0;-0,16058
5;93,0;0,07130482803954007;33,36865099232277;40,0;1;50,0;98,0;4,0;48,0;103,0;10,0;0,0713
6;107,0;-0,37597309601220275;69,79597169058958;29,566850417283888;1;69,0;107,0;3,0;61,0;110,0;16,0;-0,37597
7;107,0;-0,1487273730067855;45,48067932900994;29,566850417283888;1;50,0;120,0;4,0;80,0;129,0;21,0;-0,14873
8;111,0;-0,1487273730067855;45,48067932900994;28,971940925256746;1;50,0;130,0;4,0;85,0;151,0;24,0;-0,14873
9;111,0;-0,010164703012583093;30,10022295965347;28,971940925256746;1;107,0;160,0;4,0;111,0;160,0;33,0;-0,01016
10;111,0;0,36595086983885494;-11,648605626856153;28,971940925256746;1;111,0;130,0;3,0;85,0;151,0;23,0;0,36595
11;152,0;-0,010164703012583093;30,10022295965347;28,55518810174084;1;107,0;152,0;4,0;107,0;159,0;31,0;-0,01016
12;152,0;0,42601822439668724;-36,199582006555616;28,55518810174084;1;152,0;183,0;6,0;130,0;189,0;37,0;0,42602
13;170,0;0,38606761805487444;-29,40797892844744;36,22351614088121;1;152,0;213,0;9,0;170,0;219,0;48,0;0,38607
14;183,0;0,3106850743861664;-13,879174932693587;42,97619367997486;1;183,0;213,0;4,0;178,0;227,0;49,0;0,31069
15;190,0;0,44779327100860267;-39,901339930581244;45,17938156105326;1;152,0;190,0;7,0;152,0;205,0;41,0;0,44779
16;206,0;0,38606761805487444;-29,40797892844744;50,12195039085669;1;152,0;213,0;9,0;160,0;215,0;43,0;0,38607
17;282,0;-0,801112545981195;278,7439387903137;52,83020082361671;1;262,0;282,0;3,0;241,0;290,0;65,0;-0,80111
18;295,0;-0,9344457698953105;316,3439079340942;40,68240581497767;1;275,0;330,0;3,0;269,0;331,0;71,0;-0,93445
19;295,0;-0,8536377554019072;292,5055436585403;40,68240581497767;1;262,0;308,0;3,0;258,0;311,0;67,0;-0,85364
20;295,0;0,06694641269330687;20,933214070452145;40,68240581497767;1;160,0;330,0;4,0;291,0;344,0;78,0;0,06695
21;343,0;-0,29115607936669907;139,1070364502541;39,24050122747632;1;319,0;357,0;4,0;307,0;357,0;82,0;-0,29116
22;357,0;-0,18797407738524388;103,71560977061498;36,60886414408291;1;330,0;389,0;3,0;319,0;392,0;84,0;-0,18797
23;404,0;-0,0026905788698876813;53,322765037365755;52,235771173931134;1;370,0;413,0;4,0;363,0;421,0;96,0;-0,00269
24;422,0;-0,043304639067414205;69,73084535716647;51,45628767071768;1;370,0;447,0;6,0;397,0;453,0;110,0;-0,0433
25;422,0;-0,027899305889042075;63,22979475589344;51,45628767071768;1;370,0;437,0;5,0;380,0;442,0;101,0;-0,0279
26;422,0;0,679891810600308;-235,4580564026123;51,45628767071768;1;422,0;447,0;3,0;404,0;453,0;111,0;0,67989
