indice;indice_original_lower_pivot;valor_rsi;support_slope;support_intercept;inicio_janela;fim_janela;mapeado;x_min;x_max;num_zeros
0,0;50,0;37,25212930901521;-0,008254400639318149;37,66484934098112;27,0;76,0;0,0;0,0;0,0;0,0
1,0;50,0;37,25212930901521;-1,735274349979798;124,01584680800511;27,0;76,0;1,0;35,0;73,0;3,0
2,0;50,0;37,25212930901521;-0,008254400639318149;37,66484934098112;30,0;79,0;0,0;0,0;0,0;0,0
3,0;50,0;37,25212930901521;-1,735274349979798;124,01584680800511;30,0;79,0;1,0;35,0;73,0;3,0
4,0;50,0;37,25212930901521;-0,008254400639318149;37,66484934098112;35,0;84,0;0,0;0,0;0,0;0,0
5,0;50,0;37,25212930901521;-1,735274349979798;124,01584680800511;35,0;84,0;1,0;35,0;73,0;3,0
6,0;54,0;37,21911170645794;0,36777210554828904;17,35941800685033;42,0;91,0;1,0;50,0;85,0;4,0
7,0;54,0;37,21911170645794;-0,008254400639318149;37,66484934098112;42,0;91,0;0,0;0,0;0,0;0,0
8,0;54,0;37,21911170645794;0,36777210554828904;17,35941800685033;43,0;92,0;1,0;50,0;85,0;4,0
9,0;54,0;37,21911170645794;-0,008254400639318149;37,66484934098112;43,0;92,0;0,0;0,0;0,0;0,0
10,0;93,0;40,0;0,07130482803954007;33,36865099232277;48,0;97,0;1,0;50,0;93,0;3,0
11,0;93,0;40,0;0,07130482803954007;33,36865099232277;50,0;99,0;1,0;50,0;98,0;4,0
12,0;93,0;40,0;0,450183222913968;-1,867039730999025;54,0;103,0;0,0;0,0;0,0;0,0
13,0;93,0;40,0;0,07130482803954007;33,36865099232277;54,0;103,0;1,0;50,0;98,0;4,0
14,0;93,0;40,0;0,450183222913968;-1,867039730999025;57,0;106,0;0,0;0,0;0,0;0,0
15,0;93,0;40,0;-0,1605761694061497;54,93358375477192;57,0;106,0;1,0;69,0;98,0;3,0
16,0;107,0;29,566850417283888;-0,37597309601220275;69,79597169058958;61,0;110,0;1,0;69,0;107,0;3,0
17,0;69,0;43,85382806574759;-0,37597309601220275;69,79597169058958;66,0;115,0;1,0;69,0;111,0;4,0
18,0;69,0;43,85382806574759;-0,37597309601220275;69,79597169058958;69,0;118,0;1,0;69,0;116,0;4,0
19,0;73,0;44,20678171187543;-0,43058621454681;75,63957537379255;70,0;119,0;1,0;73,0;116,0;3,0
20,0;73,0;44,20678171187543;-0,43058621454681;75,63957537379255;73,0;122,0;1,0;73,0;120,0;3,0
21,0;107,0;29,566850417283888;-0,1487273730067855;45,48067932900994;80,0;129,0;1,0;50,0;120,0;4,0
22,0;107,0;29,566850417283888;-0,745224970194008;109,30592222804275;80,0;129,0;0,0;0,0;0,0;0,0
23,0;111,0;28,971940925256746;0,36595086983885494;-11,648605626856153;85,0;134,0;1,0;111,0;130,0;3,0
24,0;111,0;28,971940925256746;-0,1487273730067855;45,48067932900994;85,0;134,0;1,0;50,0;130,0;4,0
25,0;111,0;28,971940925256746;0,36595086983885494;-11,648605626856153;93,0;142,0;1,0;111,0;130,0;3,0
26,0;111,0;28,971940925256746;-0,1487273730067855;45,48067932900994;93,0;142,0;1,0;50,0;130,0;4,0
27,0;111,0;28,971940925256746;0,36595086983885494;-11,648605626856153;98,0;147,0;1,0;111,0;130,0;3,0
28,0;111,0;28,971940925256746;-0,1487273730067855;45,48067932900994;98,0;147,0;1,0;50,0;130,0;4,0
29,0;111,0;28,971940925256746;0,36595086983885494;-11,648605626856153;102,0;151,0;1,0;111,0;130,0;3,0
30,0;111,0;28,971940925256746;-0,1487273730067855;45,48067932900994;102,0;151,0;1,0;50,0;130,0;4,0
31,0;152,0;28,55518810174084;-0,010164703012583093;30,10022295965347;107,0;156,0;1,0;107,0;152,0;4,0
32,0;152,0;28,55518810174084;-0,010164703012583093;30,10022295965347;110,0;159,0;1,0;107,0;152,0;4,0
33,0;111,0;28,971940925256746;-0,010164703012583093;30,10022295965347;111,0;160,0;1,0;107,0;160,0;4,0
34,0;116,0;30,80169527445102;-0,06240297701972727;38,04044060873938;114,0;163,0;0,0;0,0;0,0;0,0
35,0;116,0;30,80169527445102;-0,06240297701972727;38,04044060873938;116,0;165,0;0,0;0,0;0,0;0,0
36,0;120,0;33,01708507860441;-0,1394342805269866;49,749198741842804;120,0;169,0;0,0;0,0;0,0;0,0
37,0;152,0;28,55518810174084;0,42601822439668724;-36,199582006555616;130,0;179,0;1,0;152,0;170,0;5,0
38,0;152,0;28,55518810174084;-0,5684897141795304;114,96562465702947;130,0;179,0;0,0;0,0;0,0;0,0
39,0;152,0;28,55518810174084;0,42601822439668724;-36,199582006555616;133,0;182,0;1,0;152,0;170,0;5,0
40,0;152,0;28,55518810174084;0,42601822439668724;-36,199582006555616;140,0;189,0;1,0;152,0;183,0;6,0
41,0;190,0;45,17938156105326;0,44779327100860267;-39,901339930581244;152,0;201,0;1,0;152,0;190,0;7,0
42,0;190,0;45,17938156105326;0,44779327100860267;-39,901339930581244;156,0;205,0;1,0;152,0;190,0;7,0
43,0;206,0;50,12195039085669;0,38606761805487444;-29,40797892844744;160,0;209,0;1,0;152,0;206,0;8,0
44,0;206,0;50,12195039085669;0,38606761805487444;-29,40797892844744;163,0;212,0;1,0;152,0;206,0;8,0
45,0;206,0;50,12195039085669;0,38606761805487444;-29,40797892844744;164,0;213,0;1,0;152,0;213,0;9,0
46,0;206,0;50,12195039085669;0,4567618791138039;-43,97099670658691;166,0;215,0;0,0;0,0;0,0;0,0
47,0;206,0;50,12195039085669;0,38606761805487444;-29,40797892844744;166,0;215,0;1,0;152,0;213,0;9,0
