;Date;Open;High;Low;Close;Volume;Evento
0;2011-01-03;88,61216735839844;88,66009521484375;87,31820678710938;87,60575866699219;11023243;0
1;2011-01-04;87,89330291748047;89,18726348876953;86,8389663696289;89,18726348876953;16488374;0
2;2011-01-05;88,75594329833984;89,71443176269531;88,27669525146484;89,3310317993164;10709039;0
3;2011-01-06;89,5706558227539;89,71443176269531;88,27669525146484;88,94763946533203;8271386;0
4;2011-01-07;89,04348754882812;89,4268798828125;87,22235870361328;88,32462310791016;11963954;0
5;2011-01-10;89,18726348876953;89,85820007324219;88,46839141845703;88,70801544189453;13144981;0
6;2011-01-11;89,66650390625;90,14574432373047;89,04348754882812;89,28311157226562;9722255;0
7;2011-01-12;88,99555969238281;89,7623519897461;88,56423950195312;89,47480773925781;12772895;0
8;2011-01-13;89,7623519897461;90,09782409667969;88,94763946533203;89,13933563232422;9348667;0
9;2011-01-14;89,18726348876953;90,28952026367188;88,89971160888672;90,19367218017578;8812989;0
10;2011-01-18;90,96046447753906;91,00838470458984;88,94763946533203;89,13933563232422;14711908;0
11;2011-01-19;89,18726348876953;89,3310317993164;87,1744384765625;87,84537506103516;17149958;0
12;2011-01-20;88,46839141845703;89,0914077758789;87,0785903930664;88,32462310791016;14133268;0
13;2011-01-21;92,5419692993164;95,70497131347656;92,2544174194336;94,60271453857422;47800353;0
14;2011-01-24;95,51327514648438;96,42384338378906;94,60271453857422;96,04044342041016;20563086;0
15;2011-01-25;95,75289916992188;97,19062805175781;94,8902587890625;95,75289916992188;21072179;0
16;2011-01-26;96,71138763427734;96,80723571777344;95,4653549194336;95,4653549194336;14137608;0
17;2011-01-27;95,65705108642578;97,43025207519531;95,3695068359375;97,19062805175781;14155761;0
18;2011-01-28;97,7177963256836;99,39514923095703;96,42384338378906;96,80723571777344;21323116;0
19;2011-01-31;96,47176361083984;97,23855590820312;96,32798767089844;96,51969146728516;10792713;0
20;2011-02-01;97,66987609863281;100,16194152832031;97,2864761352539;99,68270111083984;14252518;0
21;2011-02-02;99,87439727783203;100,4494857788086;98,96382904052734;99,25138092041016;8821461;0
22;2011-02-03;98,96382904052734;99,53892517089844;97,861572265625;99,44307708740234;8579705;0
23;2011-02-04;99,63477325439453;99,68270111083984;97,7657241821289;98,53251647949219;8995026;0
24;2011-02-07;99,53892517089844;100,64118194580078;99,34722900390625;100,0181655883789;9470525;0
25;2011-02-08;100,4494857788086;102,12683868408203;100,20986938476562;101,98307037353516;11463958;0
26;2011-02-09;102,07891845703125;102,70193481445312;100,9287338256836;102,12683868408203;12740198;0
27;2011-02-10;101,45590209960938;102,12683868408203;100,3536376953125;101,93514251708984;10478050;0
28;2011-02-11;100,8328857421875;102,7498550415039;100,78495788574219;102,22268676757812;8483241;0
29;2011-02-14;103,0853271484375;103,75627136230469;102,79778289794922;103,03740692138672;9056602;0
30;2011-02-15;102,79778289794922;102,9894790649414;101,79136657714844;102,845703125;8266983;0
31;2011-02-16;102,65400695800781;102,9894790649414;101,83929443359375;102,7498550415039;8139804;0
32;2011-02-17;101,98307037353516;103,4207992553711;101,88722229003906;103,13325500488281;7649114;0
33;2011-02-18;103,2291030883789;103,51664733886719;102,07891845703125;102,7498550415039;9490828;0
34;2011-02-22;100,06609344482422;101,64759826660156;99,01175689697266;99,77854919433594;15132237;0
35;2011-02-23;98,34081268310547;99,15552520751953;96,23213958740234;97,6219482421875;17723821;0
36;2011-02-24;96,42384338378906;98,96382904052734;96,32798767089844;98,62836456298828;13631936;0
37;2011-02-25;99,25138092041016;100,06609344482422;98,24496459960938;99,77854919433594;9533187;0
38;2011-02-28;100,40156555175781;100,97665405273438;99,77854919433594;100,2577896118164;8900002;0
39;2011-03-01;101,21627807617188;101,45590209960938;96,99893188476562;97,04685974121094;12935610;0
40;2011-03-02;96,71138763427734;98,91590881347656;96,61553955078125;97,38232421875;10246352;0
41;2011-03-03;100,06609344482422;100,30571746826172;99,20345306396484;99,44307708740234;9643819;0
42;2011-03-04;99,92231750488281;99,97024536132812;96,75930786132812;97,6219482421875;12758518;0
43;2011-03-07;97,7657241821289;98,67628479003906;95,89667510986328;97,66987609863281;13850322;0
44;2011-03-08;97,90949249267578;99,63477325439453;97,09477996826172;98,86798095703125;10504383;0
45;2011-03-09;98,62836456298828;99,25138092041016;97,2864761352539;98,86798095703125;10374637;0
46;2011-03-10;97,09477996826172;98,38874053955078;95,99252319335938;96,32798767089844;16852093;0
47;2011-03-11;95,60912322998047;98,14911651611328;95,56120300292969;97,57402801513672;11713685;0
48;2011-03-14;95,65705108642578;96,28006744384766;93,21290588378906;95,4653549194336;19024641;0
49;2011-03-15;90,28952026367188;94,69856262207031;89,13933563232422;93,97969818115234;27860374;0
50;2011-03-16;92,87743377685547;93,50045013427734;89,66650390625;90,81668853759766;27553558;0
51;2011-03-17;92,35026550292969;94,07554626464844;91,34385681152344;92,11064910888672;17433843;0
52;2011-03-18;94,12346649169922;94,650634765625;92,11064910888672;92,2544174194336;16685894;0
53;2011-03-21;94,31517028808594;94,8902587890625;93,69215393066406;94,50686645507812;11060844;0
54;2011-03-22;94,74649047851562;94,74649047851562;93,30875396728516;93,40460205078125;9702182;0
55;2011-03-23;93,21290588378906;93,74007415771484;92,2544174194336;93,59629821777344;9240371;0
56;2011-03-24;94,31517028808594;94,8902587890625;93,35668182373047;94,7944107055664;9137876;0
57;2011-03-25;95,1298828125;95,51327514648438;94,36309051513672;94,650634765625;8361403;0
58;2011-03-28;94,93818664550781;95,2736587524414;94,21932220458984;94,650634765625;7396299;0
59;2011-03-29;94,21932220458984;95,41742706298828;93,59629821777344;95,17780303955078;7519910;0
60;2011-03-30;95,75289916992188;97,19062805175781;95,51327514648438;96,37591552734375;9797082;0
61;2011-03-31;96,23213958740234;96,56761169433594;95,65705108642578;96,08837127685547;8542668;0
62;2011-04-01;96,51969146728516;98,24496459960938;96,42384338378906;97,4781723022461;10099245;0
63;2011-04-04;99,34722900390625;99,44307708740234;97,9574203491211;98,38874053955078;9477057;0
64;2011-04-05;98,14911651611328;98,86798095703125;97,2864761352539;97,43025207519531;8673415;0
65;2011-04-06;98,58043670654297;98,82006072998047;97,6219482421875;98,48458862304688;10616998;0
66;2011-04-07;98,1970443725586;98,24496459960938;96,75930786132812;97,5261001586914;10880372;0
67;2011-04-08;98,1970443725586;98,34081268310547;96,18421936035156;96,75930786132812;10122281;0
68;2011-04-11;96,99893188476562;97,6219482421875;96,23213958740234;96,71138763427734;6111963;0
69;2011-04-12;95,94459533691406;96,61553955078125;94,8902587890625;95,89667510986328;10172548;0
70;2011-04-13;96,08837127685547;96,37591552734375;95,2257308959961;95,56120300292969;8356708;0
71;2011-04-14;95,1298828125;96,23213958740234;93,93177032470703;95,84874725341797;9178837;0
72;2011-04-15;96,08837127685547;97,2864761352539;95,80081939697266;96,04044342041016;10462046;0
73;2011-04-18;94,74649047851562;95,84874725341797;93,50045013427734;95,75289916992188;13270095;0
74;2011-04-19;95,80081939697266;97,4781723022461;95,51327514648438;97,14270782470703;13249229;0
75;2011-04-20;98,34081268310547;98,43666076660156;97,19062805175781;97,7657241821289;11598983;0
76;2011-04-21;99,58684539794922;99,68270111083984;94,5547866821289;95,60912322998047;25392111;0
77;2011-04-25;96,51969146728516;96,56761169433594;95,32157897949219;95,32157897949219;11633350;0
78;2011-04-26;96,04044342041016;97,43025207519531;95,84874725341797;96,32798767089844;10956471;0
79;2011-04-27;96,75930786132812;99,92231750488281;96,56761169433594;98,96382904052734;18430705;0
80;2011-04-28;99,15552520751953;99,53892517089844;98,1011962890625;98,72421264648438;8786865;0
81;2011-04-29;99,29930114746094;99,39514923095703;97,7657241821289;98,00534057617188;8656952;0
82;2011-05-02;99,20345306396484;99,25138092041016;97,90949249267578;98,14911651611328;7537417;0
83;2011-05-03;97,57402801513672;98,96382904052734;97,5261001586914;98,91590881347656;8360610;0
84;2011-05-04;98,53251647949219;99,01175689697266;96,56761169433594;97,14270782470703;12079594;0
85;2011-05-05;96,95101165771484;97,2864761352539;94,93818664550781;95,3695068359375;11950808;0
86;2011-05-06;96,75930786132812;97,04685974121094;95,60912322998047;95,89667510986328;9107683;0
87;2011-05-09;95,70497131347656;96,37591552734375;95,3695068359375;96,18421936035156;7969556;0
88;2011-05-10;96,51969146728516;97,861572265625;96,42384338378906;97,2864761352539;7966886;0
89;2011-05-11;96,85515594482422;97,81364440917969;95,84874725341797;96,28006744384766;8031195;0
90;2011-05-12;95,84874725341797;96,71138763427734;95,3695068359375;96,51969146728516;7997893;0
91;2011-05-13;96,42384338378906;96,51969146728516;94,69856262207031;95,32157897949219;8805540;0
92;2011-05-16;95,1298828125;95,80081939697266;94,31517028808594;94,69856262207031;9556035;0
93;2011-05-17;94,02761840820312;94,5547866821289;93,26083374023438;93,88385009765625;9917459;0
94;2011-05-18;93,88385009765625;95,2257308959961;93,02120971679688;94,69856262207031;9623725;0
95;2011-05-19;95,2257308959961;96,08837127685547;95,08195495605469;95,65705108642578;8933930;0
96;2011-05-20;95,51327514648438;95,56120300292969;93,83592224121094;94,02761840820312;9500510;0
97;2011-05-23;92,58988952636719;93,35668182373047;91,67932891845703;92,92536163330078;8142120;0
98;2011-05-24;93,11705780029297;93,54837799072266;91,29592895507812;91,53555297851562;9536817;0
99;2011-05-25;91,05631256103516;92,78158569335938;90,91253662109375;92,11064910888672;8978354;0
100;2011-05-26;91,67932891845703;93,40460205078125;91,67932891845703;93,06913757324219;8681929;0
101;2011-05-27;93,40460205078125;93,83592224121094;93,06913757324219;93,16498565673828;6306520;0
102;2011-05-31;94,31517028808594;94,50686645507812;93,35668182373047;94,12346649169922;11095607;0
103;2011-06-01;93,30875396728516;93,93177032470703;91,53555297851562;91,67932891845703;13565540;0
104;2011-06-02;91,8230972290039;92,398193359375;90,76876068115234;91,48763275146484;8400527;0
105;2011-06-03;90,24159240722656;91,00838470458984;89,85820007324219;90,19367218017578;10246477;2
106;2011-06-06;89,66650390625;90,09782409667969;88,13291931152344;88,46839141845703;12617859;2
107;2011-06-07;88,85179138183594;89,61857604980469;88,51631927490234;88,56423950195312;11036889;0
108;2011-06-08;88,61216735839844;89,47480773925781;88,18084716796875;88,70801544189453;10894915;0
109;2011-06-09;88,89971160888672;89,9061279296875;88,61216735839844;89,04348754882812;8219116;0
110;2011-06-10;88,70801544189453;88,75594329833984;86,934814453125;87,79745483398438;11651336;0
111;2011-06-13;87,74952697753906;88,75594329833984;87,31820678710938;88,13291931152344;8858040;0
112;2011-06-14;88,80386352539062;89,85820007324219;88,66009521484375;89,13933563232422;10299331;0
113;2011-06-15;88,51631927490234;89,47480773925781;87,79745483398438;88,13291931152344;12199116;0
114;2011-06-16;87,2702865600586;89,18726348876953;87,22235870361328;88,37254333496094;11493901;0
115;2011-06-17;89,28311157226562;89,5706558227539;87,89330291748047;88,61216735839844;11778579;0
116;2011-06-20;87,89330291748047;88,94763946533203;87,70160675048828;88,56423950195312;8116392;0
117;2011-06-21;89,13933563232422;90,76876068115234;88,94763946533203;90,14574432373047;12267098;0
118;2011-06-22;89,5706558227539;90,14574432373047;88,94763946533203;88,94763946533203;10031931;0
119;2011-06-23;87,89330291748047;88,13291931152344;86,31179809570312;88,08499908447266;14471655;0
120;2011-06-24;88,27669525146484;88,32462310791016;86,12010192871094;86,12010192871094;16864967;0
121;2011-06-27;86,31179809570312;88,27669525146484;86,26387023925781;87,60575866699219;9691269;0
122;2011-06-28;87,84537506103516;88,37254333496094;87,0306625366211;88,37254333496094;8074889;0
123;2011-06-29;88,85179138183594;89,18726348876953;88,18084716796875;88,94763946533203;8093606;0
124;2011-06-30;89,0914077758789;90,57706451416016;88,94763946533203;90,38536834716797;9398015;0
125;2011-07-01;90,38536834716797;92,3023452758789;89,85820007324219;92,01480102539062;11657638;0
126;2011-07-05;92,11064910888672;92,2544174194336;90,62499237060547;91,24800872802734;8743734;0
127;2011-07-06;90,91253662109375;91,53555297851562;90,86461639404297;91,29592895507812;6589987;0
128;2011-07-07;92,1585693359375;93,21290588378906;91,72724914550781;92,4940414428711;9383555;0
129;2011-07-08;91,43970489501953;91,53555297851562;90,33744812011719;91,00838470458984;11403842;0
130;2011-07-11;89,71443176269531;90,0019760131836;88,66009521484375;89,28311157226562;9713408;0
131;2011-07-12;88,32462310791016;89,4268798828125;88,08499908447266;88,08499908447266;9839273;0
132;2011-07-13;88,80386352539062;90,24159240722656;88,66009521484375;88,70801544189453;11924183;0
133;2011-07-14;89,37895965576172;90,09782409667969;88,51631927490234;88,80386352539062;9128027;0
134;2011-07-15;88,89971160888672;89,5227279663086;87,65367889404297;88,22877502441406;10545928;0
135;2011-07-18;87,84537506103516;88,13291931152344;87,0306625366211;87,65367889404297;8253942;0
136;2011-07-19;88,18084716796875;89,3310317993164;87,94122314453125;89,04348754882812;9531204;0
137;2011-07-20;89,85820007324219;90,62499237060547;89,13933563232422;90,04989624023438;10131609;0
138;2011-07-21;90,96046447753906;92,398193359375;90,38536834716797;91,8230972290039;14009927;0
139;2011-07-22;93,11705780029297;93,59629821777344;90,81668853759766;91,24800872802734;17142717;0
140;2011-07-25;90,91253662109375;91,72724914550781;90,33744812011719;90,86461639404297;9143135;0
141;2011-07-26;91,05631256103516;91,24800872802734;88,66009521484375;88,94763946533203;14262722;0
142;2011-07-27;88,51631927490234;88,70801544189453;86,50349426269531;86,7910385131836;16305336;0
143;2011-07-28;86,934814453125;88,46839141845703;86,6951904296875;86,7910385131836;10157671;0
