;Date;RSI
0;2008-01-02;
1;2008-01-03;
2;2008-01-04;
3;2008-01-07;
4;2008-01-08;
5;2008-01-09;
6;2008-01-10;
7;2008-01-11;
8;2008-01-14;
9;2008-01-15;
10;2008-01-16;
11;2008-01-17;
12;2008-01-18;
13;2008-01-22;24,328827165274447
14;2008-01-23;30,721953829246203
15;2008-01-24;38,888888888888886
16;2008-01-25;37,46735905598668
17;2008-01-28;36,90323368195564
18;2008-01-29;40,33850182516263
19;2008-01-30;35,71430020780812
20;2008-01-31;37,05357915791164
21;2008-02-01;43,15169619075496
22;2008-02-04;33,511352408503356
23;2008-02-05;32,98292610670018
24;2008-02-06;35,401984932761295
25;2008-02-07;42,770165483453106
26;2008-02-08;44,328374609847835
27;2008-02-11;50,33899050270552
28;2008-02-12;44,48529501996579
29;2008-02-13;39,47895400923248
30;2008-02-14;42,73319186137679
31;2008-02-15;41,56117574675258
32;2008-02-19;38,47656570141964
33;2008-02-20;38,71596182633342
34;2008-02-21;36,926163586421666
35;2008-02-22;36,54619227593265
36;2008-02-25;49,75368902711159
37;2008-02-26;60,742691747863844
38;2008-02-27;70,91722070056397
39;2008-02-28;64,3497680179034
40;2008-02-29;59,299757345373415
41;2008-03-03;59,64910666295794
42;2008-03-04;59,38864919791442
43;2008-03-05;52,64484667955848
44;2008-03-06;55,43765759639941
45;2008-03-07;60,91645202584944
46;2008-03-10;66,27565129453458
47;2008-03-11;72,94115271123877
48;2008-03-12;72,94115271123877
49;2008-03-13;66,74938153166221
50;2008-03-14;55,82959775497513
51;2008-03-17;52,606648780381974
52;2008-03-18;56,80344789373883
53;2008-03-19;48,25687546830668
54;2008-03-20;53,46716331987284
55;2008-03-24;59,77918071230767
56;2008-03-25;61,51418808623142
57;2008-03-26;53,49794443256894
58;2008-03-27;51,58730018566376
59;2008-03-28;49,799728387434726
60;2008-03-31;50,677509436595514
61;2008-04-01;48,804499948627665
62;2008-04-02;48,735952723463875
63;2008-04-03;45,300253034950295
64;2008-04-04;50,48678517520287
65;2008-04-07;47,700391319832846
66;2008-04-08;37,22396460874523
67;2008-04-09;41,696119385280646
68;2008-04-10;43,78194080520723
69;2008-04-11;30,035326401050852
70;2008-04-14;28,291798701984078
71;2008-04-15;32,78349218084823
72;2008-04-16;46,47886621261238
73;2008-04-17;48,073014778679614
74;2008-04-18;53,79061769573494
75;2008-04-21;49,10536538086719
76;2008-04-22;49,603184064238356
77;2008-04-23;62,525900275203384
78;2008-04-24;65,58937656853243
79;2008-04-25;65,8396996579875
80;2008-04-28;62,70568072653604
81;2008-04-29;69,0384543435824
82;2008-04-30;66,59749559568638
83;2008-05-01;81,69558560763586
84;2008-05-02;83,07693549162106
85;2008-05-05;78,97623833840971
86;2008-05-06;76,04167080587877
87;2008-05-07;67,8639097481398
88;2008-05-08;62,52632644104263
89;2008-05-09;56,55022261424207
90;2008-05-12;59,38775661139637
91;2008-05-13;55,078995692318294
92;2008-05-14;46,482401343771045
93;2008-05-15;60,465118342184766
94;2008-05-16;64,28572099700838
95;2008-05-19;60,64357954829798
96;2008-05-20;52,37021521186432
97;2008-05-21;33,247420653257535
98;2008-05-22;35,41145732505768
99;2008-05-23;35,32336703301709
100;2008-05-27;41,704033189597844
101;2008-05-28;46,969697699475816
102;2008-05-29;55,60438279812937
103;2008-05-30;62,6804216149637
104;2008-06-02;55,2361492809834
105;2008-06-03;54,65839858342666
106;2008-06-04;59,8825952956748
107;2008-06-05;60,116749132972
108;2008-06-06;50,2447039920246
109;2008-06-09;50,491799177963536
110;2008-06-10;54,51327971372871
111;2008-06-11;52,38094311297608
112;2008-06-12;53,17725176469688
113;2008-06-13;60,74450499622081
114;2008-06-16;56,15942254333862
115;2008-06-17;53,72615443303011
116;2008-06-18;41,96892966828292
117;2008-06-19;39,130449805827155
118;2008-06-20;35,82089788290787
119;2008-06-23;35,35188527696492
120;2008-06-24;30,208341266816362
121;2008-06-25;22,692330264460992
122;2008-06-26;23,228364195050958
123;2008-06-27;22,779947374893865
124;2008-06-30;21,611743109010476
125;2008-07-01;24,279858809234696
126;2008-07-02;17,901274782754754
127;2008-07-03;15,644844678218831
128;2008-07-07;14,285735326498795
129;2008-07-08;20,231226406218767
130;2008-07-09;18,103458481646044
131;2008-07-10;22,258593288820222
132;2008-07-11;24,548743422402595
133;2008-07-14;22,780575079872207
134;2008-07-15;22,077932533113866
135;2008-07-16;19,999987284338403
136;2008-07-17;29,241873278995683
137;2008-07-18;32,17548731560254
138;2008-07-21;36,60376611575452
139;2008-07-22;38,09522944512463
140;2008-07-23;43,570053365520316
141;2008-07-24;37,2659031551997
142;2008-07-25;48,71795319655838
143;2008-07-28;41,964284193758125
144;2008-07-29;58,860765096631
145;2008-07-30;50,45046089977052
146;2008-07-31;51,97215890207511
147;2008-08-01;59,102911802465066
148;2008-08-04;63,456071824359704
149;2008-08-05;68,76511908225612
150;2008-08-06;74,1482869415847
151;2008-08-07;68,46152971482584
152;2008-08-08;71,17749396621078
153;2008-08-11;72,66666242811684
154;2008-08-12;69,91451497789271
155;2008-08-13;72,64650999544676
156;2008-08-14;71,05260799185433
157;2008-08-15;78,66925408922502
158;2008-08-18;70,33396936553166
159;2008-08-19;70,33396936553166
160;2008-08-20;72,76420731312552
161;2008-08-21;72,76420731312552
162;2008-08-22;75,18516281506112
163;2008-08-25;64,8854809008649
164;2008-08-26;52,21675177698122
165;2008-08-27;59,94963063748664
166;2008-08-28;55,710304038797275
167;2008-08-29;42,55872567196691
168;2008-09-02;40,6483751380569
169;2008-09-03;38,26290617363327
170;2008-09-04;25,760638022112886
171;2008-09-05;21,86835236970998
172;2008-09-08;39,62963512405189
173;2008-09-09;38,558552861745035
174;2008-09-10;38,84892185049885
175;2008-09-11;39,5017746490919
176;2008-09-12;38,73873719069159
177;2008-09-15;35,073408040424596
178;2008-09-16;39,844951795835065
179;2008-09-17;32,127945679563865
180;2008-09-18;38,22784651206362
181;2008-09-19;51,36675175147994
182;2008-09-22;46,68737501540094
183;2008-09-23;46,979168384438665
184;2008-09-24;53,00924909009149
185;2008-09-25;56,55913259572988
186;2008-09-26;52,63774102065235
187;2008-09-29;44,19292227349159
188;2008-09-30;48,02932946292488
189;2008-10-01;45,20070435428088
190;2008-10-02;40,42373530654489
191;2008-10-03;44,753949336775655
192;2008-10-06;39,497305741496376
193;2008-10-07;37,414968082721856
194;2008-10-08;30,195382996001342
195;2008-10-09;17,490829614846447
196;2008-10-10;19,938629368425453
197;2008-10-13;34,8776195211219
198;2008-10-14;32,39669338111901
199;2008-10-15;24,197154103849257
200;2008-10-16;28,671814767038
201;2008-10-17;34,304198729730174
202;2008-10-20;35,75948932540959
203;2008-10-21;34,4249771205276
204;2008-10-22;35,22992400039604
205;2008-10-23;34,51737226543992
206;2008-10-24;34,148204068554406
207;2008-10-27;38,23780871232578
208;2008-10-28;49,88814059935133
209;2008-10-29;52,677167199122444
210;2008-10-30;52,19780795601061
211;2008-10-31;43,003729650346614
212;2008-11-03;43,65530084096755
213;2008-11-04;59,05350331244995
214;2008-11-05;48,10126174790473
215;2008-11-06;45,035824790118326
216;2008-11-07;42,62820558539638
217;2008-11-10;48,24666848099339
218;2008-11-11;48,59927116472858
219;2008-11-12;46,02075644995408
220;2008-11-13;55,62130831974488
221;2008-11-14;52,987603519930296
222;2008-11-17;35,1274749268737
223;2008-11-18;39,65014901503274
224;2008-11-19;33,374234047726745
225;2008-11-20;31,121286058889694
226;2008-11-21;38,55693315637501
227;2008-11-24;39,24191955329358
228;2008-11-25;39,06770895517964
229;2008-11-26;47,11437043702489
230;2008-11-28;44,247796106225756
231;2008-12-01;37,700290605359974
232;2008-12-02;41,2098316738688
233;2008-12-03;47,46241189496609
234;2008-12-04;40,90480914117573
235;2008-12-05;46,78638488998362
236;2008-12-08;54,529619387694744
237;2008-12-09;53,1332699458468
238;2008-12-10;61,10562567995183
239;2008-12-11;62,27363790334829
240;2008-12-12;59,763945182154835
241;2008-12-15;52,66990560940934
242;2008-12-16;62,75509868945234
243;2008-12-17;53,02013826608503
244;2008-12-18;50,80213174217649
245;2008-12-19;64,18918124335589
246;2008-12-22;59,00515573027407
247;2008-12-23;52,18215865519989
248;2008-12-24;60,85106693818649
249;2008-12-26;53,956844075202575
250;2008-12-29;30,12821414139684
251;2008-12-30;35,69230299729567
252;2008-12-31;33,65078077174361
253;2009-01-02;50,737452006823695
254;2009-01-05;51,734115676802624
255;2009-01-06;61,90476645744798
256;2009-01-07;48,71133627857886
257;2009-01-08;59,94318058668239
258;2009-01-09;50,47847937920883
259;2009-01-12;47,30942250591983
260;2009-01-13;50,94339368011929
261;2009-01-14;44,813285889757
262;2009-01-15;44,35147353428165
263;2009-01-16;45,22292864663481
264;2009-01-20;40,494307332260476
265;2009-01-21;45,3752254987936
266;2009-01-22;42,237075537770636
267;2009-01-23;40,85472264657508
268;2009-01-26;43,37151565741671
269;2009-01-27;40,955626511475
270;2009-01-28;46,02887806987434
271;2009-01-29;37,16108059961926
272;2009-01-30;36,46322063410832
273;2009-02-02;41,52411112872781
274;2009-02-03;43,79670279463735
275;2009-02-04;50,8064550862245
276;2009-02-05;54,06626689882329
277;2009-02-06;58,333344190284656
278;2009-02-09;63,73134676771251
279;2009-02-10;52,56974600755685
280;2009-02-11;56,060606279539506
281;2009-02-12;52,53682766173009
282;2009-02-13;48,275872841737495
283;2009-02-17;38,34952392695105
284;2009-02-18;37,64322080763213
285;2009-02-19;41,89435694523604
286;2009-02-20;51,20349616245586
287;2009-02-23;40,40404157168464
288;2009-02-24;44,0227752401782
289;2009-02-25;39,848208469055365
290;2009-02-26;31,547630310768866
291;2009-02-27;22,121908311296224
292;2009-03-02;21,826295477378395
293;2009-03-03;27,92556476622697
294;2009-03-04;39,77778126280837
295;2009-03-05;34,042550836641524
296;2009-03-06;32,35294220769272
297;2009-03-09;33,91136893594579
298;2009-03-10;44,045681769670736
299;2009-03-11;49,83819174744734
300;2009-03-12;53,242837374821285
301;2009-03-13;59,72927594183394
302;2009-03-16;54,30711556976581
303;2009-03-17;61,79000523289674
304;2009-03-18;67,06281652184529
305;2009-03-19;63,65131042340617
306;2009-03-20;62,92682730156446
307;2009-03-23;68,1118810604164
308;2009-03-24;60,849774446622895
309;2009-03-25;66,83332652515944
310;2009-03-26;74,56827902979745
311;2009-03-27;76,98542423752028
312;2009-03-30;64,42140875321495
313;2009-03-31;64,90630110564467
314;2009-04-01;66,06259434620358
315;2009-04-02;69,48147526493779
316;2009-04-03;70,19374085499531
